,ghi,dni,dhi,temp_air,wind_speed,Sim_Power,Target_Power,Error,beta,cv,NWP_GHI,NWP_DNI,NWP_DHI,NWP_Temp,NWP_Wind,NWP_Humidity,NWP_Cloud,NWP_Precip
2019-01-01 21:00:00+00:00,504.055979889167,929.4795923838893,63.770593027975366,12.300000000000002,2.0,23.331406040133185,20.153576943333334,3.177829096799852,1.8827624480142726,0.17952268628825893,452.9999990879229,590.6999992586371,186.99999781901857,10.9,6.2,26.0,0.0,0.0
2019-01-01 21:15:00+00:00,487.6809290523385,921.4622735357921,62.90193609603919,12.300000000000002,2.0,22.82148672619832,19.619230605333332,3.2022561208649876,2.002270171900829,0.14662607602057512,432.78034150446143,613.8583084840914,168.46022150327806,11.046651721709148,6.190281022241069,25.9351788385068,0.0,0.0
2019-01-01 21:30:00+00:00,468.71022763903085,912.244028832452,62.62275514705274,12.300000000000002,2.1,22.24910886345019,19.120490416666666,3.128618446783522,1.9949622410872454,0.11752943988729676,409.5757176027295,634.3070207873685,149.84287213637998,11.188911347326442,6.2895662651762825,25.745208956541227,0.0,0.0
2019-01-01 21:45:00+00:00,444.8056972921657,897.8831346364491,61.66858334300441,12.366666666666667,2.1666666666666665,21.473775209821525,18.249752065333336,3.2240231444881906,1.9531579158542014,0.0924891422655917,383.57847076979516,651.4664094650341,131.3033797665156,11.336715299280518,6.3440683755233565,25.43263459630505,0.0,0.0
2019-01-01 22:00:00+00:00,419.10272546964075,884.8171549999515,60.11881365485102,12.366666666666667,2.1666666666666665,20.635490290249802,16.492928817333333,4.142561472916467,2.0132556731584503,0.07211484233548797,354.99999911842355,664.5999991064392,112.99999854516172,11.5,6.2,25.0,0.0,0.0
2019-01-01 22:15:00+00:00,389.0364034015083,866.2356182892707,58.39782526727695,12.233333333333334,2.1,19.633451368932988,17.191274952666664,2.442176416266321,1.9422413469700341,0.06640044425334761,320.14042662015805,665.8245561064618,99.38268900360303,11.676097579115007,5.747913245112107,24.46360340829462,0.0,0.0
2019-01-01 22:30:00+00:00,356.91251309408466,846.3670341187376,56.89912369962466,12.166666666666666,1.9666666666666668,18.603341577952246,15.863050871333334,2.740290706618914,2.0033449347729317,0.0698698542887869,283.92984018112793,661.3324994594138,85.94317953355187,11.811922995061623,5.055718056518282,23.89475905572454,0.0,0.0
2019-01-01 22:45:00+00:00,320.7447810634214,817.2581381830761,55.01161211526996,12.033333333333333,1.8999999999999997,17.419395494778,13.516244302733334,3.9031511920446698,2.020697902650712,0.08486411063776093,246.74605519064107,649.6312582497238,72.78054025881849,11.841786913477431,4.235663839665319,23.378535175292196,0.0,0.0
2019-01-01 23:00:00+00:00,281.56910981474704,781.3838348273971,52.246579582481125,11.799999999999999,1.7666666666666666,15.963771775880652,12.37970119,3.5840705858806507,2.167667362920321,0.1231665918778893,208.99999919134572,628.6999989926427,59.99999904175491,11.7,3.4,23.0,0.0,0.0
2019-01-01 23:15:00+00:00,241.34495339110242,740.2347555681863,48.777855030948,11.4,1.6333333333333335,14.40757112671602,11.856906104666669,2.5506650220493534,2.1192494988726502,0.15195308797848323,131.32763246445478,434.5564406585702,41.11670034926711,11.342707961830827,2.657128497310507,22.882282528314747,0.0,0.0
2019-01-01 23:30:00+00:00,200.87428653420113,695.5003330396579,45.37430211150883,10.9,1.4666666666666668,12.81216497245039,11.282512712666668,1.5296522597837232,2.113390565414401,0.1769849179234035,70.04369569914456,258.9023043260133,24.35130527944639,10.813396672427057,2.1000615087505845,23.300754820560616,0.0,0.0
2019-01-01 23:45:00+00:00,156.71062306910252,624.9958807670636,40.04806203277922,10.5,1.3333333333333333,10.830024811412294,5.9549766356000005,4.875048175812293,2.0554017065961636,0.21479880856373942,26.16364737882443,110.04258446348614,10.340176318764565,10.177387046809761,1.81796376581537,24.568849702526187,0.0,0.0
