latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.427963,-122.154785,17.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m (°C),precipitation (mm),wind_speed_10m (km/h),weather_code (wmo code),cloud_cover (%),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),relative_humidity_2m (%)
2018-01-01T00:00,9.3,0.00,1.6,1,21,0.0,0.0,0.0,84
2018-01-01T01:00,8.9,0.00,1.1,0,18,0.0,0.0,0.0,84
2018-01-01T02:00,8.9,0.00,3.0,1,24,0.0,0.0,0.0,82
2018-01-01T03:00,8.5,0.00,4.0,1,25,0.0,0.0,0.0,82
2018-01-01T04:00,7.1,0.00,1.8,0,18,0.0,0.0,0.0,86
2018-01-01T05:00,4.4,0.00,5.6,0,18,0.0,0.0,0.0,87
2018-01-01T06:00,6.6,0.00,2.9,0,16,0.0,0.0,0.0,84
2018-01-01T07:00,7.0,0.00,2.6,0,4,0.0,0.0,0.0,80
2018-01-01T08:00,6.6,0.00,3.3,0,12,25.0,17.0,95.9,83
2018-01-01T09:00,7.6,0.00,3.9,0,14,149.0,50.0,565.3,94
2018-01-01T10:00,10.1,0.00,3.0,0,3,297.0,75.0,700.8,91
2018-01-01T11:00,10.9,0.00,1.9,0,8,409.0,95.0,746.4,88
2018-01-01T12:00,12.2,0.00,2.6,0,2,473.0,101.0,775.2,82
2018-01-01T13:00,13.7,0.00,3.0,0,11,483.0,103.0,775.2,74
2018-01-01T14:00,15.1,0.00,3.6,0,9,431.0,102.0,729.5,69
2018-01-01T15:00,15.4,0.00,4.6,0,4,324.0,95.0,627.4,67
2018-01-01T16:00,15.6,0.00,3.6,0,18,173.0,77.0,403.4,66
2018-01-01T17:00,14.5,0.00,3.4,1,26,0.0,0.0,0.0,74
2018-01-01T18:00,11.4,0.00,5.4,1,26,0.0,0.0,0.0,74
2018-01-01T19:00,10.2,0.00,7.2,0,12,0.0,0.0,0.0,76
2018-01-01T20:00,9.4,0.00,8.3,0,9,0.0,0.0,0.0,76
2018-01-01T21:00,11.2,0.00,3.3,0,19,0.0,0.0,0.0,75
2018-01-01T22:00,11.0,0.00,2.2,0,18,0.0,0.0,0.0,73
2018-01-01T23:00,10.3,0.00,0.5,1,20,0.0,0.0,0.0,74
2018-01-02T00:00,9.4,0.00,1.1,1,20,0.0,0.0,0.0,77
2018-01-02T01:00,9.1,0.00,1.1,0,9,0.0,0.0,0.0,77
2018-01-02T02:00,8.7,0.00,2.9,0,9,0.0,0.0,0.0,76
2018-01-02T03:00,5.0,0.00,5.5,0,9,0.0,0.0,0.0,78
2018-01-02T04:00,7.4,0.00,4.1,0,9,0.0,0.0,0.0,80
2018-01-02T05:00,4.8,0.00,6.9,0,9,0.0,0.0,0.0,79
2018-01-02T06:00,5.2,0.00,5.8,0,9,0.0,0.0,0.0,80
2018-01-02T07:00,4.8,0.00,4.7,0,18,0.0,0.0,0.0,79
2018-01-02T08:00,7.4,0.00,3.7,1,28,25.0,17.0,96.1,83
2018-01-02T09:00,7.8,0.00,1.5,1,26,148.0,47.0,576.9,96
2018-01-02T10:00,10.8,0.00,2.5,1,41,297.0,75.0,700.2,86
2018-01-02T11:00,12.3,0.00,3.2,3,84,274.0,273.0,2.4,81
2018-01-02T12:00,12.7,0.00,5.2,1,49,356.0,347.0,18.7,85
2018-01-02T13:00,14.6,0.00,5.8,2,54,484.0,130.0,720.0,71
2018-01-02T14:00,14.7,0.00,3.2,1,45,432.0,152.0,618.4,67
2018-01-02T15:00,15.3,0.00,3.9,1,29,310.0,160.0,408.7,64
2018-01-02T16:00,14.7,0.00,2.9,0,6,174.0,81.0,387.2,69
2018-01-02T17:00,13.7,0.00,4.1,1,31,0.0,0.0,0.0,75
2018-01-02T18:00,10.5,0.00,6.3,0,15,0.0,0.0,0.0,72
2018-01-02T19:00,12.6,0.00,3.3,0,15,0.0,0.0,0.0,72
2018-01-02T20:00,12.9,0.00,3.6,0,16,0.0,0.0,0.0,68
2018-01-02T21:00,12.2,0.00,1.8,0,15,0.0,0.0,0.0,70
2018-01-02T22:00,12.1,0.00,2.9,2,65,0.0,0.0,0.0,70
2018-01-02T23:00,11.2,0.00,2.3,3,100,0.0,0.0,0.0,75
2018-01-03T00:00,10.5,0.00,0.8,3,82,0.0,0.0,0.0,74
2018-01-03T01:00,9.5,0.00,2.2,3,87,0.0,0.0,0.0,80
2018-01-03T02:00,9.4,0.00,1.4,0,7,0.0,0.0,0.0,75
2018-01-03T03:00,6.1,0.00,4.3,2,71,0.0,0.0,0.0,74
2018-01-03T04:00,6.0,0.00,7.0,3,85,0.0,0.0,0.0,76
2018-01-03T05:00,5.9,0.00,7.6,3,86,0.0,0.0,0.0,72
2018-01-03T06:00,5.3,0.00,6.8,1,46,0.0,0.0,0.0,71
2018-01-03T07:00,9.8,0.00,3.9,3,84,0.0,0.0,0.0,67
2018-01-03T08:00,9.0,0.00,3.1,2,63,25.0,18.0,84.1,74
2018-01-03T09:00,10.1,0.00,3.5,3,82,120.0,109.0,62.8,77
2018-01-03T10:00,9.9,0.00,6.6,3,95,247.0,224.0,72.5,87
2018-01-03T11:00,12.4,0.00,9.4,3,100,367.0,258.0,258.2,75
2018-01-03T12:00,11.5,0.70,3.4,53,100,156.0,156.0,0.0,90
2018-01-03T13:00,10.5,0.40,3.4,51,100,62.0,62.0,0.0,98
2018-01-03T14:00,10.8,2.90,5.0,63,100,32.0,32.0,0.0,100
2018-01-03T15:00,10.7,0.00,5.9,3,100,49.0,49.0,0.0,96
2018-01-03T16:00,11.6,0.00,1.8,2,69,6.0,6.0,0.0,91
2018-01-03T17:00,12.0,0.00,4.0,2,76,0.0,0.0,0.0,84
2018-01-03T18:00,11.3,0.00,3.8,2,62,0.0,0.0,0.0,89
2018-01-03T19:00,12.2,0.00,3.7,2,56,0.0,0.0,0.0,83
2018-01-03T20:00,10.8,8.60,1.4,65,61,0.0,0.0,0.0,86
2018-01-03T21:00,9.2,0.00,4.3,2,68,0.0,0.0,0.0,85
2018-01-03T22:00,10.4,5.40,7.4,63,70,0.0,0.0,0.0,92
2018-01-03T23:00,11.4,0.40,2.1,51,71,0.0,0.0,0.0,89
2018-01-04T00:00,11.2,0.00,2.8,3,83,0.0,0.0,0.0,86
2018-01-04T01:00,9.0,0.00,5.4,3,86,0.0,0.0,0.0,85
2018-01-04T02:00,9.0,0.00,6.6,1,42,0.0,0.0,0.0,86
2018-01-04T03:00,8.5,0.00,7.0,1,30,0.0,0.0,0.0,89
2018-01-04T04:00,8.2,0.00,6.0,1,27,0.0,0.0,0.0,89
2018-01-04T05:00,8.1,0.00,5.8,2,61,0.0,0.0,0.0,90
2018-01-04T06:00,8.2,0.00,4.7,1,43,0.0,0.0,0.0,90
2018-01-04T07:00,8.4,0.00,7.1,1,46,0.0,0.0,0.0,89
2018-01-04T08:00,9.5,0.00,6.9,1,32,22.0,15.0,84.1,90
2018-01-04T09:00,11.6,0.00,5.4,1,37,142.0,50.0,524.8,97
2018-01-04T10:00,14.5,0.00,6.2,1,42,293.0,75.0,685.6,88
2018-01-04T11:00,16.6,0.00,8.2,1,40,408.0,90.0,751.7,83
2018-01-04T12:00,17.7,0.00,7.4,1,36,471.0,99.0,769.6,76
2018-01-04T13:00,18.8,0.00,8.5,2,63,481.0,102.0,765.9,72
2018-01-04T14:00,19.1,0.00,7.8,2,67,431.0,102.0,720.5,69
2018-01-04T15:00,18.5,0.00,6.0,2,60,171.0,171.0,0.0,74
2018-01-04T16:00,18.5,0.00,4.1,1,41,177.0,77.0,408.3,77
2018-01-04T17:00,17.5,0.00,3.8,1,44,0.0,0.0,0.0,78
2018-01-04T18:00,16.0,0.00,3.8,1,40,0.0,0.0,0.0,83
2018-01-04T19:00,13.9,0.00,7.7,1,45,0.0,0.0,0.0,81
2018-01-04T20:00,14.7,0.00,8.4,1,45,0.0,0.0,0.0,86
2018-01-04T21:00,13.7,0.00,4.5,1,31,0.0,0.0,0.0,88
2018-01-04T22:00,13.9,0.00,6.4,1,45,0.0,0.0,0.0,88
2018-01-04T23:00,14.6,0.00,2.4,3,81,0.0,0.0,0.0,89
2018-01-05T00:00,14.0,0.00,3.7,2,75,0.0,0.0,0.0,90
2018-01-05T01:00,13.3,0.00,6.1,2,63,0.0,0.0,0.0,92
2018-01-05T02:00,13.2,0.00,7.4,2,61,0.0,0.0,0.0,94
2018-01-05T03:00,12.8,0.00,6.9,3,81,0.0,0.0,0.0,94
2018-01-05T04:00,13.1,0.00,9.0,2,58,0.0,0.0,0.0,93
2018-01-05T05:00,13.1,0.00,7.9,2,64,0.0,0.0,0.0,93
2018-01-05T06:00,13.0,0.00,8.9,2,58,0.0,0.0,0.0,94
2018-01-05T07:00,13.2,0.00,7.9,2,61,0.0,0.0,0.0,92
2018-01-05T08:00,13.6,0.00,7.6,3,83,16.0,16.0,0.0,94
2018-01-05T09:00,15.1,0.00,4.3,2,76,144.0,46.0,558.1,92
2018-01-05T10:00,16.6,0.00,4.6,2,66,290.0,74.0,677.9,87
2018-01-05T11:00,17.1,0.00,6.4,2,76,408.0,97.0,733.3,87
2018-01-05T12:00,17.7,0.00,7.7,3,95,468.0,99.0,761.1,82
2018-01-05T13:00,17.8,0.00,5.6,3,89,473.0,135.0,680.6,81
2018-01-05T14:00,16.5,0.00,2.5,2,79,428.0,100.0,715.0,89
2018-01-05T15:00,15.3,0.00,9.2,3,99,71.0,71.0,0.0,94
2018-01-05T16:00,14.0,0.00,11.0,3,96,24.0,24.0,0.0,92
2018-01-05T17:00,13.2,0.00,6.4,3,86,0.0,0.0,0.0,92
2018-01-05T18:00,12.7,0.00,2.5,3,81,0.0,0.0,0.0,94
2018-01-05T19:00,12.4,0.00,2.2,3,90,0.0,0.0,0.0,96
2018-01-05T20:00,12.3,0.00,2.1,3,81,0.0,0.0,0.0,94
2018-01-05T21:00,11.8,0.00,2.8,3,98,0.0,0.0,0.0,97
2018-01-05T22:00,11.7,0.00,2.0,2,72,0.0,0.0,0.0,98
2018-01-05T23:00,11.4,0.00,2.1,3,93,0.0,0.0,0.0,98
2018-01-06T00:00,11.1,0.00,4.2,3,86,0.0,0.0,0.0,99
2018-01-06T01:00,11.0,0.00,1.9,2,62,0.0,0.0,0.0,99
2018-01-06T02:00,11.2,0.00,3.8,2,54,0.0,0.0,0.0,96
2018-01-06T03:00,10.8,0.40,6.3,51,73,0.0,0.0,0.0,94
2018-01-06T04:00,11.3,0.00,0.8,2,76,0.0,0.0,0.0,96
2018-01-06T05:00,11.0,0.00,1.8,2,55,0.0,0.0,0.0,97
2018-01-06T06:00,10.2,0.00,1.1,2,72,0.0,0.0,0.0,95
2018-01-06T07:00,9.4,0.00,4.9,1,34,0.0,0.0,0.0,95
2018-01-06T08:00,9.7,0.00,3.1,0,19,13.0,13.0,0.0,95
2018-01-06T09:00,11.0,0.00,1.1,0,4,154.0,50.0,591.0,94
2018-01-06T10:00,12.7,0.00,2.4,1,25,306.0,76.0,720.1,88
2018-01-06T11:00,13.4,0.00,7.2,1,27,428.0,92.0,790.2,84
2018-01-06T12:00,13.3,0.00,5.6,0,8,89.0,89.0,0.0,83
2018-01-06T13:00,14.3,0.00,4.7,0,7,410.0,138.0,545.6,79
2018-01-06T14:00,14.4,0.00,5.1,0,16,449.0,138.0,674.7,78
2018-01-06T15:00,14.6,0.00,4.3,0,6,346.0,97.0,661.8,76
2018-01-06T16:00,14.1,0.00,4.3,0,1,193.0,81.0,447.8,78
2018-01-06T17:00,12.9,0.00,3.2,1,20,0.0,0.0,0.0,84
2018-01-06T18:00,10.9,0.00,5.9,0,8,0.0,0.0,0.0,89
2018-01-06T19:00,10.3,0.00,3.8,0,5,0.0,0.0,0.0,92
2018-01-06T20:00,8.7,0.00,5.8,0,4,0.0,0.0,0.0,92
2018-01-06T21:00,8.4,0.00,6.5,0,0,0.0,0.0,0.0,94
2018-01-06T22:00,7.5,0.00,5.2,0,6,0.0,0.0,0.0,93
2018-01-06T23:00,7.0,0.00,5.1,0,6,0.0,0.0,0.0,93
2018-01-07T00:00,6.4,0.00,5.2,0,10,0.0,0.0,0.0,92
2018-01-07T01:00,6.1,0.00,5.4,0,6,0.0,0.0,0.0,93
2018-01-07T02:00,5.6,0.00,5.7,1,29,0.0,0.0,0.0,90
2018-01-07T03:00,6.6,0.00,4.4,1,31,0.0,0.0,0.0,90
2018-01-07T04:00,6.3,0.00,3.7,2,57,0.0,0.0,0.0,91
2018-01-07T05:00,6.5,0.00,1.8,45,58,0.0,0.0,0.0,87
2018-01-07T06:00,6.9,0.00,3.0,2,61,0.0,0.0,0.0,95
2018-01-07T07:00,7.2,0.00,5.2,1,38,0.0,0.0,0.0,98
2018-01-07T08:00,8.0,0.00,5.5,1,36,8.0,8.0,0.0,97
2018-01-07T09:00,8.9,0.00,5.6,1,33,35.0,35.0,0.0,98
2018-01-07T10:00,9.6,0.00,6.6,1,29,60.0,60.0,0.0,98
2018-01-07T11:00,10.4,0.00,4.0,1,23,181.0,181.0,0.0,98
2018-01-07T12:00,11.4,0.00,4.7,2,74,185.0,185.0,0.0,93
2018-01-07T13:00,10.7,0.00,5.9,2,79,379.0,372.0,14.0,97
2018-01-07T14:00,11.1,0.00,4.5,3,100,420.0,187.0,502.9,95
2018-01-07T15:00,11.2,0.00,6.0,3,100,255.0,245.0,26.4,93
2018-01-07T16:00,11.2,0.00,4.6,3,97,107.0,107.0,0.0,91
2018-01-07T17:00,11.1,0.00,0.7,3,97,16.0,16.0,0.0,92
2018-01-07T18:00,10.5,0.00,2.3,3,95,0.0,0.0,0.0,92
2018-01-07T19:00,9.7,0.00,3.3,3,82,0.0,0.0,0.0,94
2018-01-07T20:00,9.6,0.00,2.6,2,62,0.0,0.0,0.0,95
2018-01-07T21:00,8.3,0.00,4.5,2,51,0.0,0.0,0.0,91
2018-01-07T22:00,9.8,0.00,3.3,1,42,0.0,0.0,0.0,88
2018-01-07T23:00,9.6,0.00,2.9,3,82,0.0,0.0,0.0,89
2018-01-08T00:00,9.8,0.40,2.5,51,84,0.0,0.0,0.0,94
2018-01-08T01:00,9.2,0.00,5.1,3,93,0.0,0.0,0.0,92
2018-01-08T02:00,10.2,0.00,0.5,3,98,0.0,0.0,0.0,92
2018-01-08T03:00,10.1,0.00,2.9,3,92,0.0,0.0,0.0,89
2018-01-08T04:00,9.1,0.40,4.2,51,54,0.0,0.0,0.0,93
2018-01-08T05:00,9.9,0.00,2.6,1,48,0.0,0.0,0.0,91
2018-01-08T06:00,9.2,0.40,6.7,51,100,0.0,0.0,0.0,99
2018-01-08T07:00,9.0,1.10,5.4,55,99,0.0,0.0,0.0,95
2018-01-08T08:00,9.8,2.90,3.3,63,94,11.0,11.0,0.0,94
2018-01-08T09:00,10.0,1.10,3.9,55,90,25.0,25.0,0.0,96
2018-01-08T10:00,10.6,1.80,2.9,61,96,36.0,36.0,0.0,98
2018-01-08T11:00,12.1,5.80,4.0,63,85,54.0,54.0,0.0,94
2018-01-08T12:00,13.2,2.50,8.8,63,86,251.0,251.0,0.0,95
2018-01-08T13:00,13.1,2.50,10.8,63,73,226.0,226.0,0.0,97
2018-01-08T14:00,14.4,1.10,15.1,55,69,344.0,332.0,25.8,94
2018-01-08T15:00,15.0,0.00,12.3,2,68,64.0,64.0,0.0,94
2018-01-08T16:00,14.6,1.10,9.0,55,90,11.0,11.0,0.0,96
2018-01-08T17:00,14.1,6.10,7.3,63,96,3.0,4.0,0.0,95
2018-01-08T18:00,13.5,2.20,6.1,61,90,0.0,0.0,0.0,94
2018-01-08T19:00,13.9,0.40,2.3,51,81,0.0,0.0,0.0,93
2018-01-08T20:00,13.4,0.70,7.4,53,76,0.0,0.0,0.0,97
2018-01-08T21:00,13.5,3.20,6.5,63,80,0.0,0.0,0.0,95
2018-01-08T22:00,13.9,0.40,10.7,51,100,0.0,0.0,0.0,94
2018-01-08T23:00,13.8,2.20,19.4,61,100,0.0,0.0,0.0,96
2018-01-09T00:00,13.6,0.70,2.1,53,81,0.0,0.0,0.0,95
2018-01-09T01:00,12.8,0.00,8.3,3,95,0.0,0.0,0.0,98
2018-01-09T02:00,12.9,0.00,5.9,3,86,0.0,0.0,0.0,97
2018-01-09T03:00,13.2,1.80,8.2,61,82,0.0,0.0,0.0,98
2018-01-09T04:00,13.3,0.00,2.3,3,86,0.0,0.0,0.0,96
2018-01-09T05:00,12.4,3.20,4.5,63,100,0.0,0.0,0.0,95
2018-01-09T06:00,13.4,0.00,1.0,3,99,0.0,0.0,0.0,92
2018-01-09T07:00,12.4,0.00,5.3,3,100,0.0,0.0,0.0,93
2018-01-09T08:00,12.5,0.00,4.0,3,100,17.0,17.0,0.0,95
2018-01-09T09:00,12.4,0.70,7.0,53,97,9.0,9.0,0.0,97
2018-01-09T10:00,12.4,2.20,7.4,61,92,9.0,9.0,0.0,98
2018-01-09T11:00,12.9,0.00,6.8,3,90,170.0,170.0,0.0,96
2018-01-09T12:00,13.2,0.00,6.4,3,99,47.0,47.0,0.0,97
2018-01-09T13:00,13.2,0.70,9.6,53,99,31.0,31.0,0.0,96
2018-01-09T14:00,13.0,0.40,11.5,51,98,26.0,26.0,0.0,93
2018-01-09T15:00,12.5,1.10,16.1,55,95,10.0,10.0,0.0,93
2018-01-09T16:00,12.2,0.40,17.1,51,90,32.0,32.0,0.0,94
2018-01-09T17:00,11.9,0.00,18.4,3,96,16.0,16.0,0.0,93
2018-01-09T18:00,12.1,0.00,13.8,3,83,0.0,0.0,0.0,88
2018-01-09T19:00,11.6,0.00,15.3,3,84,0.0,0.0,0.0,89
2018-01-09T20:00,11.3,0.00,13.2,2,68,0.0,0.0,0.0,86
2018-01-09T21:00,10.9,0.00,13.3,2,54,0.0,0.0,0.0,85
2018-01-09T22:00,10.3,0.00,12.7,2,74,0.0,0.0,0.0,85
2018-01-09T23:00,10.2,0.00,13.8,2,57,0.0,0.0,0.0,83
2018-01-10T00:00,10.2,0.00,7.4,1,48,0.0,0.0,0.0,84
2018-01-10T01:00,9.4,0.00,8.6,1,22,0.0,0.0,0.0,84
2018-01-10T02:00,8.1,0.00,5.5,0,16,0.0,0.0,0.0,85
2018-01-10T03:00,7.9,0.00,4.4,0,17,0.0,0.0,0.0,87
2018-01-10T04:00,9.0,0.00,2.9,0,17,0.0,0.0,0.0,85
2018-01-10T05:00,9.1,0.00,3.3,0,15,0.0,0.0,0.0,84
2018-01-10T06:00,8.7,0.00,1.5,0,15,0.0,0.0,0.0,84
2018-01-10T07:00,7.0,0.00,4.8,2,56,0.0,0.0,0.0,85
2018-01-10T08:00,8.1,0.00,5.2,2,57,25.0,17.0,94.8,86
2018-01-10T09:00,9.9,0.00,4.1,3,88,149.0,50.0,554.1,89
2018-01-10T10:00,11.1,0.40,7.1,51,95,24.0,24.0,0.0,90
2018-01-10T11:00,11.5,0.00,9.8,3,88,53.0,53.0,0.0,86
2018-01-10T12:00,12.3,0.00,9.7,3,89,68.0,68.0,0.0,82
2018-01-10T13:00,12.9,0.00,9.6,3,96,52.0,52.0,0.0,81
2018-01-10T14:00,12.3,0.00,9.8,3,97,47.0,47.0,0.0,89
2018-01-10T15:00,12.8,0.00,9.6,2,78,41.0,41.0,0.0,87
2018-01-10T16:00,13.3,0.00,6.1,3,89,32.0,32.0,0.0,85
2018-01-10T17:00,12.8,0.00,4.2,2,79,10.0,10.0,0.0,90
2018-01-10T18:00,13.0,0.00,1.8,3,85,0.0,0.0,0.0,90
2018-01-10T19:00,12.8,0.00,2.7,2,74,0.0,0.0,0.0,93
2018-01-10T20:00,12.8,0.00,2.6,2,71,0.0,0.0,0.0,92
2018-01-10T21:00,12.5,0.00,3.6,2,71,0.0,0.0,0.0,88
2018-01-10T22:00,12.2,0.00,0.8,3,82,0.0,0.0,0.0,88
2018-01-10T23:00,12.2,0.00,3.7,3,84,0.0,0.0,0.0,90
2018-01-11T00:00,11.4,0.00,2.3,2,68,0.0,0.0,0.0,95
2018-01-11T01:00,10.6,0.00,4.3,2,77,0.0,0.0,0.0,92
2018-01-11T02:00,11.4,0.00,2.1,3,85,0.0,0.0,0.0,93
2018-01-11T03:00,11.1,0.00,2.2,3,81,0.0,0.0,0.0,94
2018-01-11T04:00,11.0,0.00,1.8,2,76,0.0,0.0,0.0,94
2018-01-11T05:00,10.9,0.00,2.5,3,82,0.0,0.0,0.0,91
2018-01-11T06:00,10.3,0.00,1.5,2,78,0.0,0.0,0.0,93
2018-01-11T07:00,10.7,0.00,1.9,3,80,0.0,0.0,0.0,95
2018-01-11T08:00,11.0,0.00,1.4,2,60,30.0,22.0,94.4,91
2018-01-11T09:00,11.7,0.00,0.5,2,64,124.0,111.0,72.4,96
2018-01-11T10:00,12.8,0.00,2.1,2,76,283.0,149.0,412.5,91
2018-01-11T11:00,13.6,0.00,4.1,2,60,291.0,290.0,2.3,87
2018-01-11T12:00,14.3,0.00,4.1,1,20,239.0,239.0,0.0,83
2018-01-11T13:00,15.0,0.00,3.3,0,10,499.0,105.0,772.9,80
2018-01-11T14:00,16.1,0.00,4.0,0,16,449.0,103.0,730.4,77
2018-01-11T15:00,16.3,0.00,5.0,0,12,345.0,97.0,635.7,76
2018-01-11T16:00,16.1,0.00,6.5,0,10,197.0,81.0,438.3,74
2018-01-11T17:00,15.1,0.00,9.0,0,15,28.0,26.0,15.1,78
2018-01-11T18:00,12.9,0.00,5.4,0,8,0.0,0.0,0.0,88
2018-01-11T19:00,11.9,0.00,5.4,0,7,0.0,0.0,0.0,90
2018-01-11T20:00,11.3,0.00,5.9,0,15,0.0,0.0,0.0,91
2018-01-11T21:00,10.6,0.00,6.0,0,15,0.0,0.0,0.0,92
2018-01-11T22:00,10.2,0.00,5.2,0,16,0.0,0.0,0.0,93
2018-01-11T23:00,9.9,0.00,6.4,1,26,0.0,0.0,0.0,93
2018-01-12T00:00,10.1,0.00,3.8,1,40,0.0,0.0,0.0,98
2018-01-12T01:00,10.2,0.00,2.9,2,54,0.0,0.0,0.0,99
2018-01-12T02:00,9.9,0.00,4.1,2,60,0.0,0.0,0.0,98
2018-01-12T03:00,10.2,0.00,2.9,2,73,0.0,0.0,0.0,98
2018-01-12T04:00,10.5,0.00,2.3,2,62,0.0,0.0,0.0,96
2018-01-12T05:00,10.3,0.00,3.8,2,56,0.0,0.0,0.0,95
2018-01-12T06:00,9.4,0.00,4.6,2,65,0.0,0.0,0.0,97
2018-01-12T07:00,9.9,0.00,5.6,2,62,0.0,0.0,0.0,97
2018-01-12T08:00,10.6,0.00,2.9,45,61,7.0,7.0,0.0,95
2018-01-12T09:00,10.8,0.00,3.6,2,54,33.0,33.0,0.0,97
2018-01-12T10:00,11.0,0.00,2.3,2,56,123.0,123.0,0.0,95
2018-01-12T11:00,11.4,0.00,4.8,1,47,264.0,264.0,0.0,98
2018-01-12T12:00,12.3,0.00,5.1,1,28,355.0,354.0,2.0,95
2018-01-12T13:00,13.2,0.00,6.5,1,28,203.0,203.0,0.0,90
2018-01-12T14:00,13.7,0.00,6.5,1,23,251.0,251.0,0.0,84
2018-01-12T15:00,14.1,0.00,7.2,45,8,139.0,139.0,0.0,80
2018-01-12T16:00,14.0,0.00,6.9,0,6,71.0,71.0,0.0,82
2018-01-12T17:00,14.2,0.00,4.3,0,12,34.0,31.0,22.4,81
2018-01-12T18:00,12.8,0.00,3.0,0,17,0.0,0.0,0.0,84
2018-01-12T19:00,10.7,0.00,7.6,0,2,0.0,0.0,0.0,82
2018-01-12T20:00,10.1,0.00,7.2,0,8,0.0,0.0,0.0,88
2018-01-12T21:00,9.7,0.00,8.3,0,16,0.0,0.0,0.0,84
2018-01-12T22:00,9.1,0.00,7.7,0,16,0.0,0.0,0.0,85
2018-01-12T23:00,8.2,0.00,5.7,0,5,0.0,0.0,0.0,89
2018-01-13T00:00,8.1,0.00,6.6,0,3,0.0,0.0,0.0,89
2018-01-13T01:00,7.2,0.00,6.3,0,2,0.0,0.0,0.0,90
2018-01-13T02:00,6.8,0.00,6.5,0,4,0.0,0.0,0.0,86
2018-01-13T03:00,6.6,0.00,7.0,0,11,0.0,0.0,0.0,84
2018-01-13T04:00,6.7,0.00,7.3,0,9,0.0,0.0,0.0,87
2018-01-13T05:00,6.6,0.00,8.6,0,10,0.0,0.0,0.0,91
2018-01-13T06:00,6.3,0.00,8.0,0,13,0.0,0.0,0.0,89
2018-01-13T07:00,5.8,0.00,5.3,0,6,0.0,0.0,0.0,86
2018-01-13T08:00,7.9,0.00,4.0,0,7,28.0,15.0,151.7,88
2018-01-13T09:00,9.6,0.00,3.7,0,6,159.0,47.0,616.1,94
2018-01-13T10:00,11.3,0.00,3.3,1,22,314.0,77.0,722.9,91
2018-01-13T11:00,13.0,0.00,1.8,0,7,436.0,92.0,788.1,75
2018-01-13T12:00,14.1,0.00,4.1,0,6,507.0,102.0,809.5,75
2018-01-13T13:00,15.4,0.00,0.4,0,13,523.0,106.0,809.7,66
2018-01-13T14:00,15.8,0.00,1.9,1,23,473.0,105.0,767.4,68
2018-01-13T15:00,17.0,0.00,2.5,0,6,365.0,99.0,671.2,66
2018-01-13T16:00,16.6,0.00,3.9,0,6,214.0,84.0,479.7,72
2018-01-13T17:00,15.1,0.00,3.4,0,8,37.0,33.0,29.5,82
2018-01-13T18:00,12.0,0.00,5.4,0,2,0.0,0.0,0.0,82
2018-01-13T19:00,11.3,0.00,2.5,0,3,0.0,0.0,0.0,89
2018-01-13T20:00,10.7,0.00,3.0,0,6,0.0,0.0,0.0,88
2018-01-13T21:00,10.3,0.00,2.6,0,5,0.0,0.0,0.0,85
2018-01-13T22:00,9.7,0.00,2.5,0,6,0.0,0.0,0.0,85
2018-01-13T23:00,9.0,0.00,2.4,0,6,0.0,0.0,0.0,85
2018-01-14T00:00,8.1,0.00,3.4,0,8,0.0,0.0,0.0,87
2018-01-14T01:00,7.7,0.00,3.8,0,10,0.0,0.0,0.0,85
2018-01-14T02:00,5.2,0.00,5.9,0,13,0.0,0.0,0.0,85
2018-01-14T03:00,5.0,0.00,7.1,1,20,0.0,0.0,0.0,88
2018-01-14T04:00,4.8,0.00,7.0,45,17,0.0,0.0,0.0,86
2018-01-14T05:00,4.3,0.00,4.7,45,33,0.0,0.0,0.0,86
2018-01-14T06:00,4.2,0.00,6.3,45,62,0.0,0.0,0.0,83
2018-01-14T07:00,4.5,0.00,5.7,1,41,0.0,0.0,0.0,86
2018-01-14T08:00,6.3,0.00,2.6,45,51,31.0,22.0,104.4,83
2018-01-14T09:00,6.8,0.00,2.9,2,61,71.0,71.0,0.0,98
2018-01-14T10:00,8.4,0.00,2.3,45,75,203.0,203.0,0.0,96
2018-01-14T11:00,10.1,0.00,1.8,1,31,329.0,327.0,4.6,93
2018-01-14T12:00,10.9,0.00,2.2,1,24,345.0,345.0,0.0,90
2018-01-14T13:00,13.3,0.00,5.9,0,12,526.0,105.0,813.1,81
2018-01-14T14:00,13.9,0.00,4.8,1,20,479.0,106.0,773.0,80
2018-01-14T15:00,14.1,0.00,3.3,0,18,372.0,100.0,680.8,76
2018-01-14T16:00,13.5,0.00,4.2,1,38,220.0,84.0,495.8,85
2018-01-14T17:00,12.8,0.00,3.8,1,25,41.0,35.0,43.7,84
2018-01-14T18:00,11.0,0.00,2.3,3,99,0.0,0.0,0.0,86
2018-01-14T19:00,10.9,0.00,3.7,3,100,0.0,0.0,0.0,85
2018-01-14T20:00,9.7,0.00,3.7,3,87,0.0,0.0,0.0,91
2018-01-14T21:00,8.5,0.00,6.9,1,28,0.0,0.0,0.0,81
2018-01-14T22:00,8.6,0.00,4.7,1,23,0.0,0.0,0.0,82
2018-01-14T23:00,10.2,0.00,4.2,1,22,0.0,0.0,0.0,87
2018-01-15T00:00,9.6,0.00,3.7,0,13,0.0,0.0,0.0,88
