latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.427963,-122.154785,17.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m (°C),precipitation (mm),wind_speed_10m (km/h),weather_code (wmo code),cloud_cover (%),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),relative_humidity_2m (%)
2018-07-16T08:00,17.0,0.00,6.9,2,54,302.0,201.0,220.2,81
2018-07-16T09:00,18.1,0.00,8.0,0,16,545.0,296.0,394.5,79
2018-07-16T10:00,19.8,0.00,11.4,0,14,739.0,192.0,705.0,76
2018-07-16T11:00,20.1,0.00,11.8,0,14,927.0,98.0,939.2,76
2018-07-16T12:00,22.8,0.00,13.8,0,15,992.0,132.0,910.7,70
2018-07-16T13:00,24.3,0.00,16.7,0,0,993.0,178.0,852.0,69
2018-07-16T14:00,25.6,0.00,17.1,0,14,949.0,160.0,858.8,61
2018-07-16T15:00,25.2,0.00,17.8,0,14,846.0,140.0,847.2,65
2018-07-16T16:00,23.8,0.00,16.6,0,16,687.0,126.0,794.5,70
2018-07-16T17:00,23.1,0.00,16.2,0,16,506.0,108.0,729.4,69
2018-07-16T18:00,21.3,0.00,14.8,0,16,302.0,76.0,622.5,75
2018-07-16T19:00,19.1,0.00,12.4,0,16,94.0,49.0,263.6,79
2018-07-16T20:00,17.7,0.00,10.1,0,16,0.0,0.0,0.0,79
2018-07-16T21:00,16.7,0.00,8.7,0,16,0.0,0.0,0.0,83
2018-07-16T22:00,16.1,0.00,9.2,0,16,0.0,0.0,0.0,86
2018-07-16T23:00,15.1,0.00,7.3,0,15,0.0,0.0,0.0,90
2018-07-17T00:00,14.7,0.00,7.0,0,17,0.0,0.0,0.0,91
2018-07-17T01:00,14.3,0.00,6.3,1,24,0.0,0.0,0.0,93
2018-07-17T02:00,13.9,0.00,4.7,1,38,0.0,0.0,0.0,94
2018-07-17T03:00,14.3,0.00,6.1,1,44,0.0,0.0,0.0,92
2018-07-17T04:00,14.6,0.00,6.3,2,65,0.0,0.0,0.0,91
2018-07-17T05:00,15.0,0.00,5.5,2,71,0.0,0.0,0.0,90
2018-07-17T06:00,15.4,0.00,4.0,2,67,33.0,33.0,0.0,86
2018-07-17T07:00,15.5,0.00,5.9,2,71,170.0,134.0,134.3,85
2018-07-17T08:00,16.0,0.00,7.9,2,66,349.0,220.0,282.3,83
2018-07-17T09:00,16.4,0.00,7.2,1,25,460.0,356.0,165.1,84
2018-07-17T10:00,18.1,0.00,8.6,0,15,757.0,298.0,592.5,78
2018-07-17T11:00,20.3,0.00,12.2,0,15,922.0,183.0,838.3,76
2018-07-17T12:00,22.6,0.00,14.4,0,15,986.0,195.0,838.5,73
2018-07-17T13:00,23.4,0.00,17.1,0,0,1010.0,128.0,922.8,73
2018-07-17T14:00,24.7,0.00,17.8,0,0,982.0,126.0,932.5,67
2018-07-17T15:00,24.5,0.00,16.2,0,15,871.0,131.0,888.9,64
2018-07-17T16:00,23.7,0.00,16.2,0,15,706.0,114.0,839.5,68
2018-07-17T17:00,23.6,0.00,14.3,0,16,503.0,134.0,677.5,61
2018-07-17T18:00,22.9,0.00,11.7,0,16,313.0,70.0,671.6,65
2018-07-17T19:00,19.8,0.00,11.2,0,16,95.0,58.0,218.6,76
2018-07-17T20:00,17.5,0.00,10.2,0,16,0.0,0.0,0.0,85
2018-07-17T21:00,16.4,0.00,10.0,0,18,0.0,0.0,0.0,89
2018-07-17T22:00,15.5,0.00,8.1,0,18,0.0,0.0,0.0,92
2018-07-17T23:00,14.8,0.00,7.2,1,25,0.0,0.0,0.0,92
2018-07-18T00:00,14.0,0.00,5.7,1,35,0.0,0.0,0.0,93
2018-07-18T01:00,13.8,0.00,5.6,1,42,0.0,0.0,0.0,96
2018-07-18T02:00,14.2,0.00,6.2,2,64,0.0,0.0,0.0,96
2018-07-18T03:00,15.0,0.00,5.4,2,64,0.0,0.0,0.0,93
2018-07-18T04:00,14.9,0.00,5.4,2,66,0.0,0.0,0.0,94
2018-07-18T05:00,14.7,0.00,5.4,2,69,0.0,0.0,0.0,95
2018-07-18T06:00,15.4,0.00,3.4,2,66,29.0,29.0,0.0,91
2018-07-18T07:00,16.1,0.00,6.0,2,64,142.0,128.0,52.6,88
2018-07-18T08:00,16.7,0.00,7.5,1,43,337.0,301.0,79.1,87
2018-07-18T09:00,17.9,0.00,7.7,0,17,450.0,397.0,84.4,83
2018-07-18T10:00,19.8,0.00,11.2,0,16,765.0,266.0,645.2,78
2018-07-18T11:00,21.1,0.00,11.1,0,16,908.0,208.0,795.0,75
2018-07-18T12:00,23.5,0.00,13.6,0,15,972.0,207.0,811.7,70
2018-07-18T13:00,24.9,0.00,15.6,0,15,981.0,207.0,810.5,68
2018-07-18T14:00,25.2,0.00,16.6,0,16,944.0,185.0,827.6,68
2018-07-18T15:00,25.3,0.00,16.3,0,16,804.0,288.0,620.5,67
2018-07-18T16:00,24.4,0.00,16.6,0,16,670.0,193.0,677.4,70
2018-07-18T17:00,24.3,0.00,16.9,0,16,496.0,110.0,710.2,66
2018-07-18T18:00,22.6,0.00,13.0,0,15,294.0,95.0,552.0,72
2018-07-18T19:00,20.0,0.00,11.5,0,15,86.0,55.0,184.1,78
2018-07-18T20:00,18.0,0.00,10.8,0,16,0.0,0.0,0.0,83
2018-07-18T21:00,17.0,0.00,8.4,0,16,0.0,0.0,0.0,85
2018-07-18T22:00,16.1,0.00,9.5,0,18,0.0,0.0,0.0,90
2018-07-18T23:00,15.4,0.00,6.6,0,19,0.0,0.0,0.0,92
2018-07-19T00:00,15.1,0.00,3.7,1,31,0.0,0.0,0.0,93
2018-07-19T01:00,15.1,0.00,5.1,1,32,0.0,0.0,0.0,91
2018-07-19T02:00,15.0,0.00,5.1,1,43,0.0,0.0,0.0,91
2018-07-19T03:00,15.2,0.00,3.6,2,57,0.0,0.0,0.0,93
2018-07-19T04:00,15.7,0.00,4.9,2,57,0.0,0.0,0.0,93
2018-07-19T05:00,16.0,0.00,5.9,2,58,0.0,0.0,0.0,91
2018-07-19T06:00,16.0,0.00,4.3,2,54,16.0,16.0,0.0,92
2018-07-19T07:00,16.3,0.00,5.4,2,54,159.0,133.0,98.5,88
2018-07-19T08:00,16.3,0.00,5.9,1,48,291.0,230.0,134.5,88
2018-07-19T09:00,17.5,0.00,5.9,0,16,427.0,367.0,95.7,85
2018-07-19T10:00,18.9,0.00,8.7,0,16,723.0,418.0,395.0,82
2018-07-19T11:00,20.8,0.00,10.8,0,0,885.0,325.0,636.8,79
2018-07-19T12:00,23.7,0.00,13.3,0,0,910.0,335.0,610.7,68
2018-07-19T13:00,25.3,0.00,14.7,0,15,973.0,321.0,683.4,63
2018-07-19T14:00,26.3,0.00,17.2,0,15,936.0,198.0,805.4,64
2018-07-19T15:00,26.1,0.00,18.1,0,15,830.0,159.0,807.8,64
2018-07-19T16:00,26.1,0.00,17.5,0,15,679.0,166.0,729.6,61
2018-07-19T17:00,26.1,0.00,15.5,0,15,503.0,79.0,781.9,54
2018-07-19T18:00,22.5,0.00,14.9,0,15,292.0,87.0,570.9,67
2018-07-19T19:00,20.4,0.00,13.0,0,15,87.0,51.0,214.8,69
2018-07-19T20:00,18.2,0.00,9.2,0,16,0.0,0.0,0.0,77
2018-07-19T21:00,17.1,0.00,7.8,0,16,0.0,0.0,0.0,84
2018-07-19T22:00,16.2,0.00,8.2,0,16,0.0,0.0,0.0,87
2018-07-19T23:00,15.5,0.00,5.9,0,16,0.0,0.0,0.0,83
2018-07-20T00:00,14.8,0.00,6.5,0,16,0.0,0.0,0.0,85
2018-07-20T01:00,14.4,0.00,6.1,0,16,0.0,0.0,0.0,86
2018-07-20T02:00,13.6,0.00,4.9,0,16,0.0,0.0,0.0,88
2018-07-20T03:00,13.2,0.00,4.6,0,16,0.0,0.0,0.0,89
2018-07-20T04:00,13.2,0.00,7.3,1,31,0.0,0.0,0.0,91
2018-07-20T05:00,13.6,0.00,6.0,1,37,0.0,0.0,0.0,94
2018-07-20T06:00,14.8,0.00,6.1,1,28,38.0,33.0,42.1,93
2018-07-20T07:00,16.4,0.00,5.5,1,35,145.0,140.0,19.1,87
2018-07-20T08:00,18.0,0.00,6.9,1,20,373.0,138.0,520.1,85
2018-07-20T09:00,19.7,0.00,8.8,1,20,504.0,197.0,490.9,79
2018-07-20T10:00,22.2,0.00,13.7,0,16,739.0,209.0,687.6,74
2018-07-20T11:00,23.4,0.00,14.7,0,16,882.0,183.0,795.9,73
2018-07-20T12:00,25.3,0.00,16.5,0,0,949.0,148.0,851.7,69
2018-07-20T13:00,27.9,0.00,16.0,0,16,966.0,107.0,901.2,56
2018-07-20T14:00,29.8,0.00,10.5,0,16,915.0,102.0,888.2,44
2018-07-20T15:00,29.5,0.00,11.2,0,16,814.0,98.0,863.0,45
2018-07-20T16:00,29.4,0.00,8.6,0,16,663.0,93.0,811.9,45
2018-07-20T17:00,27.8,0.00,13.1,0,16,479.0,86.0,726.4,53
2018-07-20T18:00,25.4,0.00,13.5,0,16,278.0,75.0,567.7,63
2018-07-20T19:00,22.1,0.00,11.3,0,16,80.0,49.0,185.8,69
2018-07-20T20:00,20.1,0.00,10.1,0,16,0.0,0.0,0.0,76
2018-07-20T21:00,19.1,0.00,6.7,0,16,0.0,0.0,0.0,78
2018-07-20T22:00,18.6,0.00,6.6,0,16,0.0,0.0,0.0,79
2018-07-20T23:00,18.1,0.00,7.0,0,16,0.0,0.0,0.0,81
2018-07-21T00:00,17.5,0.00,5.6,0,16,0.0,0.0,0.0,83
2018-07-21T01:00,17.0,0.00,3.3,0,18,0.0,0.0,0.0,85
2018-07-21T02:00,16.7,0.00,3.1,1,34,0.0,0.0,0.0,86
2018-07-21T03:00,16.7,0.00,4.0,1,41,0.0,0.0,0.0,87
2018-07-21T04:00,16.6,0.00,2.9,1,37,0.0,0.0,0.0,87
2018-07-21T05:00,16.7,0.00,4.8,1,43,0.0,0.0,0.0,89
2018-07-21T06:00,17.2,0.00,4.1,1,38,26.0,26.0,0.0,89
2018-07-21T07:00,17.9,0.00,4.3,1,30,143.0,116.0,103.8,86
2018-07-21T08:00,19.2,0.00,5.1,0,16,403.0,107.0,657.7,81
2018-07-21T09:00,20.4,0.00,9.6,0,16,602.0,97.0,809.5,76
2018-07-21T10:00,22.1,0.00,13.1,0,16,764.0,103.0,859.0,71
2018-07-21T11:00,23.4,0.00,15.4,0,15,877.0,128.0,853.9,71
2018-07-21T12:00,24.8,0.00,18.0,0,16,935.0,140.0,846.2,68
2018-07-21T13:00,25.4,0.00,18.8,0,15,947.0,160.0,826.5,67
2018-07-21T14:00,24.8,0.00,17.7,0,16,907.0,122.0,858.5,70
2018-07-21T15:00,24.8,0.00,18.1,0,16,802.0,142.0,796.5,70
2018-07-21T16:00,24.1,0.00,18.2,0,16,645.0,172.0,674.9,72
2018-07-21T17:00,22.3,0.00,19.5,0,16,478.0,92.0,715.3,77
2018-07-21T18:00,21.1,0.00,15.9,0,16,269.0,115.0,432.6,78
2018-07-21T19:00,19.7,0.00,11.6,0,16,75.0,56.0,114.5,79
2018-07-21T20:00,18.6,0.00,9.7,1,24,0.0,0.0,0.0,82
2018-07-21T21:00,18.0,0.00,7.8,1,26,0.0,0.0,0.0,84
2018-07-21T22:00,17.5,0.00,6.5,1,25,0.0,0.0,0.0,83
2018-07-21T23:00,17.1,0.00,7.3,1,33,0.0,0.0,0.0,85
2018-07-22T00:00,16.8,0.00,5.2,1,28,0.0,0.0,0.0,88
2018-07-22T01:00,16.6,0.00,7.0,1,46,0.0,0.0,0.0,90
2018-07-22T02:00,16.9,0.00,5.2,1,45,0.0,0.0,0.0,86
2018-07-22T03:00,17.1,0.00,5.8,2,68,0.0,0.0,0.0,85
2018-07-22T04:00,17.1,0.00,6.1,2,52,0.0,0.0,0.0,84
2018-07-22T05:00,17.0,0.00,7.5,2,61,0.0,0.0,0.0,86
2018-07-22T06:00,17.4,0.00,5.4,2,58,29.0,27.0,17.1,84
2018-07-22T07:00,17.6,0.00,6.6,2,52,157.0,123.0,131.7,85
2018-07-22T08:00,18.6,0.00,9.7,2,53,262.0,216.0,102.6,84
2018-07-22T09:00,19.7,0.00,11.3,1,49,493.0,357.0,218.5,83
2018-07-22T10:00,21.0,0.00,13.6,1,24,581.0,376.0,266.9,77
2018-07-22T11:00,21.8,0.00,13.9,0,16,798.0,323.0,542.2,76
2018-07-22T12:00,23.4,0.00,15.7,0,0,951.0,123.0,882.3,72
2018-07-22T13:00,24.4,0.00,16.3,0,0,966.0,106.0,904.2,68
2018-07-22T14:00,24.6,0.00,17.7,0,0,918.0,92.0,904.4,67
2018-07-22T15:00,25.3,0.00,18.8,0,0,814.0,103.0,859.2,63
2018-07-22T16:00,25.8,0.00,15.9,0,0,666.0,92.0,820.5,58
2018-07-22T17:00,25.3,0.00,14.8,0,15,481.0,87.0,732.1,58
2018-07-22T18:00,22.9,0.00,14.4,0,15,275.0,87.0,530.6,68
2018-07-22T19:00,20.8,0.00,12.2,0,15,78.0,47.0,187.8,70
2018-07-22T20:00,19.1,0.00,9.4,0,15,0.0,0.0,0.0,74
2018-07-22T21:00,18.6,0.00,7.6,0,1,0.0,0.0,0.0,75
2018-07-22T22:00,18.0,0.00,7.6,0,16,0.0,0.0,0.0,78
2018-07-22T23:00,17.4,0.00,7.7,0,16,0.0,0.0,0.0,81
2018-07-23T00:00,17.0,0.00,5.9,0,16,0.0,0.0,0.0,83
2018-07-23T01:00,16.4,0.00,6.8,0,16,0.0,0.0,0.0,85
2018-07-23T02:00,15.9,0.00,5.5,0,16,0.0,0.0,0.0,88
2018-07-23T03:00,15.7,0.00,5.8,1,38,0.0,0.0,0.0,89
2018-07-23T04:00,15.7,0.00,5.8,1,47,0.0,0.0,0.0,89
2018-07-23T05:00,15.5,0.00,8.0,1,45,0.0,0.0,0.0,90
2018-07-23T06:00,16.0,0.00,5.1,2,67,38.0,38.0,0.0,87
2018-07-23T07:00,16.5,0.00,6.9,2,62,128.0,114.0,54.7,86
2018-07-23T08:00,17.0,0.00,8.2,2,55,301.0,198.0,230.6,85
2018-07-23T09:00,18.1,0.00,7.4,1,26,501.0,305.0,315.7,78
2018-07-23T10:00,19.8,0.00,9.4,0,0,752.0,226.0,685.9,73
2018-07-23T11:00,22.7,0.00,12.4,0,0,902.0,86.0,932.7,64
2018-07-23T12:00,24.1,0.00,13.6,0,0,971.0,105.0,923.9,62
2018-07-23T13:00,25.5,0.00,16.6,0,0,980.0,99.0,927.3,59
2018-07-23T14:00,25.7,0.00,17.6,0,0,929.0,134.0,871.5,59
2018-07-23T15:00,25.3,0.00,16.2,0,16,830.0,103.0,879.8,58
2018-07-23T16:00,24.6,0.00,17.4,0,16,677.0,92.0,837.8,66
2018-07-23T17:00,24.0,0.00,16.2,0,16,474.0,156.0,592.6,64
2018-07-23T18:00,22.2,0.00,14.8,0,15,272.0,110.0,459.5,69
2018-07-23T19:00,19.7,0.00,13.5,0,16,77.0,59.0,109.7,73
2018-07-23T20:00,18.0,0.00,10.0,0,16,0.0,0.0,0.0,75
2018-07-23T21:00,17.1,0.00,9.7,0,16,0.0,0.0,0.0,77
2018-07-23T22:00,16.3,0.00,9.0,0,15,0.0,0.0,0.0,81
2018-07-23T23:00,15.5,0.00,8.8,0,18,0.0,0.0,0.0,87
2018-07-24T00:00,15.0,0.00,7.0,1,27,0.0,0.0,0.0,90
2018-07-24T01:00,14.8,0.00,7.0,1,36,0.0,0.0,0.0,89
2018-07-24T02:00,14.6,0.00,6.6,1,36,0.0,0.0,0.0,91
2018-07-24T03:00,15.0,0.00,6.6,1,41,0.0,0.0,0.0,89
2018-07-24T04:00,15.1,0.00,6.1,1,34,0.0,0.0,0.0,88
2018-07-24T05:00,14.7,0.00,6.9,2,56,0.0,0.0,0.0,91
2018-07-24T06:00,15.2,0.00,6.6,2,66,26.0,26.0,0.0,88
2018-07-24T07:00,16.4,0.00,7.2,1,47,126.0,122.0,15.7,86
2018-07-24T08:00,17.7,0.00,8.6,1,34,315.0,244.0,159.6,82
2018-07-24T09:00,18.9,0.00,9.2,0,17,569.0,182.0,625.0,79
2018-07-24T10:00,20.8,0.00,11.0,0,15,769.0,191.0,755.1,74
2018-07-24T11:00,22.4,0.00,13.7,0,15,905.0,111.0,908.9,71
2018-07-24T12:00,23.9,0.00,16.6,0,0,977.0,122.0,913.2,69
2018-07-24T13:00,24.9,0.00,17.3,0,0,980.0,153.0,871.4,64
2018-07-24T14:00,25.8,0.00,15.1,0,0,951.0,109.0,924.1,58
2018-07-24T15:00,26.0,0.00,15.5,0,15,838.0,101.0,893.2,56
2018-07-24T16:00,25.6,0.00,14.8,0,15,683.0,106.0,828.0,59
2018-07-24T17:00,24.9,0.00,17.0,0,15,511.0,93.0,781.3,56
2018-07-24T18:00,22.6,0.00,14.8,0,16,287.0,71.0,615.9,66
2018-07-24T19:00,20.1,0.00,11.9,0,16,72.0,49.0,141.0,72
2018-07-24T20:00,18.2,0.00,9.4,0,16,0.0,0.0,0.0,79
2018-07-24T21:00,17.0,0.00,10.1,0,16,0.0,0.0,0.0,86
2018-07-24T22:00,16.4,0.00,9.7,0,16,0.0,0.0,0.0,89
2018-07-24T23:00,15.9,0.00,10.4,0,16,0.0,0.0,0.0,91
2018-07-25T00:00,14.8,0.00,8.3,0,16,0.0,0.0,0.0,98
2018-07-25T01:00,14.4,0.00,7.0,0,16,0.0,0.0,0.0,97
2018-07-25T02:00,14.2,0.00,7.6,1,26,0.0,0.0,0.0,99
2018-07-25T03:00,14.3,0.00,10.0,1,47,0.0,0.0,0.0,99
2018-07-25T04:00,14.3,0.00,8.7,1,49,0.0,0.0,0.0,96
2018-07-25T05:00,14.1,0.00,8.8,2,51,0.0,0.0,0.0,99
2018-07-25T06:00,14.6,0.00,5.4,2,52,31.0,29.0,17.6,96
2018-07-25T07:00,15.5,0.00,6.6,1,42,140.0,121.0,75.4,91
2018-07-25T08:00,16.5,0.00,6.3,0,16,318.0,260.0,130.9,89
2018-07-25T09:00,18.6,0.00,7.2,0,16,582.0,261.0,519.7,79
2018-07-25T10:00,21.3,0.00,10.1,0,16,749.0,253.0,649.1,68
2018-07-25T11:00,23.3,0.00,8.9,0,0,896.0,224.0,770.3,59
2018-07-25T12:00,26.2,0.00,11.3,0,0,986.0,113.0,933.6,49
2018-07-25T13:00,27.9,0.00,14.1,0,0,1001.0,93.0,957.9,46
2018-07-25T14:00,27.5,0.00,16.2,0,13,952.0,96.0,940.7,49
2018-07-25T15:00,27.1,0.00,16.9,0,14,840.0,144.0,844.9,53
2018-07-25T16:00,25.4,0.00,16.9,0,14,688.0,112.0,828.4,58
2018-07-25T17:00,23.7,0.00,17.3,0,16,489.0,148.0,639.4,62
2018-07-25T18:00,22.3,0.00,14.3,0,16,287.0,78.0,599.3,62
2018-07-25T19:00,19.5,0.00,13.1,0,16,76.0,50.0,160.4,72
2018-07-25T20:00,17.5,0.00,11.2,0,16,0.0,0.0,0.0,80
2018-07-25T21:00,16.0,0.00,9.7,0,16,0.0,0.0,0.0,90
2018-07-25T22:00,15.5,0.00,8.2,0,16,0.0,0.0,0.0,91
2018-07-25T23:00,14.9,0.00,9.1,1,25,0.0,0.0,0.0,90
2018-07-26T00:00,14.2,0.00,10.0,1,25,0.0,0.0,0.0,92
2018-07-26T01:00,13.7,0.00,9.1,1,25,0.0,0.0,0.0,94
2018-07-26T02:00,13.1,0.00,8.2,1,37,0.0,0.0,0.0,97
2018-07-26T03:00,13.7,0.00,6.5,2,52,0.0,0.0,0.0,94
2018-07-26T04:00,13.8,0.00,8.6,2,60,0.0,0.0,0.0,91
2018-07-26T05:00,13.8,0.00,5.8,2,72,0.0,0.0,0.0,90
2018-07-26T06:00,14.5,0.00,3.8,2,71,21.0,21.0,0.0,88
2018-07-26T07:00,14.9,0.00,5.2,2,73,147.0,107.0,160.1,86
2018-07-26T08:00,16.0,0.00,8.7,1,40,273.0,214.0,133.8,85
2018-07-26T09:00,17.7,0.00,10.7,1,22,507.0,292.0,349.0,78
2018-07-26T10:00,19.3,0.00,13.5,0,16,778.0,113.0,871.9,74
2018-07-26T11:00,20.6,0.00,15.4,0,15,903.0,119.0,900.0,73
2018-07-26T12:00,21.9,0.00,16.9,0,16,975.0,119.0,916.6,70
2018-07-26T13:00,22.2,0.00,19.1,0,16,967.0,202.0,808.1,72
2018-07-26T14:00,22.6,0.00,19.1,0,16,945.0,118.0,910.1,71
2018-07-26T15:00,22.5,0.00,18.4,0,15,849.0,210.0,777.0,71
2018-07-26T16:00,21.9,0.00,16.3,0,15,685.0,237.0,645.7,73
2018-07-26T17:00,21.1,0.00,19.5,0,16,408.0,155.0,476.0,68
2018-07-26T18:00,19.6,0.00,16.6,0,16,264.0,130.0,386.5,71
2018-07-26T19:00,17.5,0.00,11.5,2,56,75.0,43.0,198.7,75
2018-07-26T20:00,16.7,0.00,12.3,1,20,0.0,0.0,0.0,77
2018-07-26T21:00,15.5,0.00,11.5,1,24,0.0,0.0,0.0,84
2018-07-26T22:00,14.7,0.00,11.9,1,25,0.0,0.0,0.0,88
2018-07-26T23:00,14.1,0.00,7.4,1,25,0.0,0.0,0.0,91
2018-07-27T00:00,13.9,0.00,7.3,1,45,0.0,0.0,0.0,94
2018-07-27T01:00,14.0,0.00,7.2,1,49,0.0,0.0,0.0,94
2018-07-27T02:00,13.9,0.00,7.3,2,65,0.0,0.0,0.0,94
2018-07-27T03:00,14.4,0.00,7.1,2,56,0.0,0.0,0.0,92
2018-07-27T04:00,13.8,0.00,7.2,2,61,0.0,0.0,0.0,95
2018-07-27T05:00,14.1,0.00,8.0,2,62,0.0,0.0,0.0,91
2018-07-27T06:00,14.2,0.00,7.2,2,68,24.0,24.0,0.0,92
2018-07-27T07:00,15.1,0.00,7.8,2,66,116.0,116.0,0.0,87
2018-07-27T08:00,16.2,0.00,9.9,2,54,290.0,256.0,77.4,84
2018-07-27T09:00,17.4,0.00,11.4,1,27,414.0,379.0,57.0,82
2018-07-27T10:00,19.1,0.00,14.9,0,18,688.0,278.0,538.6,76
2018-07-27T11:00,19.4,0.00,16.0,0,15,781.0,377.0,464.5,78
2018-07-27T12:00,20.2,0.00,15.8,0,15,909.0,255.0,701.3,76
2018-07-27T13:00,20.8,0.00,17.0,0,15,999.0,111.0,939.3,76
2018-07-27T14:00,22.5,0.00,18.0,0,16,934.0,202.0,806.8,69
2018-07-27T15:00,21.9,0.00,18.7,0,16,864.0,175.0,839.3,73
2018-07-27T16:00,21.6,0.00,15.5,0,16,682.0,124.0,806.2,71
2018-07-27T17:00,20.4,0.00,16.2,0,16,507.0,71.0,823.2,74
2018-07-27T18:00,19.2,0.00,15.8,0,16,285.0,92.0,560.2,76
2018-07-27T19:00,17.3,0.00,14.8,0,16,70.0,55.0,93.8,77
2018-07-27T20:00,15.6,0.00,12.8,1,26,0.0,0.0,0.0,82
2018-07-27T21:00,14.7,0.00,11.3,1,27,0.0,0.0,0.0,84
2018-07-27T22:00,14.0,0.00,6.9,1,26,0.0,0.0,0.0,88
2018-07-27T23:00,13.6,0.00,7.9,1,26,0.0,0.0,0.0,89
2018-07-28T00:00,13.0,0.00,7.9,1,47,0.0,0.0,0.0,93
2018-07-28T01:00,12.9,0.00,7.9,1,45,0.0,0.0,0.0,96
2018-07-28T02:00,13.3,0.00,6.6,2,61,0.0,0.0,0.0,94
2018-07-28T03:00,13.8,0.00,7.7,2,66,0.0,0.0,0.0,94
2018-07-28T04:00,13.7,0.00,8.0,2,67,0.0,0.0,0.0,94
2018-07-28T05:00,13.5,0.00,5.5,2,58,0.0,0.0,0.0,92
2018-07-28T06:00,13.4,0.00,5.6,2,61,34.0,28.0,54.5,90
2018-07-28T07:00,13.7,0.00,5.5,2,59,162.0,128.0,138.5,88
2018-07-28T08:00,14.4,0.00,7.0,2,62,315.0,190.0,285.8,86
2018-07-28T09:00,15.7,0.00,8.6,1,31,443.0,320.0,200.8,83
2018-07-28T10:00,17.7,0.00,11.4,1,20,665.0,289.0,494.9,78
2018-07-28T11:00,19.6,0.00,13.6,0,15,893.0,204.0,793.4,74
2018-07-28T12:00,21.2,0.00,15.3,0,0,967.0,200.0,823.6,72
2018-07-28T13:00,21.9,0.00,16.6,0,16,1005.0,121.0,936.3,69
2018-07-28T14:00,23.3,0.00,16.6,0,15,956.0,158.0,880.8,65
2018-07-28T15:00,23.8,0.00,16.6,0,16,837.0,145.0,844.5,66
2018-07-28T16:00,22.8,0.00,17.3,0,16,692.0,90.0,872.0,70
2018-07-28T17:00,22.8,0.00,16.3,0,16,497.0,114.0,725.8,68
2018-07-28T18:00,20.3,0.00,14.9,0,16,277.0,88.0,552.2,75
2018-07-28T19:00,17.3,0.00,13.4,0,16,77.0,40.0,233.1,81
2018-07-28T20:00,15.6,0.00,11.9,0,16,0.0,0.0,0.0,85
2018-07-28T21:00,14.5,0.00,10.8,1,25,0.0,0.0,0.0,89
2018-07-28T22:00,13.8,0.00,11.2,1,23,0.0,0.0,0.0,90
2018-07-28T23:00,13.0,0.00,9.7,1,34,0.0,0.0,0.0,94
2018-07-29T00:00,12.8,0.00,7.9,1,36,0.0,0.0,0.0,97
2018-07-29T01:00,12.7,0.00,7.1,1,38,0.0,0.0,0.0,97
2018-07-29T02:00,13.1,0.00,5.8,2,57,0.0,0.0,0.0,93
2018-07-29T03:00,13.1,0.00,6.7,2,69,0.0,0.0,0.0,96
2018-07-29T04:00,13.1,0.00,7.6,2,69,0.0,0.0,0.0,96
2018-07-29T05:00,13.0,0.00,9.7,2,65,0.0,0.0,0.0,98
2018-07-29T06:00,13.6,0.00,6.9,2,59,23.0,23.0,0.0,90
2018-07-29T07:00,13.9,0.00,5.8,2,59,138.0,128.0,41.1,89
2018-07-29T08:00,15.1,0.00,7.1,2,54,270.0,213.0,130.9,85
2018-07-29T09:00,16.7,0.00,10.0,0,19,434.0,342.0,150.6,82
2018-07-29T10:00,18.4,0.00,12.2,0,15,709.0,274.0,573.7,76
2018-07-29T11:00,20.3,0.00,15.6,0,16,872.0,308.0,650.5,73
2018-07-29T12:00,21.7,0.00,16.2,0,16,952.0,274.0,729.1,70
2018-07-29T13:00,21.9,0.00,16.9,0,15,934.0,391.0,576.0,73
2018-07-29T14:00,22.9,0.00,17.6,0,15,886.0,278.0,672.2,67
2018-07-29T15:00,22.1,0.00,17.0,0,15,830.0,229.0,734.9,70
2018-07-29T16:00,21.2,0.00,14.8,0,15,648.0,271.0,547.5,71
2018-07-29T17:00,21.1,0.00,14.8,0,15,443.0,247.0,372.9,66
2018-07-29T18:00,19.4,0.00,13.1,1,21,238.0,151.0,255.9,74
2018-07-29T19:00,17.3,0.00,11.6,0,17,53.0,48.0,31.7,78
2018-07-29T20:00,16.1,0.00,10.1,1,26,0.0,0.0,0.0,81
2018-07-29T21:00,15.2,0.00,10.4,1,25,0.0,0.0,0.0,85
2018-07-29T22:00,14.5,0.00,10.5,1,26,0.0,0.0,0.0,90
2018-07-29T23:00,13.8,0.00,9.8,1,25,0.0,0.0,0.0,92
2018-07-30T00:00,13.5,0.00,8.8,1,25,0.0,0.0,0.0,94
2018-07-30T01:00,12.9,0.00,7.8,1,33,0.0,0.0,0.0,96
2018-07-30T02:00,13.1,0.00,8.1,1,40,0.0,0.0,0.0,97
2018-07-30T03:00,12.9,0.00,6.9,2,68,0.0,0.0,0.0,95
2018-07-30T04:00,13.3,0.00,4.0,2,69,0.0,0.0,0.0,94
2018-07-30T05:00,13.7,0.00,9.1,2,77,0.0,0.0,0.0,89
2018-07-30T06:00,13.9,0.00,6.8,2,67,24.0,24.0,0.0,88
2018-07-30T07:00,14.3,0.00,6.4,2,69,148.0,114.0,141.0,88
2018-07-30T08:00,15.8,0.00,7.1,1,45,291.0,216.0,173.1,85
