latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.427963,-122.154785,35.0,-32400,America/Anchorage,GMT-9

time,temperature_2m (°C),cloud_cover (%),wind_speed_10m (km/h),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),relative_humidity_2m (%),precipitation (mm)
2019-01-01T00:00,3.4,0,12.6,0.0,0.0,0.0,52,0.00
2019-01-01T01:00,3.3,0,15.1,0.0,0.0,0.0,50,0.00
2019-01-01T02:00,2.4,0,11.9,0.0,0.0,0.0,53,0.00
2019-01-01T03:00,2.4,0,11.7,0.0,0.0,0.0,51,0.00
2019-01-01T04:00,1.9,0,9.8,0.0,0.0,0.0,52,0.00
2019-01-01T05:00,1.3,0,7.0,0.0,0.0,0.0,52,0.00
2019-01-01T06:00,1.2,0,1.6,0.0,0.0,0.0,44,0.00
2019-01-01T07:00,1.7,0,2.7,32.0,12.0,239.4,44,0.00
2019-01-01T08:00,5.6,8,3.6,174.0,37.0,781.2,45,0.00
2019-01-01T09:00,9.6,13,0.8,337.0,54.0,893.1,36,0.00
2019-01-01T10:00,9.5,8,3.7,461.0,63.0,946.2,30,0.00
2019-01-01T11:00,11.0,81,10.2,530.0,71.0,957.1,28,0.00
2019-01-01T12:00,10.6,1,8.4,536.0,92.0,906.7,26,0.00
2019-01-01T13:00,10.9,0,6.2,453.0,187.0,590.7,26,0.00
2019-01-01T14:00,11.5,0,6.2,355.0,113.0,664.6,25,0.00
2019-01-01T15:00,11.7,0,3.4,209.0,60.0,628.7,23,0.00
2019-01-01T16:00,9.5,0,1.9,0.0,0.0,0.0,27,0.00
2019-01-01T17:00,7.3,0,5.4,0.0,0.0,0.0,43,0.00
2019-01-01T18:00,6.5,0,8.7,0.0,0.0,0.0,46,0.00
2019-01-01T19:00,5.4,0,7.7,0.0,0.0,0.0,46,0.00
2019-01-01T20:00,4.2,0,5.1,0.0,0.0,0.0,46,0.00
2019-01-01T21:00,3.2,0,2.2,0.0,0.0,0.0,50,0.00
2019-01-01T22:00,2.8,0,2.6,0.0,0.0,0.0,53,0.00
2019-01-01T23:00,2.2,0,2.0,0.0,0.0,0.0,52,0.00
2019-01-02T00:00,1.7,0,2.9,0.0,0.0,0.0,54,0.00
2019-01-02T01:00,1.4,0,3.6,0.0,0.0,0.0,59,0.00
2019-01-02T02:00,0.8,0,6.4,0.0,0.0,0.0,66,0.00
2019-01-02T03:00,0.4,0,5.2,0.0,0.0,0.0,67,0.00
2019-01-02T04:00,0.3,0,0.5,0.0,0.0,0.0,64,0.00
2019-01-02T05:00,-0.2,0,4.7,0.0,0.0,0.0,73,0.00
2019-01-02T06:00,-0.3,0,5.5,0.0,0.0,0.0,77,0.00
2019-01-02T07:00,0.2,0,3.5,27.0,19.0,95.9,81,0.00
2019-01-02T08:00,3.6,0,3.4,164.0,49.0,655.9,82,0.00
2019-01-02T09:00,7.4,0,3.4,324.0,58.0,838.7,65,0.00
2019-01-02T10:00,9.5,0,2.4,445.0,68.0,894.9,54,0.00
2019-01-02T11:00,10.7,0,1.6,512.0,75.0,909.2,45,0.00
2019-01-02T12:00,11.3,0,4.5,522.0,77.0,906.0,40,0.00
2019-01-02T13:00,12.1,0,5.4,471.0,77.0,871.4,35,0.00
2019-01-02T14:00,12.9,0,5.1,360.0,71.0,789.1,34,0.00
2019-01-02T15:00,12.9,0,6.6,202.0,63.0,580.9,34,0.00
2019-01-02T16:00,10.5,0,7.3,0.0,0.0,0.0,39,0.00
2019-01-02T17:00,8.5,0,6.6,0.0,0.0,0.0,50,0.00
2019-01-02T18:00,7.3,0,7.6,0.0,0.0,0.0,50,0.00
2019-01-02T19:00,6.4,0,8.9,0.0,0.0,0.0,54,0.00
2019-01-02T20:00,5.4,0,7.6,0.0,0.0,0.0,56,0.00
2019-01-02T21:00,4.6,0,7.6,0.0,0.0,0.0,58,0.00
2019-01-02T22:00,3.8,0,6.9,0.0,0.0,0.0,61,0.00
2019-01-02T23:00,3.1,0,4.3,0.0,0.0,0.0,66,0.00
2019-01-03T00:00,2.3,0,2.4,0.0,0.0,0.0,69,0.00
2019-01-03T01:00,1.9,0,3.3,0.0,0.0,0.0,71,0.00
2019-01-03T02:00,1.2,0,3.3,0.0,0.0,0.0,76,0.00
2019-01-03T03:00,1.0,0,3.3,0.0,0.0,0.0,76,0.00
2019-01-03T04:00,0.5,0,1.6,0.0,0.0,0.0,77,0.00
2019-01-03T05:00,-0.1,0,5.5,0.0,0.0,0.0,84,0.00
2019-01-03T06:00,-0.1,0,0.0,0.0,0.0,0.0,81,0.00
2019-01-03T07:00,0.4,0,3.4,29.0,17.0,143.9,86,0.00
2019-01-03T08:00,3.8,0,2.8,159.0,67.0,524.6,84,0.00
2019-01-03T09:00,7.1,0,3.5,320.0,79.0,758.9,69,0.00
2019-01-03T10:00,8.9,4,2.5,446.0,73.0,883.7,55,0.00
2019-01-03T11:00,10.1,0,4.8,514.0,77.0,906.9,51,0.00
2019-01-03T12:00,10.8,0,2.7,491.0,242.0,505.3,48,0.00
2019-01-03T13:00,11.8,3,6.9,465.0,143.0,709.1,48,0.00
2019-01-03T14:00,12.7,0,9.0,352.0,148.0,553.7,48,0.00
2019-01-03T15:00,12.0,0,8.0,193.0,121.0,297.9,49,0.00
2019-01-03T16:00,10.1,0,5.6,0.0,0.0,0.0,55,0.00
2019-01-03T17:00,8.4,0,8.6,0.0,0.0,0.0,63,0.00
2019-01-03T18:00,7.3,0,9.2,0.0,0.0,0.0,69,0.00
2019-01-03T19:00,6.1,0,6.1,0.0,0.0,0.0,71,0.00
2019-01-03T20:00,5.1,0,4.8,0.0,0.0,0.0,78,0.00
2019-01-03T21:00,4.3,0,4.8,0.0,0.0,0.0,80,0.00
2019-01-03T22:00,3.6,0,3.9,0.0,0.0,0.0,83,0.00
2019-01-03T23:00,3.0,0,2.5,0.0,0.0,0.0,84,0.00
2019-01-04T00:00,2.5,0,5.4,0.0,0.0,0.0,84,0.00
2019-01-04T01:00,1.8,0,6.8,0.0,0.0,0.0,90,0.00
2019-01-04T02:00,1.4,0,7.3,0.0,0.0,0.0,85,0.00
2019-01-04T03:00,1.1,0,5.8,0.0,0.0,0.0,84,0.00
2019-01-04T04:00,0.8,0,6.3,0.0,0.0,0.0,84,0.00
2019-01-04T05:00,0.6,0,9.4,0.0,0.0,0.0,89,0.00
2019-01-04T06:00,0.1,0,6.3,0.0,0.0,0.0,87,0.00
2019-01-04T07:00,0.7,0,2.6,28.0,19.0,108.0,87,0.00
2019-01-04T08:00,3.8,0,2.5,155.0,90.0,370.4,86,0.00
2019-01-04T09:00,6.9,0,2.2,315.0,112.0,638.3,77,0.00
2019-01-04T10:00,8.9,0,3.2,421.0,173.0,586.3,68,0.00
2019-01-04T11:00,11.1,0,5.6,506.0,138.0,761.7,62,0.00
2019-01-04T12:00,12.3,0,3.9,513.0,132.0,770.5,58,0.00
2019-01-04T13:00,13.7,0,2.6,461.0,136.0,712.5,53,0.00
2019-01-04T14:00,14.3,0,2.9,339.0,136.0,547.5,51,0.00
2019-01-04T15:00,14.0,0,4.7,195.0,100.0,389.0,54,0.00
2019-01-04T16:00,11.8,0,5.1,0.0,0.0,0.0,57,0.00
2019-01-04T17:00,9.3,0,0.5,0.0,0.0,0.0,64,0.00
2019-01-04T18:00,8.1,0,5.0,0.0,0.0,0.0,69,0.00
2019-01-04T19:00,7.1,16,6.4,0.0,0.0,0.0,77,0.00
2019-01-04T20:00,6.4,16,7.4,0.0,0.0,0.0,83,0.00
2019-01-04T21:00,6.3,18,7.8,0.0,0.0,0.0,85,0.00
2019-01-04T22:00,5.8,22,6.8,0.0,0.0,0.0,86,0.00
2019-01-04T23:00,5.8,16,7.9,0.0,0.0,0.0,88,0.00
2019-01-05T00:00,5.9,33,8.5,0.0,0.0,0.0,87,0.00
2019-01-05T01:00,6.1,54,10.2,0.0,0.0,0.0,83,0.00
2019-01-05T02:00,6.4,66,12.6,0.0,0.0,0.0,80,0.00
2019-01-05T03:00,6.7,100,9.4,0.0,0.0,0.0,80,0.00
2019-01-05T04:00,6.9,87,10.2,0.0,0.0,0.0,79,0.00
2019-01-05T05:00,6.5,54,11.0,0.0,0.0,0.0,79,0.00
2019-01-05T06:00,6.6,61,13.0,0.0,0.0,0.0,82,0.00
2019-01-05T07:00,8.2,42,10.0,12.0,12.0,0.0,79,0.00
2019-01-05T08:00,9.3,22,15.3,14.0,14.0,0.0,79,0.00
2019-01-05T09:00,11.7,68,29.6,304.0,83.0,693.5,74,0.00
2019-01-05T10:00,13.5,42,21.9,364.0,178.0,438.7,72,0.00
2019-01-05T11:00,13.7,72,24.9,497.0,143.0,730.5,73,0.40
2019-01-05T12:00,13.7,77,21.6,437.0,256.0,364.7,76,0.00
2019-01-05T13:00,13.0,72,18.4,393.0,192.0,438.6,80,1.40
2019-01-05T14:00,12.2,79,8.9,55.0,55.0,0.0,82,0.40
2019-01-05T15:00,12.2,83,4.2,196.0,62.0,542.9,79,0.00
2019-01-05T16:00,11.6,91,3.1,0.0,0.0,0.0,77,0.00
2019-01-05T17:00,11.0,76,3.1,0.0,0.0,0.0,79,0.00
2019-01-05T18:00,10.4,66,3.6,0.0,0.0,0.0,83,0.00
2019-01-05T19:00,9.6,64,7.3,0.0,0.0,0.0,81,0.00
2019-01-05T20:00,9.1,21,7.6,0.0,0.0,0.0,86,0.00
2019-01-05T21:00,9.0,29,3.2,0.0,0.0,0.0,84,0.00
2019-01-05T22:00,7.9,19,5.6,0.0,0.0,0.0,86,0.00
2019-01-05T23:00,7.2,10,4.2,0.0,0.0,0.0,89,0.00
2019-01-06T00:00,6.9,24,5.1,0.0,0.0,0.0,88,0.00
2019-01-06T01:00,6.5,4,9.0,0.0,0.0,0.0,90,0.00
2019-01-06T02:00,6.2,16,9.5,0.0,0.0,0.0,91,0.00
2019-01-06T03:00,5.9,17,6.6,0.0,0.0,0.0,92,0.00
2019-01-06T04:00,5.9,19,7.1,0.0,0.0,0.0,94,0.00
2019-01-06T05:00,6.2,18,10.0,0.0,0.0,0.0,92,0.00
2019-01-06T06:00,6.7,32,10.5,0.0,0.0,0.0,90,0.00
2019-01-06T07:00,7.7,40,10.8,21.0,21.0,0.0,88,0.00
2019-01-06T08:00,9.2,69,15.3,104.0,104.0,0.0,84,0.00
2019-01-06T09:00,9.8,100,15.9,35.0,35.0,0.0,86,1.10
2019-01-06T10:00,9.9,74,12.3,43.0,43.0,0.0,89,4.30
2019-01-06T11:00,10.0,100,12.0,104.0,104.0,0.0,89,0.70
2019-01-06T12:00,10.6,62,19.7,75.0,75.0,0.0,85,1.80
2019-01-06T13:00,10.9,77,20.2,169.0,169.0,0.0,84,4.70
2019-01-06T14:00,10.5,84,26.5,183.0,183.0,0.0,86,2.90
2019-01-06T15:00,10.1,79,14.3,39.0,39.0,0.0,91,2.50
2019-01-06T16:00,10.4,100,16.3,0.0,0.0,0.0,88,2.50
2019-01-06T17:00,11.9,99,11.9,0.0,0.0,0.0,89,1.40
2019-01-06T18:00,11.6,96,8.0,0.0,0.0,0.0,95,5.80
2019-01-06T19:00,13.1,97,16.6,0.0,0.0,0.0,90,2.20
2019-01-06T20:00,13.7,93,22.8,0.0,0.0,0.0,87,0.80
2019-01-06T21:00,12.9,86,17.1,0.0,0.0,0.0,90,0.10
2019-01-06T22:00,12.6,17,8.2,0.0,0.0,0.0,87,1.00
2019-01-06T23:00,11.8,37,10.4,0.0,0.0,0.0,85,0.00
2019-01-07T00:00,10.9,74,10.4,0.0,0.0,0.0,86,0.00
2019-01-07T01:00,10.6,67,1.8,0.0,0.0,0.0,85,0.00
2019-01-07T02:00,10.2,69,1.8,0.0,0.0,0.0,86,0.00
2019-01-07T03:00,9.9,57,1.5,0.0,0.0,0.0,90,0.00
2019-01-07T04:00,9.5,48,2.5,0.0,0.0,0.0,89,0.00
2019-01-07T05:00,9.2,53,4.3,0.0,0.0,0.0,89,0.00
2019-01-07T06:00,9.4,8,6.6,0.0,0.0,0.0,93,0.00
2019-01-07T07:00,9.2,6,7.2,25.0,22.0,35.9,93,0.00
2019-01-07T08:00,10.1,0,3.2,161.0,50.0,628.8,92,0.00
2019-01-07T09:00,11.7,73,4.1,304.0,120.0,574.6,86,0.00
2019-01-07T10:00,13.0,0,6.8,407.0,196.0,494.9,83,0.00
2019-01-07T11:00,14.0,0,6.6,429.0,291.0,282.9,76,0.00
2019-01-07T12:00,15.0,0,8.0,507.0,124.0,765.6,70,0.00
2019-01-07T13:00,15.5,0,5.4,448.0,194.0,548.7,64,0.00
2019-01-07T14:00,16.2,6,7.3,288.0,243.0,118.9,61,0.00
2019-01-07T15:00,15.4,12,7.3,175.0,136.0,154.6,67,0.00
2019-01-07T16:00,13.8,3,2.5,24.0,24.0,0.0,74,0.00
2019-01-07T17:00,12.3,16,1.4,0.0,0.0,0.0,79,0.00
2019-01-07T18:00,11.8,52,1.1,0.0,0.0,0.0,82,0.00
2019-01-07T19:00,11.3,2,5.5,0.0,0.0,0.0,82,0.00
2019-01-07T20:00,11.0,30,1.8,0.0,0.0,0.0,83,0.00
2019-01-07T21:00,10.8,98,6.4,0.0,0.0,0.0,81,0.00
2019-01-07T22:00,10.1,44,1.8,0.0,0.0,0.0,85,0.00
2019-01-07T23:00,9.6,17,3.3,0.0,0.0,0.0,86,0.00
2019-01-08T00:00,9.1,16,6.5,0.0,0.0,0.0,88,0.00
2019-01-08T01:00,8.5,19,2.5,0.0,0.0,0.0,91,0.00
2019-01-08T02:00,8.3,52,3.3,0.0,0.0,0.0,91,0.00
2019-01-08T03:00,8.5,56,3.1,0.0,0.0,0.0,91,0.00
2019-01-08T04:00,8.6,36,3.1,0.0,0.0,0.0,90,0.00
2019-01-08T05:00,8.3,51,5.4,0.0,0.0,0.0,90,0.00
2019-01-08T06:00,8.8,49,5.3,0.0,0.0,0.0,90,0.00
2019-01-08T07:00,9.5,70,6.0,15.0,15.0,0.0,88,0.00
2019-01-08T08:00,11.1,82,8.5,36.0,36.0,0.0,88,0.00
2019-01-08T09:00,12.3,92,6.8,106.0,106.0,0.0,87,0.00
2019-01-08T10:00,14.6,87,12.6,234.0,234.0,0.0,78,0.00
2019-01-08T11:00,13.6,100,10.5,54.0,54.0,0.0,80,0.00
2019-01-08T12:00,12.9,100,3.7,38.0,38.0,0.0,87,0.00
2019-01-08T13:00,13.6,57,7.1,53.0,53.0,0.0,84,0.00
2019-01-08T14:00,14.7,66,10.1,39.0,39.0,0.0,74,0.00
2019-01-08T15:00,13.9,66,7.9,21.0,21.0,0.0,76,0.00
2019-01-08T16:00,14.5,56,15.8,25.0,25.0,0.0,68,0.00
2019-01-08T17:00,13.8,42,16.2,0.0,0.0,0.0,70,0.00
2019-01-08T18:00,13.1,54,12.3,0.0,0.0,0.0,77,0.00
2019-01-08T19:00,13.1,23,12.1,0.0,0.0,0.0,76,0.00
2019-01-08T20:00,13.6,64,18.4,0.0,0.0,0.0,73,0.40
2019-01-08T21:00,13.2,33,17.2,0.0,0.0,0.0,77,0.00
2019-01-08T22:00,13.4,85,17.4,0.0,0.0,0.0,73,0.00
2019-01-08T23:00,13.0,59,15.2,0.0,0.0,0.0,76,0.00
2019-01-09T00:00,12.6,81,11.2,0.0,0.0,0.0,83,0.00
2019-01-09T01:00,12.6,88,14.3,0.0,0.0,0.0,85,0.00
2019-01-09T02:00,12.7,94,11.6,0.0,0.0,0.0,86,0.00
2019-01-09T03:00,12.7,90,13.0,0.0,0.0,0.0,87,0.40
2019-01-09T04:00,12.7,87,13.7,0.0,0.0,0.0,86,0.00
2019-01-09T05:00,12.8,84,9.7,0.0,0.0,0.0,83,0.00
2019-01-09T06:00,12.5,35,8.3,0.0,0.0,0.0,83,0.00
2019-01-09T07:00,12.3,29,9.6,25.0,25.0,0.0,85,0.00
2019-01-09T08:00,13.7,35,14.2,153.0,104.0,275.7,83,0.00
2019-01-09T09:00,14.7,34,12.2,295.0,153.0,440.7,82,0.00
2019-01-09T10:00,15.5,31,11.6,396.0,256.0,326.2,76,0.00
2019-01-09T11:00,16.0,52,12.7,251.0,251.0,0.0,74,0.00
2019-01-09T12:00,16.4,74,13.3,458.0,238.0,436.0,70,0.00
2019-01-09T13:00,16.4,49,13.9,434.0,202.0,495.8,66,0.00
2019-01-09T14:00,15.5,31,9.5,364.0,125.0,622.6,69,0.00
2019-01-09T15:00,14.8,65,5.5,216.0,68.0,573.4,73,0.00
2019-01-09T16:00,13.8,66,1.9,38.0,29.0,69.8,77,0.00
2019-01-09T17:00,12.6,28,5.5,0.0,0.0,0.0,81,0.00
2019-01-09T18:00,11.8,22,4.4,0.0,0.0,0.0,82,0.00
2019-01-09T19:00,11.1,16,6.8,0.0,0.0,0.0,85,0.00
2019-01-09T20:00,10.6,16,4.9,0.0,0.0,0.0,82,0.00
2019-01-09T21:00,10.0,16,7.1,0.0,0.0,0.0,84,0.00
2019-01-09T22:00,9.6,16,5.1,0.0,0.0,0.0,87,0.00
2019-01-09T23:00,9.0,16,5.1,0.0,0.0,0.0,91,0.00
2019-01-10T00:00,8.4,9,4.8,0.0,0.0,0.0,90,0.00
2019-01-10T01:00,8.0,16,0.8,0.0,0.0,0.0,88,0.00
2019-01-10T02:00,7.6,14,3.6,0.0,0.0,0.0,89,0.00
2019-01-10T03:00,7.2,20,4.7,0.0,0.0,0.0,92,0.00
2019-01-10T04:00,6.7,34,3.0,0.0,0.0,0.0,92,0.00
2019-01-10T05:00,6.2,44,6.9,0.0,0.0,0.0,94,0.00
2019-01-10T06:00,7.3,49,4.2,0.0,0.0,0.0,97,0.00
2019-01-10T07:00,7.8,72,1.8,16.0,16.0,0.0,94,0.00
2019-01-10T08:00,9.5,44,3.6,66.0,66.0,0.0,94,0.00
2019-01-10T09:00,10.4,35,4.5,235.0,207.0,86.6,94,0.00
2019-01-10T10:00,11.3,28,3.4,396.0,194.0,469.0,94,0.00
2019-01-10T11:00,12.9,44,4.5,426.0,281.0,293.9,86,0.00
2019-01-10T12:00,14.1,27,8.3,420.0,402.0,35.5,84,0.00
2019-01-10T13:00,14.7,15,13.3,388.0,259.0,274.1,81,0.00
2019-01-10T14:00,14.6,16,10.4,343.0,156.0,483.5,80,0.00
2019-01-10T15:00,14.2,16,9.7,160.0,113.0,180.0,78,0.00
2019-01-10T16:00,12.6,16,8.5,41.0,34.0,53.6,81,0.00
2019-01-10T17:00,10.6,16,6.4,0.0,0.0,0.0,89,0.00
2019-01-10T18:00,9.8,22,6.5,0.0,0.0,0.0,88,0.00
2019-01-10T19:00,9.2,22,8.3,0.0,0.0,0.0,85,0.00
2019-01-10T20:00,8.4,22,1.4,0.0,0.0,0.0,84,0.00
2019-01-10T21:00,8.2,19,1.6,0.0,0.0,0.0,85,0.00
2019-01-10T22:00,7.8,21,2.9,0.0,0.0,0.0,86,0.00
2019-01-10T23:00,7.1,22,4.9,0.0,0.0,0.0,90,0.00
2019-01-11T00:00,6.7,38,4.5,0.0,0.0,0.0,89,0.00
2019-01-11T01:00,6.5,21,0.5,0.0,0.0,0.0,91,0.00
2019-01-11T02:00,5.9,28,3.6,0.0,0.0,0.0,91,0.00
2019-01-11T03:00,5.5,16,2.1,0.0,0.0,0.0,91,0.00
2019-01-11T04:00,5.5,60,3.3,0.0,0.0,0.0,90,0.00
2019-01-11T05:00,5.4,52,5.4,0.0,0.0,0.0,90,0.00
2019-01-11T06:00,5.5,56,4.0,0.0,0.0,0.0,89,0.00
2019-01-11T07:00,6.6,12,3.1,25.0,21.0,47.2,92,0.00
2019-01-11T08:00,9.4,10,7.9,157.0,81.0,423.8,88,0.00
2019-01-11T09:00,12.6,16,7.9,266.0,128.0,425.2,72,0.00
2019-01-11T10:00,14.4,28,12.0,220.0,220.0,0.0,60,0.00
2019-01-11T11:00,15.8,22,16.8,513.0,84.0,866.0,56,0.00
2019-01-11T12:00,16.2,19,12.7,520.0,130.0,765.7,56,0.00
2019-01-11T13:00,15.9,47,8.2,451.0,235.0,456.4,63,0.00
2019-01-11T14:00,15.4,29,5.4,352.0,148.0,523.5,66,0.00
2019-01-11T15:00,14.6,62,5.2,135.0,135.0,0.0,74,0.00
2019-01-11T16:00,13.1,54,3.1,2.0,2.0,0.0,78,0.40
2019-01-11T17:00,12.3,61,5.9,0.0,0.0,0.0,87,1.40
2019-01-11T18:00,11.5,31,6.5,0.0,0.0,0.0,86,0.00
2019-01-11T19:00,11.7,19,10.0,0.0,0.0,0.0,85,0.00
2019-01-11T20:00,11.7,18,13.1,0.0,0.0,0.0,89,0.00
2019-01-11T21:00,11.1,86,7.7,0.0,0.0,0.0,91,0.00
2019-01-11T22:00,10.5,20,5.0,0.0,0.0,0.0,91,0.00
2019-01-11T23:00,10.0,19,5.6,0.0,0.0,0.0,92,0.00
2019-01-12T00:00,9.4,4,5.4,0.0,0.0,0.0,91,0.00
2019-01-12T01:00,9.0,8,4.0,0.0,0.0,0.0,91,0.00
2019-01-12T02:00,9.1,20,0.8,0.0,0.0,0.0,92,0.00
2019-01-12T03:00,9.5,65,1.5,0.0,0.0,0.0,92,0.00
2019-01-12T04:00,8.9,71,0.7,0.0,0.0,0.0,88,0.00
2019-01-12T05:00,8.3,75,4.0,0.0,0.0,0.0,87,0.00
2019-01-12T06:00,7.9,15,6.2,0.0,0.0,0.0,85,0.00
2019-01-12T07:00,7.9,10,3.2,30.0,14.0,188.1,87,0.00
2019-01-12T08:00,10.0,10,1.5,164.0,45.0,659.9,91,0.00
2019-01-12T09:00,11.7,29,1.5,273.0,153.0,368.2,86,0.00
2019-01-12T10:00,14.0,0,5.8,259.0,259.0,0.0,72,0.00
2019-01-12T11:00,14.6,8,7.1,508.0,157.0,705.5,68,0.00
2019-01-12T12:00,15.6,13,11.3,505.0,141.0,711.1,61,0.00
2019-01-12T13:00,16.3,17,12.4,491.0,71.0,882.2,56,0.00
2019-01-12T14:00,16.3,10,9.2,381.0,78.0,771.6,57,0.00
2019-01-12T15:00,14.9,17,7.6,229.0,67.0,606.0,62,0.00
2019-01-12T16:00,13.1,21,1.3,46.0,38.0,59.8,68,0.00
2019-01-12T17:00,11.9,17,9.7,0.0,0.0,0.0,75,0.00
2019-01-12T18:00,10.8,24,6.7,0.0,0.0,0.0,79,0.00
2019-01-12T19:00,10.2,10,6.1,0.0,0.0,0.0,79,0.00
2019-01-12T20:00,10.0,8,10.0,0.0,0.0,0.0,81,0.00
2019-01-12T21:00,9.0,8,3.6,0.0,0.0,0.0,86,0.00
2019-01-12T22:00,8.1,0,1.5,0.0,0.0,0.0,89,0.00
2019-01-12T23:00,7.6,0,4.0,0.0,0.0,0.0,88,0.00
2019-01-13T00:00,7.0,0,2.4,0.0,0.0,0.0,92,0.00
2019-01-13T01:00,6.5,0,5.4,0.0,0.0,0.0,92,0.00
2019-01-13T02:00,6.1,0,3.7,0.0,0.0,0.0,91,0.00
2019-01-13T03:00,5.7,0,4.3,0.0,0.0,0.0,91,0.00
2019-01-13T04:00,5.3,0,6.2,0.0,0.0,0.0,90,0.00
2019-01-13T05:00,4.9,0,4.0,0.0,0.0,0.0,91,0.00
2019-01-13T06:00,4.8,0,5.1,0.0,0.0,0.0,91,0.00
2019-01-13T07:00,5.4,2,7.2,30.0,22.0,93.6,96,0.00
2019-01-13T08:00,8.5,15,8.6,166.0,62.0,573.3,92,0.00
2019-01-13T09:00,11.5,25,5.8,324.0,131.0,589.5,79,0.00
2019-01-13T10:00,14.0,0,8.2,440.0,149.0,667.4,64,0.00
2019-01-13T11:00,14.4,31,5.7,507.0,189.0,636.3,60,0.00
2019-01-13T12:00,15.6,92,8.2,516.0,236.0,544.3,55,0.00
2019-01-13T13:00,16.2,100,8.1,419.0,322.0,202.5,53,0.00
2019-01-13T14:00,16.1,100,7.0,322.0,203.0,300.7,55,0.00
2019-01-13T15:00,15.9,57,5.8,225.0,84.0,521.3,55,0.00
2019-01-13T16:00,14.1,62,2.1,50.0,41.0,66.5,63,0.00
2019-01-13T17:00,11.8,75,2.9,0.0,0.0,0.0,69,0.00
2019-01-13T18:00,10.4,80,2.9,0.0,0.0,0.0,73,0.00
2019-01-13T19:00,9.5,97,4.1,0.0,0.0,0.0,75,0.00
2019-01-13T20:00,9.1,74,8.3,0.0,0.0,0.0,78,0.00
2019-01-13T21:00,8.6,62,7.8,0.0,0.0,0.0,79,0.00
2019-01-13T22:00,8.1,20,5.4,0.0,0.0,0.0,81,0.00
2019-01-13T23:00,7.5,25,7.0,0.0,0.0,0.0,86,0.00
2019-01-14T00:00,7.4,19,6.4,0.0,0.0,0.0,84,0.00
2019-01-14T01:00,7.6,0,3.7,0.0,0.0,0.0,83,0.00
2019-01-14T02:00,7.0,6,5.2,0.0,0.0,0.0,87,0.00
2019-01-14T03:00,6.9,60,4.6,0.0,0.0,0.0,85,0.00
2019-01-14T04:00,7.1,57,3.1,0.0,0.0,0.0,88,0.00
2019-01-14T05:00,7.2,100,3.1,0.0,0.0,0.0,88,0.00
2019-01-14T06:00,7.3,97,1.0,0.0,0.0,0.0,88,0.00
2019-01-14T07:00,7.7,72,7.6,22.0,22.0,0.0,90,0.00
2019-01-14T08:00,9.3,100,6.6,46.0,46.0,0.0,89,0.00
2019-01-14T09:00,10.9,91,8.9,226.0,225.0,3.0,89,0.00
2019-01-14T10:00,12.7,37,5.4,218.0,218.0,0.0,78,0.00
2019-01-14T11:00,12.8,30,18.4,242.0,242.0,0.0,68,0.00
2019-01-14T12:00,12.8,84,17.4,146.0,146.0,0.0,68,0.00
2019-01-14T13:00,14.1,63,23.0,348.0,344.0,8.3,60,0.00
2019-01-14T14:00,12.9,62,20.7,48.0,48.0,0.0,67,0.00
2019-01-14T15:00,13.0,22,15.5,193.0,180.0,47.5,67,0.00
2019-01-14T16:00,11.8,91,11.3,45.0,45.0,0.0,72,0.00
2019-01-14T17:00,10.6,17,9.3,0.0,0.0,0.0,78,0.00
2019-01-14T18:00,9.5,12,8.4,0.0,0.0,0.0,87,0.00
2019-01-14T19:00,9.1,1,8.3,0.0,0.0,0.0,86,0.00
2019-01-14T20:00,8.4,41,6.9,0.0,0.0,0.0,88,0.00
2019-01-14T21:00,8.4,97,9.5,0.0,0.0,0.0,85,0.00
2019-01-14T22:00,8.0,100,6.9,0.0,0.0,0.0,86,0.00
2019-01-14T23:00,8.1,57,7.9,0.0,0.0,0.0,86,0.00
2019-01-15T00:00,8.2,45,10.9,0.0,0.0,0.0,86,0.00
2019-01-15T01:00,8.3,7,8.1,0.0,0.0,0.0,89,0.00
2019-01-15T02:00,8.2,5,9.9,0.0,0.0,0.0,89,0.00
2019-01-15T03:00,8.2,6,11.5,0.0,0.0,0.0,87,0.00
2019-01-15T04:00,7.9,16,7.4,0.0,0.0,0.0,89,0.00
2019-01-15T05:00,8.1,16,9.4,0.0,0.0,0.0,90,0.00
2019-01-15T06:00,8.1,75,8.7,0.0,0.0,0.0,92,0.00
2019-01-15T07:00,8.8,99,7.6,8.0,8.0,0.0,92,1.40
2019-01-15T08:00,10.0,99,4.3,81.0,81.0,0.0,91,0.40
2019-01-15T09:00,10.5,100,7.9,87.0,87.0,0.0,91,1.10
2019-01-15T10:00,11.2,100,11.9,243.0,243.0,0.0,89,0.40
2019-01-15T11:00,11.4,100,7.5,102.0,102.0,0.0,90,0.00
2019-01-15T12:00,11.1,100,7.0,87.0,87.0,0.0,91,0.40
2019-01-15T13:00,11.4,64,8.1,50.0,50.0,0.0,92,0.40
2019-01-15T14:00,11.4,66,12.5,20.0,20.0,0.0,91,9.00
2019-01-15T15:00,11.6,45,15.9,24.0,24.0,0.0,91,0.00
2019-01-15T16:00,11.6,69,12.8,4.0,4.0,0.0,91,0.00
2019-01-15T17:00,11.4,88,16.9,0.0,0.0,0.0,91,0.00
