latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
37.427963,-122.154785,35.0,-32400,America/Anchorage,GMT-9

time,temperature_2m (°C),cloud_cover (%),wind_speed_10m (km/h),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²),relative_humidity_2m (%),precipitation (mm)
2019-03-02T15:00,16.3,66,7.6,117.0,117.0,0.0,73,0.00
2019-03-02T16:00,15.5,56,4.6,92.0,92.0,0.0,82,0.00
2019-03-02T17:00,14.3,68,5.4,0.0,0.0,0.0,90,0.00
2019-03-02T18:00,13.6,68,5.9,0.0,0.0,0.0,91,0.00
2019-03-02T19:00,13.3,62,6.6,0.0,0.0,0.0,92,0.00
2019-03-02T20:00,13.0,53,3.3,0.0,0.0,0.0,94,0.00
2019-03-02T21:00,12.7,59,2.3,0.0,0.0,0.0,96,0.00
2019-03-02T22:00,12.6,48,0.8,0.0,0.0,0.0,96,0.00
2019-03-02T23:00,12.5,47,3.1,0.0,0.0,0.0,95,0.00
2019-03-03T00:00,11.9,46,2.1,0.0,0.0,0.0,94,0.00
2019-03-03T01:00,12.1,52,2.1,0.0,0.0,0.0,95,0.00
2019-03-03T02:00,11.9,47,2.4,0.0,0.0,0.0,94,0.00
2019-03-03T03:00,11.7,50,1.6,0.0,0.0,0.0,94,0.00
2019-03-03T04:00,11.5,68,1.8,0.0,0.0,0.0,92,0.00
2019-03-03T05:00,10.6,65,1.6,0.0,0.0,0.0,95,0.00
2019-03-03T06:00,10.8,87,1.6,5.0,5.0,0.0,96,0.00
2019-03-03T07:00,11.4,93,1.0,28.0,28.0,0.0,96,0.00
2019-03-03T08:00,12.8,79,2.5,45.0,45.0,0.0,92,0.00
2019-03-03T09:00,13.5,65,2.5,229.0,229.0,0.0,86,0.00
2019-03-03T10:00,14.9,93,7.1,399.0,366.0,52.8,78,0.00
2019-03-03T11:00,14.7,88,10.5,148.0,148.0,0.0,79,0.00
2019-03-03T12:00,14.1,88,7.6,136.0,136.0,0.0,82,0.00
2019-03-03T13:00,14.2,80,12.8,414.0,374.0,58.8,81,0.00
2019-03-03T14:00,13.9,73,11.7,371.0,334.0,62.3,78,0.00
2019-03-03T15:00,13.3,86,11.8,238.0,238.0,0.0,77,0.00
2019-03-03T16:00,12.7,90,12.9,121.0,121.0,0.0,75,0.00
2019-03-03T17:00,11.6,73,9.4,0.0,0.0,0.0,79,0.00
2019-03-03T18:00,11.3,72,7.8,0.0,0.0,0.0,83,0.00
2019-03-03T19:00,10.6,51,8.4,0.0,0.0,0.0,84,0.00
2019-03-03T20:00,10.0,33,8.7,0.0,0.0,0.0,83,0.00
2019-03-03T21:00,9.3,47,6.8,0.0,0.0,0.0,81,0.00
2019-03-03T22:00,9.0,27,3.9,0.0,0.0,0.0,80,0.00
2019-03-03T23:00,8.7,19,4.4,0.0,0.0,0.0,82,0.00
2019-03-04T00:00,8.4,28,7.2,0.0,0.0,0.0,85,0.00
2019-03-04T01:00,7.7,23,5.0,0.0,0.0,0.0,86,0.00
2019-03-04T02:00,7.4,24,5.7,0.0,0.0,0.0,85,0.00
2019-03-04T03:00,7.2,26,5.2,0.0,0.0,0.0,85,0.00
2019-03-04T04:00,7.0,20,5.1,0.0,0.0,0.0,82,0.00
2019-03-04T05:00,6.7,35,5.4,0.0,0.0,0.0,85,0.00
2019-03-04T06:00,6.9,35,2.6,11.0,9.0,28.5,85,0.00
2019-03-04T07:00,8.4,44,3.0,131.0,58.0,429.5,92,0.00
2019-03-04T08:00,10.8,52,7.0,308.0,131.0,499.6,83,0.00
2019-03-04T09:00,11.5,68,2.9,372.0,346.0,50.8,76,0.00
2019-03-04T10:00,11.8,80,4.8,196.0,196.0,0.0,77,0.00
2019-03-04T11:00,12.1,94,4.4,422.0,422.0,0.0,76,0.00
2019-03-04T12:00,12.5,74,3.6,498.0,468.0,41.7,75,0.00
2019-03-04T13:00,12.8,100,5.5,408.0,387.0,30.7,74,0.00
2019-03-04T14:00,13.0,100,8.4,418.0,415.0,5.0,76,0.00
2019-03-04T15:00,12.8,100,7.3,367.0,308.0,126.5,75,0.00
2019-03-04T16:00,12.5,95,6.9,151.0,151.0,0.0,75,0.00
2019-03-04T17:00,11.3,90,6.0,1.0,1.0,0.0,79,0.00
2019-03-04T18:00,10.5,100,4.4,0.0,0.0,0.0,86,0.00
2019-03-04T19:00,10.3,100,3.7,0.0,0.0,0.0,86,0.00
2019-03-04T20:00,9.7,100,0.8,0.0,0.0,0.0,87,0.00
2019-03-04T21:00,9.6,100,1.8,0.0,0.0,0.0,87,0.00
2019-03-04T22:00,9.2,100,5.4,0.0,0.0,0.0,89,0.00
2019-03-04T23:00,9.0,100,3.7,0.0,0.0,0.0,89,0.00
2019-03-05T00:00,8.9,100,3.3,0.0,0.0,0.0,90,0.00
2019-03-05T01:00,8.8,100,3.5,0.0,0.0,0.0,91,0.00
2019-03-05T02:00,8.7,100,6.5,0.0,0.0,0.0,92,0.00
2019-03-05T03:00,8.5,100,1.8,0.0,0.0,0.0,92,0.00
2019-03-05T04:00,8.7,96,1.6,0.0,0.0,0.0,91,0.00
2019-03-05T05:00,7.9,64,3.8,0.0,0.0,0.0,93,0.00
2019-03-05T06:00,8.3,100,4.9,7.0,7.0,0.0,92,0.00
2019-03-05T07:00,9.4,98,3.3,95.0,95.0,0.0,94,0.00
2019-03-05T08:00,10.7,95,4.1,196.0,196.0,0.0,91,0.00
2019-03-05T09:00,11.7,100,2.9,97.0,97.0,0.0,86,0.00
2019-03-05T10:00,12.2,100,4.5,534.0,488.0,72.4,79,0.00
2019-03-05T11:00,11.9,99,7.4,505.0,499.0,8.5,87,0.00
2019-03-05T12:00,13.1,74,17.8,449.0,449.0,0.0,84,0.00
2019-03-05T13:00,14.0,92,22.9,660.0,280.0,551.7,75,0.00
2019-03-05T14:00,14.1,93,23.4,442.0,411.0,51.5,67,0.00
2019-03-05T15:00,14.4,60,16.8,383.0,202.0,385.0,69,0.00
2019-03-05T16:00,14.3,52,17.6,92.0,92.0,0.0,68,0.00
2019-03-05T17:00,13.5,98,11.3,15.0,15.0,0.0,74,0.00
2019-03-05T18:00,12.7,84,11.5,0.0,0.0,0.0,83,0.00
2019-03-05T19:00,13.2,69,13.5,0.0,0.0,0.0,83,0.00
2019-03-05T20:00,12.7,52,12.7,0.0,0.0,0.0,82,0.00
2019-03-05T21:00,13.5,64,16.3,0.0,0.0,0.0,80,0.00
2019-03-05T22:00,13.3,70,14.1,0.0,0.0,0.0,79,0.00
2019-03-05T23:00,13.2,59,20.2,0.0,0.0,0.0,78,0.00
2019-03-06T00:00,12.4,55,14.0,0.0,0.0,0.0,82,0.00
2019-03-06T01:00,11.9,39,14.1,0.0,0.0,0.0,82,0.00
2019-03-06T02:00,11.4,46,12.0,0.0,0.0,0.0,87,0.00
2019-03-06T03:00,11.1,59,7.6,0.0,0.0,0.0,89,0.00
2019-03-06T04:00,11.1,74,6.1,0.0,0.0,0.0,90,0.70
2019-03-06T05:00,11.5,90,12.0,0.0,0.0,0.0,92,6.10
2019-03-06T06:00,11.7,94,8.2,10.0,10.0,0.0,92,0.70
2019-03-06T07:00,12.4,43,6.5,23.0,23.0,0.0,93,0.40
2019-03-06T08:00,14.1,71,14.1,308.0,111.0,540.6,81,0.00
2019-03-06T09:00,14.5,74,8.9,515.0,134.0,729.7,78,0.70
2019-03-06T10:00,13.5,91,8.7,83.0,83.0,0.0,92,3.60
2019-03-06T11:00,12.7,94,16.8,534.0,452.0,115.4,88,1.80
2019-03-06T12:00,13.3,71,15.8,472.0,469.0,4.1,78,0.00
2019-03-06T13:00,13.4,59,16.3,622.0,334.0,415.5,74,0.00
2019-03-06T14:00,14.1,46,17.4,575.0,247.0,541.1,65,0.00
2019-03-06T15:00,13.5,82,22.1,301.0,265.0,75.9,69,0.00
2019-03-06T16:00,12.3,79,19.4,41.0,41.0,0.0,76,0.00
2019-03-06T17:00,12.1,95,11.3,24.0,23.0,7.0,76,0.00
2019-03-06T18:00,11.5,99,3.3,0.0,0.0,0.0,87,0.00
2019-03-06T19:00,11.1,93,14.0,0.0,0.0,0.0,87,4.30
2019-03-06T20:00,11.4,85,5.8,0.0,0.0,0.0,80,0.70
2019-03-06T21:00,10.8,89,11.3,0.0,0.0,0.0,82,0.00
2019-03-06T22:00,10.3,91,3.9,0.0,0.0,0.0,85,0.00
2019-03-06T23:00,10.1,78,2.3,0.0,0.0,0.0,88,0.00
2019-03-07T00:00,9.9,74,2.8,0.0,0.0,0.0,89,0.00
2019-03-07T01:00,9.7,47,1.0,0.0,0.0,0.0,91,0.00
2019-03-07T02:00,9.7,42,2.2,0.0,0.0,0.0,91,0.00
2019-03-07T03:00,9.7,62,1.1,0.0,0.0,0.0,92,0.00
2019-03-07T04:00,9.7,52,1.3,0.0,0.0,0.0,92,0.00
2019-03-07T05:00,9.4,66,0.8,0.0,0.0,0.0,91,0.00
2019-03-07T06:00,8.4,77,4.0,14.0,12.0,25.7,93,0.00
2019-03-07T07:00,9.6,63,4.4,80.0,80.0,0.0,93,0.00
2019-03-07T08:00,10.5,57,1.8,299.0,173.0,341.0,86,0.00
2019-03-07T09:00,11.0,54,6.1,378.0,202.0,333.8,78,0.00
2019-03-07T10:00,11.3,74,5.9,260.0,261.0,0.0,77,0.00
2019-03-07T11:00,11.6,54,11.4,337.0,336.0,1.4,75,0.00
2019-03-07T12:00,11.8,49,10.6,586.0,238.0,474.5,72,0.00
2019-03-07T13:00,11.6,99,8.8,455.0,406.0,70.3,68,0.00
2019-03-07T14:00,11.3,100,8.9,383.0,321.0,101.6,70,0.00
2019-03-07T15:00,11.4,100,10.5,305.0,295.0,20.9,68,0.00
2019-03-07T16:00,10.9,100,11.0,169.0,168.0,3.2,66,0.00
2019-03-07T17:00,9.8,80,8.7,43.0,43.0,0.0,70,0.00
2019-03-07T18:00,8.5,21,8.7,0.0,0.0,0.0,75,0.00
2019-03-07T19:00,7.7,17,7.2,0.0,0.0,0.0,76,0.00
2019-03-07T20:00,7.7,8,7.1,0.0,0.0,0.0,74,0.00
2019-03-07T21:00,7.7,13,7.4,0.0,0.0,0.0,75,0.00
2019-03-07T22:00,7.6,26,7.6,0.0,0.0,0.0,75,0.00
2019-03-07T23:00,7.5,37,7.6,0.0,0.0,0.0,80,0.00
2019-03-08T00:00,7.1,5,6.5,0.0,0.0,0.0,81,0.00
2019-03-08T01:00,6.8,18,6.8,0.0,0.0,0.0,78,0.00
2019-03-08T02:00,6.3,15,8.1,0.0,0.0,0.0,75,0.00
2019-03-08T03:00,6.5,33,11.8,0.0,0.0,0.0,75,0.00
2019-03-08T04:00,6.1,14,8.9,0.0,0.0,0.0,76,0.00
2019-03-08T05:00,5.6,10,9.4,0.0,0.0,0.0,77,0.00
2019-03-08T06:00,6.0,9,9.7,18.0,13.0,62.3,75,0.00
2019-03-08T07:00,7.8,13,5.4,165.0,39.0,670.4,76,0.00
2019-03-08T08:00,9.9,17,11.2,262.0,250.0,32.0,68,0.00
2019-03-08T09:00,10.9,18,14.8,490.0,173.0,595.5,64,0.00
2019-03-08T10:00,11.6,22,16.3,612.0,180.0,664.4,58,0.00
2019-03-08T11:00,11.7,38,13.9,688.0,235.0,628.9,54,0.00
2019-03-08T12:00,12.1,14,15.3,761.0,150.0,828.0,52,0.00
2019-03-08T13:00,12.5,17,16.8,752.0,115.0,907.7,53,0.00
2019-03-08T14:00,12.2,5,17.0,599.0,171.0,696.6,53,0.00
2019-03-08T15:00,12.1,5,15.8,439.0,151.0,597.9,52,0.00
2019-03-08T16:00,11.1,25,14.3,263.0,107.0,498.8,54,0.00
2019-03-08T17:00,9.6,21,11.2,41.0,36.0,34.1,61,0.00
2019-03-08T18:00,8.8,18,6.0,0.0,0.0,0.0,64,0.00
2019-03-08T19:00,7.7,2,5.2,0.0,0.0,0.0,66,0.00
2019-03-08T20:00,6.9,11,3.8,0.0,0.0,0.0,69,0.00
2019-03-08T21:00,6.6,4,6.9,0.0,0.0,0.0,73,0.00
2019-03-08T22:00,5.9,13,5.5,0.0,0.0,0.0,74,0.00
2019-03-08T23:00,5.3,16,5.5,0.0,0.0,0.0,75,0.00
2019-03-09T00:00,4.6,3,4.1,0.0,0.0,0.0,78,0.00
2019-03-09T01:00,4.4,21,7.7,0.0,0.0,0.0,83,0.00
2019-03-09T02:00,4.8,26,8.4,0.0,0.0,0.0,83,0.00
2019-03-09T03:00,4.6,18,7.4,0.0,0.0,0.0,84,0.00
2019-03-09T04:00,4.6,43,10.0,0.0,0.0,0.0,86,0.00
2019-03-09T05:00,5.0,48,11.5,0.0,0.0,0.0,88,0.00
2019-03-09T06:00,5.9,39,15.5,17.0,16.0,12.1,84,0.00
2019-03-09T07:00,7.6,23,21.0,139.0,129.0,51.8,77,0.00
2019-03-09T08:00,9.6,39,20.9,282.0,267.0,39.5,70,0.00
2019-03-09T09:00,10.1,54,15.3,494.0,357.0,254.9,71,0.00
2019-03-09T10:00,9.7,62,16.5,346.0,346.0,0.0,76,0.00
2019-03-09T11:00,10.7,76,10.1,683.0,419.0,364.1,74,0.00
2019-03-09T12:00,11.0,37,10.4,528.0,424.0,140.1,77,0.00
2019-03-09T13:00,11.9,21,15.6,461.0,461.0,0.0,67,0.70
2019-03-09T14:00,12.1,27,13.0,395.0,234.0,260.3,69,0.00
2019-03-09T15:00,11.6,27,10.1,345.0,203.0,292.5,69,0.00
2019-03-09T16:00,11.4,7,11.5,235.0,170.0,205.5,64,0.00
2019-03-09T17:00,10.0,3,9.5,46.0,45.0,6.7,67,0.00
2019-03-09T18:00,9.0,18,8.8,0.0,0.0,0.0,74,0.00
2019-03-09T19:00,8.3,13,10.7,0.0,0.0,0.0,81,0.00
2019-03-09T20:00,7.6,43,9.7,0.0,0.0,0.0,81,0.00
2019-03-09T21:00,7.8,35,9.8,0.0,0.0,0.0,82,0.00
2019-03-09T22:00,7.2,35,9.2,0.0,0.0,0.0,85,0.00
2019-03-09T23:00,6.9,36,12.9,0.0,0.0,0.0,87,0.00
2019-03-10T00:00,6.9,49,8.2,0.0,0.0,0.0,87,0.00
2019-03-10T01:00,7.0,61,7.4,0.0,0.0,0.0,87,0.00
2019-03-10T02:00,6.9,54,11.8,0.0,0.0,0.0,91,0.00
2019-03-10T03:00,7.0,64,13.2,0.0,0.0,0.0,92,0.00
2019-03-10T04:00,6.6,71,10.2,0.0,0.0,0.0,93,0.00
2019-03-10T05:00,6.5,44,10.4,0.0,0.0,0.0,93,0.00
2019-03-10T06:00,6.8,50,8.7,2.0,2.0,0.0,94,0.00
2019-03-10T07:00,7.7,33,11.2,80.0,80.0,0.0,92,0.00
2019-03-10T08:00,9.6,19,12.5,324.0,236.0,228.6,86,0.00
2019-03-10T09:00,11.3,32,16.1,458.0,399.0,108.8,78,0.00
2019-03-10T10:00,12.5,53,12.4,422.0,394.0,42.4,70,0.00
2019-03-10T11:00,13.0,24,9.7,503.0,416.0,119.2,63,0.00
2019-03-10T12:00,13.3,12,8.8,602.0,513.0,119.1,60,0.00
2019-03-10T13:00,13.4,10,10.2,484.0,458.0,36.6,61,0.00
2019-03-10T14:00,12.1,13,3.6,484.0,360.0,199.2,70,0.00
2019-03-10T15:00,12.0,10,12.3,298.0,285.0,26.6,75,0.00
2019-03-10T16:00,11.0,9,7.3,231.0,178.0,165.7,79,0.00
2019-03-10T17:00,9.9,4,6.6,46.0,40.0,40.0,83,0.00
2019-03-10T18:00,9.3,19,4.6,0.0,0.0,0.0,86,0.00
2019-03-10T19:00,8.1,8,5.5,0.0,0.0,0.0,87,0.00
2019-03-10T20:00,7.5,13,7.3,0.0,0.0,0.0,86,0.00
2019-03-10T21:00,6.7,6,5.8,0.0,0.0,0.0,87,0.00
2019-03-10T22:00,6.1,21,6.2,0.0,0.0,0.0,88,0.00
2019-03-10T23:00,5.4,8,3.6,0.0,0.0,0.0,90,0.00
2019-03-11T00:00,4.7,5,5.8,0.0,0.0,0.0,90,0.00
2019-03-11T01:00,4.5,13,4.9,0.0,0.0,0.0,86,0.00
2019-03-11T02:00,4.1,8,2.3,0.0,0.0,0.0,86,0.00
2019-03-11T03:00,3.5,3,1.3,0.0,0.0,0.0,89,0.00
2019-03-11T04:00,3.1,6,2.8,0.0,0.0,0.0,88,0.00
2019-03-11T05:00,3.1,13,6.4,0.0,0.0,0.0,86,0.00
2019-03-11T06:00,3.2,10,5.8,23.0,15.0,90.9,91,0.00
2019-03-11T07:00,6.4,26,1.3,168.0,74.0,462.0,96,0.00
2019-03-11T08:00,10.1,8,0.8,376.0,113.0,674.2,88,0.00
2019-03-11T09:00,11.0,0,2.7,575.0,97.0,873.0,71,0.00
2019-03-11T10:00,12.3,0,6.8,715.0,99.0,926.2,56,0.00
2019-03-11T11:00,13.7,0,9.7,799.0,103.0,947.4,50,0.00
2019-03-11T12:00,15.4,0,13.4,815.0,114.0,932.7,42,0.00
2019-03-11T13:00,16.5,0,13.3,762.0,145.0,863.4,38,0.00
2019-03-11T14:00,17.5,0,13.2,654.0,108.0,871.6,36,0.00
2019-03-11T15:00,17.8,0,15.4,487.0,99.0,787.0,38,0.00
2019-03-11T16:00,16.5,0,16.3,278.0,85.0,596.8,43,0.00
2019-03-11T17:00,14.3,2,9.4,54.0,43.0,72.5,53,0.00
2019-03-11T18:00,12.0,3,11.0,0.0,0.0,0.0,64,0.00
2019-03-11T19:00,10.7,2,10.2,0.0,0.0,0.0,64,0.00
2019-03-11T20:00,9.5,3,4.8,0.0,0.0,0.0,69,0.00
2019-03-11T21:00,8.6,3,2.9,0.0,0.0,0.0,70,0.00
2019-03-11T22:00,8.2,2,6.1,0.0,0.0,0.0,70,0.00
2019-03-11T23:00,7.3,3,5.0,0.0,0.0,0.0,77,0.00
2019-03-12T00:00,6.8,0,5.2,0.0,0.0,0.0,77,0.00
2019-03-12T01:00,6.1,13,3.7,0.0,0.0,0.0,81,0.00
2019-03-12T02:00,5.6,8,2.6,0.0,0.0,0.0,82,0.00
2019-03-12T03:00,5.2,10,1.8,0.0,0.0,0.0,83,0.00
2019-03-12T04:00,5.3,13,4.8,0.0,0.0,0.0,82,0.00
2019-03-12T05:00,5.1,20,2.9,0.0,0.0,0.0,81,0.00
2019-03-12T06:00,5.2,8,1.5,25.0,16.0,99.3,87,0.00
2019-03-12T07:00,8.9,3,2.6,186.0,45.0,675.8,87,0.00
2019-03-12T08:00,12.4,7,7.9,392.0,70.0,814.6,71,0.00
2019-03-12T09:00,14.6,24,13.5,493.0,203.0,524.8,62,0.00
2019-03-12T10:00,15.1,32,21.1,539.0,319.0,328.4,67,0.00
2019-03-12T11:00,15.4,17,25.3,638.0,261.0,509.9,69,0.00
2019-03-12T12:00,15.8,8,27.6,776.0,181.0,787.0,58,0.00
2019-03-12T13:00,15.4,8,26.4,770.0,147.0,866.7,54,0.00
2019-03-12T14:00,14.5,6,29.8,660.0,105.0,880.4,54,0.00
2019-03-12T15:00,13.9,0,28.8,491.0,95.0,797.3,56,0.00
2019-03-12T16:00,12.7,0,26.5,283.0,82.0,614.9,58,0.00
2019-03-12T17:00,11.3,3,21.2,58.0,44.0,91.3,60,0.00
2019-03-12T18:00,10.5,5,20.6,0.0,0.0,0.0,62,0.00
2019-03-12T19:00,10.1,4,16.0,0.0,0.0,0.0,66,0.00
2019-03-12T20:00,9.5,3,10.1,0.0,0.0,0.0,67,0.00
2019-03-12T21:00,8.9,2,10.5,0.0,0.0,0.0,65,0.00
2019-03-12T22:00,8.3,1,8.4,0.0,0.0,0.0,66,0.00
2019-03-12T23:00,7.5,2,7.6,0.0,0.0,0.0,68,0.00
2019-03-13T00:00,7.0,0,7.4,0.0,0.0,0.0,68,0.00
2019-03-13T01:00,6.4,4,7.6,0.0,0.0,0.0,69,0.00
2019-03-13T02:00,5.7,1,8.2,0.0,0.0,0.0,71,0.00
2019-03-13T03:00,5.5,9,6.8,0.0,0.0,0.0,70,0.00
2019-03-13T04:00,5.5,7,9.0,0.0,0.0,0.0,69,0.00
2019-03-13T05:00,5.3,3,9.5,0.0,0.0,0.0,67,0.00
2019-03-13T06:00,5.8,2,7.2,32.0,14.0,193.1,68,0.00
2019-03-13T07:00,8.8,0,11.2,197.0,48.0,696.8,61,0.00
2019-03-13T08:00,11.0,0,13.6,408.0,68.0,849.1,48,0.00
2019-03-13T09:00,12.4,0,14.6,596.0,89.0,909.1,41,0.00
2019-03-13T10:00,13.3,0,14.1,738.0,96.0,951.3,37,0.00
2019-03-13T11:00,14.7,0,15.1,822.0,106.0,962.3,33,0.00
2019-03-13T12:00,15.6,0,16.4,841.0,109.0,962.6,29,0.00
2019-03-13T13:00,16.6,0,16.6,793.0,109.0,946.0,27,0.00
2019-03-13T14:00,16.7,0,19.9,679.0,107.0,901.8,30,0.00
2019-03-13T15:00,16.0,0,19.4,498.0,100.0,795.4,37,0.00
2019-03-13T16:00,14.9,0,15.8,290.0,85.0,620.6,41,0.00
2019-03-13T17:00,13.3,0,13.2,63.0,47.0,103.2,47,0.00
2019-03-13T18:00,11.4,1,10.5,0.0,0.0,0.0,58,0.00
2019-03-13T19:00,10.3,0,10.5,0.0,0.0,0.0,60,0.00
2019-03-13T20:00,9.4,1,9.6,0.0,0.0,0.0,64,0.00
2019-03-13T21:00,8.6,2,10.4,0.0,0.0,0.0,66,0.00
2019-03-13T22:00,7.6,3,11.4,0.0,0.0,0.0,71,0.00
2019-03-13T23:00,6.7,2,8.2,0.0,0.0,0.0,75,0.00
2019-03-14T00:00,5.7,13,6.9,0.0,0.0,0.0,75,0.00
2019-03-14T01:00,4.8,5,3.4,0.0,0.0,0.0,72,0.00
2019-03-14T02:00,4.1,5,4.0,0.0,0.0,0.0,80,0.00
2019-03-14T03:00,3.9,4,4.0,0.0,0.0,0.0,80,0.00
2019-03-14T04:00,3.5,8,5.4,0.0,0.0,0.0,81,0.00
2019-03-14T05:00,2.9,1,3.1,0.0,0.0,0.0,78,0.00
2019-03-14T06:00,3.3,0,5.9,33.0,18.0,156.5,78,0.00
2019-03-14T07:00,7.8,0,2.2,193.0,76.0,534.2,67,0.00
2019-03-14T08:00,12.0,0,2.6,395.0,156.0,589.3,46,0.00
2019-03-14T09:00,13.3,0,7.2,582.0,230.0,625.5,32,0.00
2019-03-14T10:00,14.9,0,10.8,737.0,171.0,832.7,27,0.00
2019-03-14T11:00,16.6,0,13.6,810.0,247.0,752.0,24,0.00
2019-03-14T12:00,17.0,0,12.2,839.0,139.0,915.2,22,0.00
2019-03-14T13:00,17.7,0,13.3,788.0,128.0,907.6,24,0.00
2019-03-14T14:00,18.8,0,14.4,663.0,226.0,684.7,23,0.00
2019-03-14T15:00,18.3,0,13.4,510.0,183.0,648.8,25,0.00
2019-03-14T16:00,17.3,0,15.7,286.0,108.0,533.3,34,0.00
2019-03-14T17:00,14.7,0,12.6,66.0,64.0,12.8,43,0.00
2019-03-14T18:00,12.8,1,9.7,0.0,0.0,0.0,53,0.00
2019-03-14T19:00,11.2,1,5.8,0.0,0.0,0.0,61,0.00
2019-03-14T20:00,9.9,0,4.8,0.0,0.0,0.0,66,0.00
2019-03-14T21:00,9.3,0,8.5,0.0,0.0,0.0,64,0.00
2019-03-14T22:00,7.6,0,3.6,0.0,0.0,0.0,73,0.00
2019-03-14T23:00,6.7,1,1.6,0.0,0.0,0.0,76,0.00
2019-03-15T00:00,5.9,0,1.1,0.0,0.0,0.0,76,0.00
2019-03-15T01:00,5.2,15,2.3,0.0,0.0,0.0,70,0.00
2019-03-15T02:00,4.6,17,1.1,0.0,0.0,0.0,70,0.00
2019-03-15T03:00,4.2,12,3.3,0.0,0.0,0.0,78,0.00
2019-03-15T04:00,3.9,10,3.9,0.0,0.0,0.0,84,0.00
2019-03-15T05:00,3.3,6,3.2,0.0,0.0,0.0,88,0.00
2019-03-15T06:00,4.0,9,3.9,33.0,27.0,60.9,89,0.00
2019-03-15T07:00,7.3,19,1.0,203.0,85.0,526.3,83,0.00
2019-03-15T08:00,12.2,0,0.5,365.0,205.0,389.6,67,0.00
2019-03-15T09:00,12.7,0,1.8,585.0,154.0,759.2,52,0.00
2019-03-15T10:00,14.9,0,4.9,709.0,224.0,708.5,46,0.00
2019-03-15T11:00,16.2,0,6.7,808.0,172.0,844.3,40,0.00
2019-03-15T12:00,17.4,0,8.0,828.0,153.0,877.5,37,0.00
2019-03-15T13:00,18.9,0,10.4,776.0,161.0,841.0,36,0.00
2019-03-15T14:00,20.3,0,12.6,665.0,108.0,867.6,32,0.00
2019-03-15T15:00,20.5,0,12.6,496.0,109.0,762.4,33,0.00
2019-03-15T16:00,19.2,0,11.0,289.0,90.0,590.1,37,0.00
2019-03-15T17:00,17.0,0,12.2,66.0,50.0,100.9,45,0.00
2019-03-15T18:00,14.0,0,8.9,0.0,0.0,0.0,58,0.00
2019-03-15T19:00,12.5,0,9.2,0.0,0.0,0.0,61,0.00
2019-03-15T20:00,11.2,0,10.9,0.0,0.0,0.0,64,0.00
2019-03-15T21:00,10.6,0,10.1,0.0,0.0,0.0,64,0.00
2019-03-15T22:00,9.7,1,7.8,0.0,0.0,0.0,64,0.00
2019-03-15T23:00,8.6,0,5.5,0.0,0.0,0.0,62,0.00
2019-03-16T00:00,7.2,14,2.1,0.0,0.0,0.0,67,0.00
2019-03-16T01:00,6.4,9,0.7,0.0,0.0,0.0,73,0.00
2019-03-16T02:00,5.9,13,5.8,0.0,0.0,0.0,75,0.00
2019-03-16T03:00,5.1,11,6.2,0.0,0.0,0.0,77,0.00
2019-03-16T04:00,4.8,23,3.4,0.0,0.0,0.0,79,0.00
2019-03-16T05:00,4.3,18,5.2,0.0,0.0,0.0,83,0.00
2019-03-16T06:00,5.0,4,6.0,37.0,17.0,197.9,88,0.00
2019-03-16T07:00,8.7,1,3.2,207.0,53.0,671.4,85,0.00
2019-03-16T08:00,12.1,0,4.0,416.0,73.0,824.9,70,0.00
2019-03-16T09:00,14.1,0,6.7,600.0,101.0,871.4,59,0.00
2019-03-16T10:00,15.3,0,8.0,740.0,127.0,889.3,54,0.00
2019-03-16T11:00,17.0,0,7.0,826.0,116.0,936.9,45,0.00
2019-03-16T12:00,18.7,0,7.3,844.0,117.0,939.9,38,0.00
2019-03-16T13:00,20.6,0,9.0,793.0,115.0,922.1,34,0.00
2019-03-16T14:00,21.8,0,11.7,677.0,114.0,871.8,31,0.00
2019-03-16T15:00,22.1,0,10.4,507.0,106.0,784.4,29,0.00
2019-03-16T16:00,21.6,0,10.0,295.0,90.0,601.9,28,0.00
2019-03-16T17:00,18.8,0,10.5,70.0,52.0,112.4,40,0.00
2019-03-16T18:00,15.7,0,8.9,0.0,0.0,0.0,54,0.00
2019-03-16T19:00,13.8,0,5.4,0.0,0.0,0.0,60,0.00
2019-03-16T20:00,11.9,0,4.4,0.0,0.0,0.0,67,0.00
2019-03-16T21:00,10.8,1,7.2,0.0,0.0,0.0,69,0.00
2019-03-16T22:00,9.8,0,5.1,0.0,0.0,0.0,70,0.00
2019-03-16T23:00,8.6,4,1.8,0.0,0.0,0.0,72,0.00
2019-03-17T00:00,7.8,5,3.7,0.0,0.0,0.0,74,0.00
2019-03-17T01:00,7.1,15,3.5,0.0,0.0,0.0,72,0.00
2019-03-17T02:00,6.2,10,3.2,0.0,0.0,0.0,75,0.00
2019-03-17T03:00,5.5,11,5.2,0.0,0.0,0.0,79,0.00
2019-03-17T04:00,4.8,15,4.0,0.0,0.0,0.0,81,0.00
2019-03-17T05:00,4.4,15,6.5,0.0,0.0,0.0,84,0.00
2019-03-17T06:00,5.2,3,5.5,40.0,19.0,202.7,83,0.00
2019-03-17T07:00,9.4,20,3.4,212.0,57.0,661.0,82,0.00
2019-03-17T08:00,12.7,16,4.6,410.0,191.0,520.4,72,0.00
