P_phys_pu,I_F
0.4291409613681312,0.2071435745901864
0.37267945965048926,0.11777041359465319
0.31025950932718344,0.05843042153517018
0.2417083153472381,0.13376537133978206
0.2136764233736513,0.020191358064382298
0.2735020383850574,0.022218667229284682
0.37601920851326903,0.0333033188952242
0.31361207930338914,0.024645280548214316
0.24516917622320733,0.0361555076838976
0.15149621043232894,0.08723169430156888
0.26914557368466957,0.05637766859427615
0.32534333077315225,0.11682441641676417
0.37838019832558173,0.10862534806104863
0.42727434369698253,0.10000411351817902
0.47220920947223205,0.06390269461080907
0.5129343426002214,0.029821832606200048
0.5494279481621456,0.1409302444156055
0.5816669445143727,0.10411193460928235
0.6096801072519114,0.07934720815607826
0.6335176206393758,0.03578072383594939
0.6532349848221322,0.025104421852684827
0.6691837896349901,0.04552571086668956
0.6889755795210961,0.06027036530790076
0.6931827918866633,0.03412362845709073
0.693822506106688,0.039287582985601
0.6902617602557616,0.08044099057954349
0.6827191597530428,0.06319843372415287
0.6715676518303682,0.0848123515412427
0.656067310308372,0.12328386817153837
0.6365954461808774,0.07679475002703184
0.5846206114502714,0.04637588737357842
0.5518074051002404,0.08702746247048997
0.4234268113390484,0.02198481356328064
0.31075493122418657,0.033928775484989564
0.24491632855816445,0.034130498711649374
0.17274918752702506,0.03207766266295056
0.09853698632999076,0.03532506407581876
0.32322656988765536,0.02210470078960823
0.5511360129930468,0.027818136800247178
0.6977873387642516,0.03762655623100042
0.7025863973968094,0.04752122035857044
0.7034952581249367,0.04627921693251392
0.7006408631562666,0.03359254349426351
0.6825089976587995,0.026483501767523003
0.6670462397868092,0.02477490685803066
0.6472817186138532,0.026947725482617403
0.5614698572514878,0.0352383348970589
0.5232645354862405,0.09266549090019507
0.479881793240765,0.0996398730709759
0.4311946480152136,0.03777192414111103
0.3767279931368333,0.024894090993850888
0.3162709119841597,0.04225474498131
0.26638849759652794,0.021749345426327286
0.32266666924588766,0.03148209866973376
0.512269666161977,0.03757316028991928
0.5829639717312822,0.026852360746281657
0.6372918768595308,0.02726763764570421
0.6585326899618984,0.05447002586900083
0.6754880430661986,0.041366742140715486
0.6886043904314585,0.022304405697653688
0.6974167607917143,0.042912207075036846
0.7024834269452964,0.06482947117737571
0.7036166720805158,0.07073875896748923
0.700515249500476,0.08950188447943914
0.6933684200345644,0.04906328324541303
0.6666757923953355,0.05459529229631257
0.646906831404956,0.02661383567488721
0.622821489385831,0.05648970149671336
0.5610185037810592,0.02865640611102449
0.378486935977502,0.06680425543440258
0.10682809396853736,0.04349803569473565
0.03921410084896572,0.06473008466731832
0.043405361676875816,0.020323816128249617
0.09363669961068166,0.16156646560039506
0.1507033228200002,0.22360173417776538
0.20996126966183185,0.04280839604294473
0.2684927886979146,0.031853570926489085
0.32471294295286196,0.06331151324273071
0.4271818883089546,0.17698119204069185
0.4726524638800378,0.08053246374617642
0.5139736190097536,0.04383393176703749
0.5507954658367412,0.020216900314641816
0.6578699009058586,0.08650985692463933
0.6390552667472987,0.2375120125277275
0.6157282277416309,0.06541054275030932
0.5882557408719458,0.2994719200047826
0.5565137395043632,0.2309455644457358
0.5197804619376246,0.043615159739876744
0.4781803870279168,0.04457060806031121
0.4312903653844742,0.23034860610621888
0.37889155563198057,0.19880738217217045
0.32040593789645977,0.0531727545196043
0.25555717540426764,0.18582004803632626
0.18425846647128735,0.10992267657220946
0.11016670630299441,0.25029802366295023
0.042124742321659185,0.6943213015668723
0.043229356383817315,0.08649391459679275
0.09328278421438646,0.18163425058225596
0.15032382779005904,0.10301280773261073
0.20964579854119914,0.04468429004233584
0.3250414998855133,0.02496820791903932
0.37853049762595176,0.025338488930416583
0.6408647811979385,0.02901396828654957
0.6904201215931928,0.04397294301436829
0.7012163808316845,0.0466210716452375
0.6677295506857027,0.07162828184825419
0.6252273077685119,0.02039076330105007
0.5974298437383682,0.06975501542465026
0.5650399122630286,0.11388289257392449
0.5278168181155773,0.03044362108743402
0.3258496357541805,0.031036345487040408
0.09332695942598103,0.21556922387492888
0.15017941236996718,0.03582284079091161
0.20922657299645764,0.11857152770601695
0.4262473292628751,0.036261761356464764
0.47160780431588395,0.11469718295146324
0.512625218089491,0.16693459660032486
0.5831512650177051,0.11372462844537415
0.6372993580168284,0.08180144841581706
0.6582494375092361,0.10454995013619763
0.7028412747960124,0.08268127771772699
0.7039787540462744,0.07073523906522847
0.69498640346033,0.11425461052140357
0.6841055550905445,0.09837051358265375
0.5671458579605188,0.22389885249070332
0.5300117403846999,0.4128375716483117
0.48783096500280354,0.09156896087409833
0.4404513923126529,0.14309745554206466
0.3878724088718303,0.09571045477024562
0.3292544145960292,0.13625903463164724
0.2645147351875511,0.04821301251739758
0.19328603240558162,0.22504816868147676
0.11901718410176643,0.4835945424298108
0.0438646980722145,0.1609102601546524
0.09404217919399904,0.1931597495430393
0.1511165699121823,0.025354133203815365
0.21048440195943643,0.1864963653202614
0.2691730931166014,0.035940848162383916
0.3256953618337603,0.06822638185762328
0.3791261259939964,0.04091717649097121
0.42868875427282294,0.0550819215117178
0.47420223965963076,0.04949251588082366
0.5861299737492143,0.05576393172245631
0.6153708639230637,0.18663484662209434
0.6402488824101435,0.12469492704431592
0.6614386819763901,0.18305060656830976
0.678611465531807,0.03582832987367604
0.6915799016930391,0.06026263449603515
0.7012195707350423,0.029894025844328324
0.6298627039534528,0.020274296034423055
0.6020579723612778,0.07762151942178992
0.5693943793830641,0.051573727438760805
0.532198382981342,0.046511705924503106
0.39112864873440084,0.02936368126771075
0.33300866613476954,0.04022923193244115
0.26859653360585267,0.04272754559302122
0.19760411124920826,0.03259599523033657
0.12330502931481672,0.05512352503475847
0.3822230839032761,0.023075755820619468
0.4331887029415258,0.026861939725782023
0.4803109659207258,0.03816453095984768
0.523408964542271,0.09516171897912652
0.5623929454497223,0.08937290691876575
0.5969027643265773,0.03938325191227073
0.6530709854127964,0.02146423439599939
0.7064144599300746,0.07698287956583146
0.7216451301362367,0.044193223473929136
0.7233032049790095,0.13350448808611332
0.7205788767943563,0.05080930705073149
0.713696372337696,0.08584791923999742
0.7028517955821659,0.09936387187610914
0.6875014226276808,0.021546145503235456
0.6679052113116786,0.07169222963044972
0.6439132979668751,0.033053605204016255
0.5023708370591129,0.03103209922615843
0.40084076215974235,0.0979047824509703
0.34131921267205356,0.1554632289324267
0.2757513438957011,0.2804179505802993
0.20375557722111234,0.05035649291502067
0.12862925500836112,0.09393450600859192
0.05686883034889099,0.05741207681106896
0.3280586718874224,0.022110810278744272
0.5048450694650742,0.02953249018834685
0.27892991298314235,0.033218677340114966
0.20744022198588474,0.023825054085421987
0.13252914514453862,0.09697665071062228
0.06046823845631739,0.09879420610660586
0.1513443460352097,0.04475177097169002
0.21089372867461934,0.020180315256234465
0.32773201462140833,0.04218165474113518
0.5634701613441674,0.02872639803605489
0.6800633923484591,0.024555228736571316
0.7314926269612163,0.04438474393117478
0.5561214099920742,0.03999856405609089
0.2829293850949093,0.023821393414674034
0.21038788450127702,0.024713568850350774
0.32614550273228166,0.03403696814345833
0.4309542992846093,0.0490215610559472
0.47788080916719605,0.0446789179586144
0.5207556540557376,0.06900575662258025
0.5594197291725234,0.09607448136781926
0.5941641040692918,0.03948810409505471
0.6243928760607173,0.02962544914623786
0.6506663411135661,0.020380460510125077
0.7152346066260218,0.021322025297173596
0.722891726525354,0.02408996463962646
0.7145268054938176,0.03056197122526481
0.7041847511080312,0.023257945598963655
0.689346587141325,0.020136907541327922
0.6704956220488597,0.02806955075933143
0.40823823516674074,0.03256764169446171
0.21571730823297136,0.04056904845475418
0.14165603414811226,0.08597852053320576
0.06886444620507531,0.08768779391802603
0.09581256247838411,0.1159212743784901
0.15249658835976043,0.03065409682056135
0.2113477776468396,0.0733480355642829
0.37879175825671896,0.07444822576217698
0.42802399482030473,0.051920612125863685
0.4730669915609386,0.02805055059104639
0.5141238274206992,0.030136819958917246
0.5838960921937353,0.1720184944130783
0.6373983935128426,0.09272761028919603
0.6582529808121792,0.03878524704675979
0.6751446259792727,0.06767008043347031
0.688120375739499,0.03636566127658803
0.6973021262114336,0.08644504282159166
0.7031641630684495,0.11071176685211773
0.6964381490299068,0.03173818426264245
0.6866933299588349,0.08445973977007011
0.6730125790181699,0.11327299376563409
0.655242962843804,0.050518842810396966
0.6332169470512214,0.05071877026485574
0.6066225906214766,0.07490582383973997
0.5760891544119148,0.04777271370961367
0.500582603518197,0.05232158538817279
0.4554284135967566,0.022313586345306117
0.40495306344651993,0.04616282798809515
0.3485653411204855,0.12663763496490182
0.28621208492740907,0.13001737306565872
0.21758425055879047,0.031066378870529463
0.14463667148494896,0.09448715102687426
0.07227929872331626,0.08051329023574091
0.015926712518425867,0.8273566871411966
0.04629522168350418,0.2056697580286332
0.0960056668079312,0.12691503882901534
0.15228162817082716,0.05474313591800547
0.21075498136227622,0.025624574657184207
0.3242447783211092,0.036076653002050436
0.3767368952381441,0.0237306870130804
0.4254904772697938,0.02018169557295306
0.4700802521912662,0.057971940853460656
0.5106672204461525,0.02260447906326405
0.5468951615786051,0.0630756226069074
0.5783159752600626,0.05723023112022558
0.6290654433500023,0.050037079205907456
0.6483367481948566,0.023920040737703825
0.6897759078489396,0.03183873389628825
0.6911945535913381,0.047156535678269745
0.6886239153540666,0.12441754635100734
0.6731008314589073,0.022508785535590502
0.6601039510052706,0.027200400994245682
0.643468536578264,0.0637744664015191
0.6223428722411088,0.035641079790141084
0.5675934782233876,0.11486163874219381
0.5337093413028574,0.036030034188668014
0.49473028663432583,0.12083440221936553
0.4023344757756908,0.0839500489386962
0.2869883124192718,0.02303171404927371
0.21977042116428236,0.20982915426175544
0.1480269096938414,0.08873287131146394
0.07607083300608385,0.02344010996813055
0.3280442714278073,0.025433614681891845
0.43201887929463867,0.033885380740104366
0.5209268724168601,0.02162355954234674
0.5939266076102503,0.03616457682837416
0.6244486516054657,0.020382239945762683
0.6509267839097267,0.05795255406001691
0.7191995685729222,0.025067535231922726
0.7298069133551249,0.025742687285974064
0.7292272460390007,0.050162497464394384
0.7241694419608938,0.039279343640232924
0.7149939837691813,0.03445593290778286
0.7012406834229928,0.04477963962852033
0.6831363202209664,0.09761986208289537
0.6606475224861432,0.07415938654844242
0.6337965281145683,0.02081255348952099
0.6020051919264391,0.02963778259275696
0.5654922958489187,0.0504591783579356
0.5237200472298619,0.08348393640469277
0.47680958809804636,0.1232408795880574
0.42439951947686383,0.06526237578084759
0.36607903924516016,0.09533422469552752
0.30183773831247235,0.19120414284235915
0.2316422913620325,0.05531265903301413
0.04895352180215704,0.24803156387478598
0.09983972738426046,0.16652707680010465
0.15744286069337193,0.12190570946414699
0.2175164789325097,0.09302297606622645
0.27716769341306974,0.08237856230105321
0.33492281847595234,0.05833975138719632
0.389592266830863,0.0438186600021647
0.4406651666919546,0.03646818540038104
0.4875685651136598,0.029757970812137626
0.5304354494516434,0.029094659535290893
0.568887866620163,0.022150596139315054
0.6335558461640901,0.021517648196557423
0.6994257631558327,0.023413809835914214
0.7132184761622197,0.03019961846710268
0.7288737683210028,0.024410626442734285
0.7307734528319454,0.12180602723279427
0.7290846404627992,0.10026588004913857
0.7230337031262805,0.04138860566622743
0.7131537029018188,0.1977770010479738
0.658472310084364,0.03042247846379648
0.5640679781216802,0.023691776806222458
0.5228706320594866,0.021736184959786246
0.47649046434409814,0.024186458435207336
0.4249171836160634,0.04005390694630171
0.3676428042017747,0.04567575745505689
0.30461194321128104,0.056459009637811274
0.2354208031763987,0.10501690359893112
0.16169420979183524,0.18116979648038556
0.08712715615048826,0.35813471173020006
0.024839641197479594,1.0701988601058652
0.012791082831133631,0.09409773008624056
0.05070359357253444,0.29595684095389563
0.10217796235793436,0.041145901115167
0.16019796817475748,0.09016252368389092
0.2204241537537892,0.02557298706990547
0.28010307036929866,0.04371203794276268
0.3377362814231056,0.0874789450058863
0.4428215599906,0.02481026858364614
0.48939181281930955,0.14352038629054173
0.5317095072352096,0.020797079432023913
0.6041877267855698,0.04946595142891879
0.6598924125931908,0.04122482683934753
0.6818308268608348,0.06927098725606985
0.6997940302688945,0.026287573035981164
0.7310255518722643,0.03705372063766953
0.5627752902302326,0.024796609815625176
0.5217799920514035,0.022433006660510874
0.4757875494203318,0.04004462169819655
0.4251810562985735,0.02781582123106969
0.36882477325485824,0.05529122269757955
0.30662098920349756,0.07363264213251337
0.23836783676020526,0.028702863236903374
0.16532680246212195,0.15524086091550204
0.09107455830661113,0.29190070133550994
0.027774855628697512,1.1444147818236639
0.013449133667045152,0.18411882877549376
0.05152969698039491,0.2932111209587385
0.10286572538172369,0.16305261376193284
0.160597502479039,0.11742767474342064
0.2204418891043072,0.08987377451873675
0.2796486845879258,0.0767516756349368
0.3366921663641672,0.05776769138478852
0.3904174307792425,0.03957941164870438
0.44014049812933054,0.036712717192588146
0.4858548262736893,0.02865409421483262
0.5273977490477335,0.025199638296684666
0.5982342023332744,0.02203104100689825
0.6276641620169569,0.02283400205834058
0.5227623440765622,0.05715075270916481
0.372370120497491,0.02245256290608738
0.31079774802503,0.08441051282684496
0.24298298181098205,0.13367572832071856
0.17035091344044218,0.16440907989464104
0.09592372745946572,0.37316575423362586
0.031195941500727898,0.593486118531174
0.014139821011720347,0.11905893917778726
0.05235446707690703,0.26489658728518617
0.10349775918906702,0.14183063163342208
0.1609548377547104,0.10908606844898107
0.2205897304295717,0.07231917260777862
0.27973530887455456,0.057834421383290424
0.33677302795269753,0.08678599130912386
0.39049406612194715,0.04220381873589468
0.4407139057370083,0.03318253533600057
0.48684874109272164,0.03659390352699788
0.5664398474849951,0.029375894075978896
0.5225980648011838,0.020553530346379044
0.478490449512947,0.02745298606876957
0.4293639233693048,0.03301236901622615
0.37445518526584215,0.039506293305125756
0.3135665083528309,0.05546067975766229
0.24648575570772246,0.08013311874965721
0.17444458767477383,0.140970390331448
0.10020465883501234,0.36601845995369614
0.03451879119652843,0.8922710855145286
0.01515054203613641,0.11614516891025391
0.054055692242979826,0.2776289069005205
0.10589336353486713,0.1466270645605414
0.164045735157517,0.11340560059912044
0.22432846816881252,0.08688333898033562
0.28412278356131637,0.07744867098502092
0.34184166221162465,0.05393317285033233
0.39633226296833257,0.04802413499919817
0.4467213056645141,0.03455381347236258
0.4929311069325915,0.029040307787028055
0.534834589944178,0.024241828181903968
0.5722795889595098,0.02045447040126642
0.5226948250075748,0.021573678157007233
0.47903882406320436,0.02660903516233474
0.43050457581080986,0.03355322594182277
0.37631741351180953,0.03905793907013063
0.3162868744831023,0.05363796412049734
0.24985009588355805,0.07295223251597723
0.1784421691354681,0.1354790606646142
0.10450314922866123,0.354342371363376
0.03797323886226235,0.8495464041899843
0.05518015551878898,0.19592016284071792
0.10686338495590679,0.11970839016069386
0.16460704961613123,0.029725322402727867
0.22448593923529508,0.057431854025914074
0.2837195655521789,0.07345743155761807
0.34090899676103864,0.04312123158494264
0.4451993500025621,0.04115853487066561
0.49154789476519145,0.03999096554902224
0.7221202163259162,0.026178257041531712
0.728050647252747,0.02848681054275696
0.7288058159530015,0.08373273882754621
0.7235388991917883,0.027584946581534483
0.7007543224043626,0.05533736826936596
0.6357368586027481,0.10782858528982868
0.6058596069384174,0.07152795642044935
0.5713945926612094,0.13694278285892533
0.4876161448325398,0.11886828403768569
0.43846356535815967,0.11336194949778235
0.38353382952435644,0.0641770938354267
0.3228255992579591,0.0434469264639815
0.25585639794316223,0.04290093819498135
0.18394933109861386,0.12571227916452263
0.10948756024644128,0.1369230068213072
0.04170500511415577,0.24817587555460632
0.016990189455712346,0.2773243589229064
0.056449018337386414,0.19867242591521939
0.10816539325926723,0.1729782889737767
0.16593530620223526,0.054590389045275384
0.22573737450390516,0.020327827856677444
0.2848701507757919,0.18033207206244456
0.3418007168235753,0.09397219374066056
0.3955011399163078,0.07971466597828267
0.4450449316375381,0.04383854538889903
0.4903941392546817,0.07741778090497006
0.5316438145797341,0.05006593964420292
0.5685037633614556,0.04901423408081499
0.6534846906330958,0.0246919752467894
0.7028139069411022,0.035382085591990346
0.7120522454403856,0.0778870345890701
0.6275547305731656,0.026658975143371285
0.5984553759836797,0.030799786864326915
0.5262755768394937,0.029886321724909144
0.32227010940478695,0.06579801991349302
0.25683821466286566,0.09080686302989716
0.18635183676575834,0.1831177585979388
0.1128620073392189,0.3511087552211891
0.04499464459950731,0.42328631181551857
0.10867686334792395,0.07551944062944296
0.22512362942948788,0.055298938190537474
0.2836785817867817,0.04460082716614708
0.34006149728860163,0.029006882681913638
0.3933186672609392,0.03984405683824345
0.48873268823780935,0.04928836769043388
0.5301807090672768,0.13825357953804362
0.5674979177129429,0.16470916238382405
0.6003859603598612,0.02685632284987846
0.7039899284180455,0.021766364991884963
0.6288690948331067,0.07290338790401019
0.5287651902126591,0.022755344921376805
0.48587852875693266,0.05888421915992522
0.4382522014587926,0.032011259035446334
0.38513808452772774,0.052034628499739645
0.3260714055470213,0.08513675950934925
0.26100765851858465,0.06686219147966355
0.19081045506831878,0.06940051993215529
0.04881689671803454,0.11265261217890078
0.1107558002458057,0.09427378702637307
0.16823213739871484,0.04573455761406408
0.22745503586942567,0.03362893165749337
0.28612285633313456,0.024549329528347975
0.34256250618594575,0.023518651550188716
0.3958558158530916,0.04207222013572443
0.44549083014426694,0.16065778317353113
0.49117816919580715,0.16696697930116877
0.5696972247082395,0.2188054240292934
0.6029614225091521,0.05018400816077964
0.631848232331234,0.2277757887954735
0.6566342051400659,0.08221713348589774
0.6778650182182377,0.24046474541006738
0.6955498859999585,0.15105887650141803
0.7088525990732877,0.05322147147336363
0.7185812043105017,0.12988712661448368
0.7250141434445007,0.08525915745993036
0.7284863578655669,0.030399988929234917
0.7232801658437897,0.07758914948833531
0.7033204811045237,0.053039771771471275
0.687706465840891,0.2262455817564731
0.667319518618084,0.02600216048453336
0.6429109178114264,0.14991365765567874
0.6138551209357207,0.08729297375950844
0.5805839327015422,0.06538671856794175
0.5419133320386187,0.037437175185331226
0.4982225348416829,0.08121408708476723
0.4495429675133538,0.1028799061092009
0.3953037989310633,0.09074855941865152
0.3351802680383617,0.12969058498286568
0.26910747829508336,0.13600896564074316
0.19810560507512145,0.13031697034780668
0.12372356887491831,0.33933500461871746
0.053496734584933606,0.5650084962448041
0.17072973487006454,0.08482940930484671
0.39876285636459813,0.02734918967323281
0.6339919470679282,0.022245293192462223
0.6802088054150389,0.0938316770288157
0.6975630699851219,0.1350492551260743
0.7105187662697816,0.04593367850470448
0.7199549791502837,0.020129459908431378
0.7282521742845695,0.025209299025458997
0.7208160376365039,0.041055733007099686
0.7117676677556772,0.0355619919155983
0.6988850301901336,0.030478223189374615
0.6821870398961275,0.027742321098889057
0.6614847351185191,0.07435224642114101
0.6368097540315775,0.09993145862141117
0.608470049357829,0.07216016453628586
0.5751825004375963,0.08047763470883218
0.5373944349892384,0.11201990723693143
0.4948717182417529,0.06912807974331844
0.44757513894223033,0.03019381405478264
0.3946860487551842,0.0574768417741111
0.33586669637782884,0.10606597203179101
0.27101465648418616,0.3019393069537955
0.20095232343860428,0.115033253444813
0.12731728475305737,0.03318468698668552
0.057056606646168524,0.03554275227562871
0.398207491653154,0.028437613292496222
0.4480894968230144,0.02059053076033228
0.536175952240724,0.21377878543742507
0.5741124333022151,0.08318182685386272
0.6083605481226856,0.046518607011328435
0.6388888300368507,0.14451711623076044
0.6655211486049268,0.14271939621212412
0.6879892473322381,0.042198636247018584
0.7068255697411688,0.06726663796361289
0.7324375009251379,0.10338111962415888
0.7400795446164118,0.060993479188405274
0.7344982487614196,0.022300650314512036
0.7254167237661096,0.06718911652054035
0.6722620966734283,0.061386617655757855
0.6467084024901213,0.05476322961451491
0.5836654721106393,0.022922986687552258
0.5453427442363548,0.020783922119707934
0.5020794122763866,0.2411848786606822
0.45390517596552243,0.09989866585279734
0.40040410588100994,0.091636294344659
0.34125190135718014,0.027571710284460947
0.2762466413202283,0.09605210950035567
0.20625483179963686,0.11584862208863994
0.13251210039168992,0.19737091576801644
0.06144143912537707,0.40463101591131695
0.010154082708994504,1.6181610784355482
0.06435546254933483,0.09504732090108604
0.11692156316702149,0.08438172538404216
0.17512564628429778,0.02913323181432478
0.23521900763355724,0.0273263813054697
0.4070549292889198,0.02179646489947769
0.7630560105343152,0.021612227240648072
0.672494128584285,0.027854531362400355
0.5209715868436895,0.03525819212512194
0.4145692560097908,0.036700115551521875
0.11877350751467083,0.021031404637750894
0.17721295346001792,0.05823978392340686
0.2376339601223706,0.02461315720149553
0.3556781734859753,0.028121240650102977
0.511332793171886,0.0397241704836362
0.5558566031571005,0.0354772700695519
0.5960168056495783,0.03216015707891259
0.6645656784773434,0.03642436283717684
0.7362508423855687,0.07231308357468273
0.7520246848840323,0.02298474149077919
0.7637706945055422,0.05160925897761374
0.7711354259715091,0.053698302609612614
0.7746580089672748,0.09769851248606186
0.7691016611088711,0.03422319582885108
0.7468494360171943,0.07631742167178349
0.729270165182978,0.13245261207116188
0.707275064360344,0.10254206963804799
0.6807697288368326,0.0978947403078886
0.6496837698771092,0.11299706332434589
0.6140044363849225,0.144167900433007
0.5733998992122492,0.08260005615232095
0.52763598758876,0.3034435701255704
0.4768960064226993,0.1227844039477382
0.420655061516154,0.19611336130316578
0.35908924820436133,0.0819320510151673
0.2916250167469769,0.04381348383961721
0.2195703831034882,0.06288386536094366
0.14403763234741962,0.02673705323456611
0.07065697363379549,0.031371827162047054
0.02575105760280641,0.043923734742390225
0.0681130324368224,0.028762374854558227
0.12124696331460608,0.0737952764654211
0.24038328143526594,0.23396335644634225
0.3005438608308869,0.11182829745556996
0.3587970016167167,0.17597933575672567
0.41422453586838054,0.06642979674032352
0.5145644447614658,0.021187148871256483
0.6683868547264561,0.026461682630126975
0.6965654504909993,0.031410533073189195
0.756721959078023,0.031177029268263164
0.7760636645299065,0.08220584171971067
0.7792382019687119,0.15080987867861687
0.7780860855714531,0.13964394604105695
0.7730563257086889,0.10142201455300319
0.7637093430841647,0.08991050852065306
0.731874722969838,0.12107551593640317
0.7097315832024731,0.1086160731790057
0.6827663217671709,0.19604244197609505
0.5752679285699707,0.11731927075554119
0.42320226766707814,0.08608277173656101
0.3620991688511218,0.09780353113413823
0.2954177912926306,0.6456295307814187
0.22401777740998913,0.03702287478094672
0.14894917471446767,0.05543803940798815
0.07525492375449695,0.20621830788259185
0.017511590613442325,0.5402010596562417
0.07107618326906219,0.5900313284754498
0.12513157081918183,0.1058808017942972
0.18469669663167382,0.13005103187973513
0.24620416863977018,0.13867573225793467
0.30736615822097085,0.24774930822632457
0.36647791064095014,0.09729772194053851
0.42285726088505154,0.06478950592993449
0.4758564382859405,0.06611957141640169
0.5252328821365626,0.03526133665647206
0.5704799938520017,0.030477787103306373
0.611561664493413,0.03214661828364784
0.6486846468485598,0.022714350792692024
0.6815790093232271,0.03696332864664004
0.7106019832893967,0.041563343833398166
0.735108438095099,0.10671587843226081
0.7551314662116345,0.10417634253823882
0.7714653185838019,0.18476491670280945
0.783365647524527,0.024903492300383002
0.791203018363361,0.1274072895496226
0.7945024699331046,0.033865537466485435
0.7936403267109017,0.07800240635747216
0.7885223890722182,0.11003345176602464
0.7791520400592411,0.0501726244593873
0.7654825603550194,0.030352059810930965
0.7476434770129041,0.06462364517925949
0.7253625618847487,0.10085726137545742
0.6983758854138123,0.048004768025300855
0.6665237362801788,0.12020555482119875
0.6300557269184716,0.24743279572674343
0.5888262349932027,0.046855869892056
0.4913057008714758,0.24243546146083333
0.4346789808361642,0.2538487261851457
0.3725227895230519,0.15073545572875327
0.3046870689090127,0.16216460792059814
0.23207871724414245,0.05642594107671401
0.1558065740869761,0.11973535828691467
0.029948770296988815,0.33311856961718783
0.07443452427101233,0.1113158351187823
0.1294420745578859,0.10976598242077151
0.18985094658686955,0.24247515844097667
0.25205737075200163,0.07788460520686998
0.3138251899273635,0.23244837822102754
0.37335535843963447,0.05864741544436746
0.4828432931886704,0.13201477842088075
0.5316570481355785,0.07783608624634757
0.5763275156408997,0.08516072742947559
0.616588898812689,0.047292656090654396
0.6521959238538728,0.11820977222359738
