time,temperature_2m (°C),cloud_cover (%),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2019-01-18T02:00,10.1,73,89,1021.4,2.4,0,0,0
2019-01-18T03:00,9.6,16,89,1021.4,3.8,0,0,0
2019-01-18T04:00,9.3,6,89,1021.3,3.3,0,0,0
2019-01-18T05:00,8.9,1,88,1021,4.6,0,0,0
2019-01-18T06:00,8.7,0,86,1021.2,5.8,0,0,0
2019-01-18T07:00,8.8,0,85,1021.7,6.7,0,0,0
2019-01-18T08:00,9.3,0,89,1021.9,4.6,33,14,214.5
2019-01-18T09:00,11.2,0,91,1022.6,0.8,173,50,652.9
2019-01-18T10:00,13,8,82,1022.9,2.8,319,113,612.6
2019-01-18T11:00,14.3,1,74,1023.1,4.9,453,141,698.3
2019-01-18T12:00,15.1,0,64,1022.8,5.2,494,252,472.3
2019-01-18T13:00,15.9,4,60,1022,4.8,490,288,382.2
2019-01-18T14:00,16.8,13,57,1021.3,5.5,432,290,287.3
2019-01-18T15:00,17.1,2,56,1021.5,3.9,373,186,454
2019-01-18T16:00,16.9,0,63,1021.9,3.3,239,109,453.1
2019-01-18T17:00,15.5,6,70,1022.5,4.4,66,58,55.6
2019-01-18T18:00,13.7,6,76,1022.4,2.5,0,0,0
2019-01-18T19:00,13,0,72,1022.6,2.3,0,0,0
2019-01-18T20:00,12.3,0,75,1023,1.8,0,0,0
2019-01-18T21:00,12,7,76,1023.3,3.2,0,0,0
2019-01-18T22:00,11.5,49,80,1023.9,3.6,0,0,0
2019-01-18T23:00,11.1,50,82,1024.3,4.5,0,0,0
2019-01-19T00:00,11.5,75,84,1024.8,2.5,0,0,0
2019-01-19T01:00,11.4,85,85,1024.6,2.6,0,0,0
2019-01-19T02:00,11.1,81,84,1024.1,2.3,0,0,0
2019-01-19T03:00,11.4,67,88,1023.8,2.8,0,0,0
2019-01-19T04:00,11.5,70,86,1023.6,3.9,0,0,0
2019-01-19T05:00,11.1,52,86,1023.5,5.2,0,0,0
2019-01-19T06:00,11.2,50,86,1023.5,6.5,0,0,0
2019-01-19T07:00,10.1,32,87,1023.4,5.8,0,0,0
2019-01-19T08:00,9.9,36,90,1023.8,3,34,21,145.5
2019-01-19T09:00,12,25,84,1024.2,1.9,173,54,625.9
2019-01-19T10:00,14.1,1,80,1024.4,3.3,333,92,712.2
2019-01-19T11:00,15.6,1,70,1024.1,3.3,447,108,754.6
2019-01-19T12:00,17.2,0,65,1023.2,5.1,538,98,854.1
2019-01-19T13:00,18.4,17,64,1022.3,6.8,514,284,432.6
2019-01-19T14:00,18.4,23,66,1021.4,10.2,501,145,715.5
2019-01-19T15:00,18.1,11,68,1020.9,7.6,403,128,662.2
2019-01-19T16:00,17.7,11,72,1020.6,7.2,206,143,217
2019-01-19T17:00,16.4,4,74,1020.1,6.2,63,59,27.5
2019-01-19T18:00,14.8,6,77,1019.7,5.3,0,0,0
2019-01-19T19:00,14,16,78,1019.3,3.8,0,0,0
2019-01-19T20:00,13.4,6,79,1018.8,2.3,0,0,0
2019-01-19T21:00,12.6,16,83,1018.3,1.8,0,0,0
2019-01-19T22:00,12.3,16,83,1018.2,1.3,0,0,0
2019-01-19T23:00,11.7,1,86,1018.2,1.4,0,0,0
2019-01-20T00:00,11.4,83,88,1018.4,3.7,0,0,0
2019-01-20T01:00,11.5,100,88,1017.8,2.3,0,0,0
2019-01-20T02:00,11.7,89,91,1017.4,6.6,0,0,0
2019-01-20T03:00,11.7,36,89,1017.1,3.4,0,0,0
2019-01-20T04:00,11.3,62,88,1016.9,2.9,0,0,0
2019-01-20T05:00,11.2,79,90,1016.3,3.8,0,0,0
2019-01-20T06:00,11,70,89,1015.9,5.6,0,0,0
2019-01-20T07:00,11.4,100,89,1015.9,5.5,0,0,0
2019-01-20T08:00,12.3,86,88,1015.5,7.7,22,22,0
2019-01-20T09:00,13.7,78,87,1015.9,10.1,26,26,0
2019-01-20T10:00,14.3,87,86,1015.8,10.2,40,40,0
2019-01-20T11:00,15.4,59,87,1015.7,10.7,248,248,0
2019-01-20T12:00,16.5,46,79,1014.8,15.5,484,192,563.7
2019-01-20T13:00,15.5,84,84,1013.4,16.6,498,165,622.7
2019-01-20T14:00,14.8,93,80,1012.8,12.4,103,103,0
2019-01-20T15:00,13.9,93,78,1012.6,15.3,32,32,0
2019-01-20T16:00,13.3,79,80,1012.5,14.2,31,31,0
2019-01-20T17:00,12.2,92,84,1012.4,9.6,8,8,0
2019-01-20T18:00,11,93,83,1012.9,19.1,0,0,0
2019-01-20T19:00,10.1,63,85,1013.5,8.4,0,0,0
2019-01-20T20:00,9.6,76,86,1013.3,4.4,0,0,0
2019-01-20T21:00,9.3,39,87,1013.5,6.3,0,0,0
2019-01-20T22:00,9.1,20,86,1014,7.5,0,0,0
2019-01-20T23:00,8.3,8,79,1014.6,6,0,0,0
2019-01-21T00:00,8.5,16,80,1015.1,7.7,0,0,0
2019-01-21T01:00,8.2,41,82,1015.1,3.3,0,0,0
2019-01-21T02:00,7.9,38,81,1015.3,5.1,0,0,0
2019-01-21T03:00,8.1,36,81,1015.8,4.2,0,0,0
2019-01-21T04:00,7.6,11,78,1016.2,4.3,0,0,0
2019-01-21T05:00,7.1,18,80,1016.4,7.4,0,0,0
2019-01-21T06:00,6.9,16,79,1016.8,7.9,0,0,0
2019-01-21T07:00,6.7,22,80,1017.5,9.2,0,0,0
2019-01-21T08:00,7.3,0,82,1018.2,10.9,37,14,252.4
2019-01-21T09:00,9.9,0,83,1019.3,5.2,184,47,706.3
2019-01-21T10:00,11.5,7,74,1020.1,8.4,349,84,772.7
2019-01-21T11:00,12.5,7,66,1020.6,11.2,476,100,827.3
2019-01-21T12:00,13,8,62,1020.6,13.5,543,123,806.1
2019-01-21T13:00,13.1,7,60,1020.3,11.7,566,115,838.2
2019-01-21T14:00,13.3,0,59,1019.9,12.1,510,157,699.9
2019-01-21T15:00,13.2,0,60,1020,11.8,431,69,857.3
2019-01-21T16:00,12.9,0,59,1020.1,10.2,270,71,669.2
2019-01-21T17:00,11.9,0,66,1020.6,8.7,81,50,207.7
2019-01-21T18:00,10.5,0,72,1021.2,10.2,0,0,0
2019-01-21T19:00,9.5,0,75,1021.4,9.2,0,0,0
2019-01-21T20:00,8.9,0,80,1021.9,7,0,0,0
2019-01-21T21:00,8.7,0,81,1022.2,8.3,0,0,0
2019-01-21T22:00,8.2,0,82,1022.2,8.3,0,0,0
2019-01-21T23:00,7.7,0,81,1022.6,9.4,0,0,0
2019-01-22T00:00,7,4,85,1022.5,9.7,0,0,0
2019-01-22T01:00,6.2,0,87,1022.6,6.6,0,0,0
2019-01-22T02:00,6,0,86,1023,8.2,0,0,0
2019-01-22T03:00,5.6,0,84,1023,7,0,0,0
2019-01-22T04:00,5.1,0,84,1023.1,7.1,0,0,0
2019-01-22T05:00,4.8,0,82,1023,6.9,0,0,0
2019-01-22T06:00,4.3,0,82,1023.4,5.4,0,0,0
2019-01-22T07:00,4.1,0,79,1023.6,5.1,0,0,0
2019-01-22T08:00,4.7,0,77,1024,5.5,34,28,65.2
2019-01-22T09:00,7.5,0,71,1024.5,4.8,177,106,362.1
2019-01-22T10:00,10,24,60,1025.4,2.4,325,190,390.8
2019-01-22T11:00,11.6,11,41,1025.8,5.9,472,152,699.7
2019-01-22T12:00,11.9,0,40,1025.3,4.7,540,232,587.6
2019-01-22T13:00,12.5,0,37,1024.6,4,563,202,666.8
2019-01-22T14:00,13.5,0,34,1024.1,5.4,539,134,797.4
2019-01-22T15:00,13.9,0,33,1024,3.3,425,144,659.8
2019-01-22T16:00,14.1,0,45,1024.1,3.2,262,103,528.2
2019-01-22T17:00,12.5,0,46,1024.1,1.8,85,52,218.4
2019-01-22T18:00,10,12,58,1024.1,7.8,0,0,0
2019-01-22T19:00,8.7,0,62,1024.3,5.7,0,0,0
2019-01-22T20:00,8,0,64,1024.8,4.4,0,0,0
2019-01-22T21:00,7.2,0,66,1025,4.1,0,0,0
2019-01-22T22:00,6.6,0,68,1025,2.9,0,0,0
2019-01-22T23:00,6,0,68,1025.3,3.9,0,0,0
2019-01-23T00:00,5.4,0,68,1025.8,4.7,0,0,0
2019-01-23T01:00,4.7,0,69,1025.7,4,0,0,0
2019-01-23T02:00,4.4,0,68,1025.6,3.5,0,0,0
2019-01-23T03:00,3.9,0,70,1025.6,5.6,0,0,0
2019-01-23T04:00,3.5,0,71,1025.3,4.9,0,0,0
2019-01-23T05:00,3.4,0,68,1025.2,5.8,0,0,0
2019-01-23T06:00,2.9,0,73,1025.2,2.8,0,0,0
2019-01-23T07:00,2.6,0,74,1025.5,3.3,0,0,0
2019-01-23T08:00,3.2,0,75,1025.6,3.4,30,29,10.7
2019-01-23T09:00,6,0,81,1026.2,1.6,193,59,675.7
2019-01-23T10:00,9.4,0,68,1026.3,0.8,359,74,819
2019-01-23T11:00,10.6,0,61,1026.3,4,494,84,890.9
2019-01-23T12:00,12,0,57,1025.6,5.5,568,106,876
2019-01-23T13:00,13.5,0,54,1024.7,9.7,575,187,712.1
2019-01-23T14:00,14.2,0,50,1023.6,7.6,499,218,549.3
2019-01-23T15:00,14.9,0,47,1022.6,5.8,414,156,600.5
2019-01-23T16:00,14.6,0,49,1022.1,9,246,131,377.4
2019-01-23T17:00,12.9,0,58,1022.1,8.7,90,66,156.9
2019-01-23T18:00,10.4,0,65,1022,9,0,0,0
2019-01-23T19:00,9.5,4,71,1022.3,9.4,0,0,0
2019-01-23T20:00,8.8,0,70,1022.1,9.1,0,0,0
2019-01-23T21:00,8.2,3,67,1021.9,9.3,0,0,0
2019-01-23T22:00,7.5,2,66,1021.7,5.8,0,0,0
2019-01-23T23:00,7.1,8,68,1021.4,6.7,0,0,0
2019-01-24T00:00,6.6,2,71,1021.6,8,0,0,0
2019-01-24T01:00,6,7,74,1021.2,7.7,0,0,0
2019-01-24T02:00,5.6,5,74,1020.6,7.4,0,0,0
2019-01-24T03:00,5.2,4,77,1020.3,9,0,0,0
2019-01-24T04:00,4.8,7,79,1020.4,7.2,0,0,0
2019-01-24T05:00,4.4,9,80,1020.2,7,0,0,0
2019-01-24T06:00,4.1,6,77,1020.1,6.4,0,0,0
2019-01-24T07:00,3.9,7,77,1019.8,5.8,0,0,0
2019-01-24T08:00,4.4,0,80,1020,3.9,39,15,254.8
2019-01-24T09:00,7.3,0,86,1020.3,2.2,192,43,742.6
2019-01-24T10:00,10.9,0,80,1020.1,1.1,359,83,787.1
2019-01-24T11:00,14.6,0,60,1019.8,0.5,494,75,904.5
2019-01-24T12:00,15.9,0,46,1019.4,4.7,569,96,891.3
2019-01-24T13:00,16.7,0,44,1018.5,5.8,590,98,897.1
2019-01-24T14:00,17.4,0,43,1017.7,6.8,528,152,729.8
2019-01-24T15:00,17.1,0,43,1017.7,7.3,440,82,826.1
2019-01-24T16:00,17.3,0,42,1017.7,8.8,280,86,629
2019-01-24T17:00,15.8,0,48,1017.7,4.3,93,53,258.2
2019-01-24T18:00,12.6,0,63,1018.1,8.4,0,0,0
2019-01-24T19:00,11,1,65,1019.2,6.8,0,0,0
2019-01-24T20:00,9.8,1,67,1019.5,4.5,0,0,0
2019-01-24T21:00,8.9,3,70,1019.1,6.4,0,0,0
2019-01-24T22:00,8.4,3,65,1019,6.2,0,0,0
2019-01-24T23:00,7.5,2,66,1018.8,7.9,0,0,0
2019-01-25T00:00,6,3,82,1018.7,1.3,0,0,0
2019-01-25T01:00,5.4,1,88,1018.3,5.9,0,0,0
2019-01-25T02:00,5.5,2,83,1017.8,9.4,0,0,0
2019-01-25T03:00,5.3,4,80,1018,6.8,0,0,0
2019-01-25T04:00,4.8,2,84,1018.4,8.5,0,0,0
2019-01-25T05:00,4.6,4,83,1018.3,10.9,0,0,0
2019-01-25T06:00,4,4,86,1018.3,6.5,0,0,0
2019-01-25T07:00,3.9,5,87,1018.7,9.2,0,0,0
2019-01-25T08:00,5.1,0,91,1018.8,7.1,41,16,262.2
2019-01-25T09:00,8.3,0,90,1019.3,4,198,44,758.3
2019-01-25T10:00,10.2,0,81,1019.6,5.8,370,61,874.2
2019-01-25T11:00,11.8,0,70,1020,5.1,496,101,847
2019-01-25T12:00,13.9,0,59,1019.6,3.9,586,80,947.4
2019-01-25T13:00,14.6,0,57,1018.9,6.4,600,97,911.1
2019-01-25T14:00,16.4,0,50,1018.3,5.8,559,84,915.2
2019-01-25T15:00,17.1,0,46,1018,5.2,452,81,848.5
2019-01-25T16:00,17.9,0,44,1017.8,6.9,292,73,701.4
2019-01-25T17:00,16.1,0,51,1017.7,4.9,98,54,280.5
2019-01-25T18:00,13.2,0,61,1017.6,9.1,0,0,0
2019-01-25T19:00,11.7,0,63,1017.9,8.3,0,0,0
2019-01-25T20:00,11,0,59,1018.3,7.3,0,0,0
2019-01-25T21:00,9.7,1,60,1018.9,5.4,0,0,0
2019-01-25T22:00,8.9,0,59,1019.1,4.5,0,0,0
2019-01-25T23:00,7.9,0,59,1019.4,2.5,0,0,0
2019-01-26T00:00,7.1,2,60,1019.3,1.8,0,0,0
2019-01-26T01:00,6.5,21,63,1019.4,3.6,0,0,0
2019-01-26T02:00,6,0,65,1019.6,2.5,0,0,0
2019-01-26T03:00,6,0,62,1019.7,3.9,0,0,0
2019-01-26T04:00,5.6,0,62,1019.7,1.8,0,0,0
2019-01-26T05:00,5.1,0,70,1019.8,7.2,0,0,0
2019-01-26T06:00,5.1,0,69,1020.1,2.9,0,0,0
2019-01-26T07:00,4.8,0,70,1020.3,2.9,0,0,0
2019-01-26T08:00,5.3,0,75,1020.8,3.4,38,31,72.5
2019-01-26T09:00,8.5,0,77,1021,2.9,182,125,277.2
2019-01-26T10:00,12.5,0,69,1021.4,3.8,355,157,555.6
2019-01-26T11:00,14.9,80,52,1021.3,4.7,451,259,408.9
2019-01-26T12:00,15.9,39,48,1020.6,3.3,583,128,846.3
2019-01-26T13:00,16.9,100,41,1019.9,5.2,594,142,813.3
2019-01-26T14:00,17.9,100,39,1019.4,4.5,524,258,508.7
2019-01-26T15:00,18.2,70,38,1019.5,3.7,420,210,476.1
2019-01-26T16:00,18.8,66,36,1019.3,3.5,258,166,291.1
2019-01-26T17:00,15.6,100,60,1019.9,6.3,90,71,119.6
2019-01-26T18:00,13.5,0,56,1019.3,7.9,0,0,0
2019-01-26T19:00,11.3,12,66,1019.8,7.1,0,0,0
2019-01-26T20:00,10.6,0,63,1019.9,7.3,0,0,0
2019-01-26T21:00,9.6,0,66,1020,3.4,0,0,0
2019-01-26T22:00,8.9,0,67,1019.9,2.5,0,0,0
2019-01-26T23:00,8.5,0,69,1019.8,3.3,0,0,0
2019-01-27T00:00,8,0,73,1019.9,2.3,0,0,0
2019-01-27T01:00,7.4,0,72,1019.6,1.6,0,0,0
2019-01-27T02:00,7,0,78,1019.7,3.7,0,0,0
2019-01-27T03:00,6.9,0,75,1019.3,3.1,0,0,0
2019-01-27T04:00,6.4,0,75,1019,1.8,0,0,0
2019-01-27T05:00,6.4,4,75,1018.4,5,0,0,0
2019-01-27T06:00,5.8,7,78,1018.3,4.3,0,0,0
2019-01-27T07:00,5.2,0,84,1018.3,5,0,0,0
2019-01-27T08:00,6.1,10,86,1018.7,6.2,35,33,20.5
2019-01-27T09:00,9.5,0,85,1019,2.4,169,140,139.2
2019-01-27T10:00,11.8,0,78,1018.7,4,330,227,286.6
2019-01-27T11:00,13.4,0,66,1018.3,2.6,480,191,611.1
2019-01-27T12:00,14.9,2,59,1017.5,5,550,241,571
2019-01-27T13:00,16.1,0,52,1016.6,6.5,578,230,621.9
2019-01-27T14:00,17.4,0,49,1015.7,7.9,513,292,419.5
2019-01-27T15:00,18.6,0,43,1015,7,381,270,249.4
2019-01-27T16:00,19.3,0,38,1014.8,7.9,254,185,215.6
2019-01-27T17:00,17.7,8,47,1014.5,8.3,93,73,124.3
2019-01-27T18:00,14.6,1,55,1014.2,6.9,0,0,0
2019-01-27T19:00,12.3,8,66,1014,7.4,0,0,0
2019-01-27T20:00,11.7,0,64,1014.4,6.9,0,0,0
2019-01-27T21:00,11.1,16,64,1014.2,4.7,0,0,0
2019-01-27T22:00,10.3,0,64,1014.1,4,0,0,0
2019-01-27T23:00,9.7,20,67,1013.8,2.7,0,0,0
2019-01-28T00:00,9,0,74,1013.8,4.3,0,0,0
2019-01-28T01:00,8.6,16,77,1013.5,3.7,0,0,0
2019-01-28T02:00,7.9,15,84,1013.3,2.5,0,0,0
2019-01-28T03:00,7.7,15,84,1013,1.8,0,0,0
2019-01-28T04:00,7.6,1,83,1012.8,3.6,0,0,0
2019-01-28T05:00,7.4,16,82,1012.8,2.4,0,0,0
2019-01-28T06:00,7.1,23,82,1012.8,1.3,0,0,0
2019-01-28T07:00,7.2,97,83,1012.6,2.4,0,0,0
2019-01-28T08:00,8.6,93,86,1013.1,0.8,28,28,0
2019-01-28T09:00,11.4,15,85,1013.7,1.9,185,124,289.1
2019-01-28T10:00,12.9,0,83,1013.6,2.3,320,232,242.8
2019-01-28T11:00,17.2,0,71,1013.8,0,475,250,472.4
2019-01-28T12:00,17.2,0,56,1013.3,1.3,566,157,750.7
2019-01-28T13:00,18.1,0,49,1012.9,4.2,602,81,924.7
2019-01-28T14:00,18.4,0,47,1012.4,6.8,557,96,868.6
2019-01-28T15:00,18.2,0,48,1012.1,6.1,414,250,365.2
2019-01-28T16:00,18.7,6,48,1011.9,6.7,287,110,546.4
2019-01-28T17:00,17.3,68,55,1011.7,5.1,89,80,54.9
2019-01-28T18:00,14.6,27,70,1011.8,8.1,0,0,0
2019-01-28T19:00,13.1,0,80,1011.9,9.8,0,0,0
2019-01-28T20:00,12,0,85,1011.8,8.8,0,0,0
2019-01-28T21:00,11.3,1,82,1011.9,3,0,0,0
2019-01-28T22:00,10.6,64,84,1011.8,3.3,0,0,0
2019-01-28T23:00,9.7,4,89,1011.8,2.6,0,0,0
2019-01-29T00:00,9.1,11,87,1011.7,1.8,0,0,0
2019-01-29T01:00,8.7,16,87,1011.1,1.1,0,0,0
2019-01-29T02:00,8.3,68,88,1012,3.1,0,0,0
2019-01-29T03:00,8.5,16,90,1011.8,4.8,0,0,0
2019-01-29T04:00,8.8,49,93,1011.2,3.3,0,0,0
2019-01-29T05:00,9.2,49,92,1011.2,4.3,0,0,0
2019-01-29T06:00,9.1,31,88,1011.2,2.3,0,0,0
2019-01-29T07:00,9.4,16,90,1011.7,3.1,0,0,0
2019-01-29T08:00,10.1,27,97,1012,8.4,34,31,29.9
2019-01-29T09:00,11.7,29,93,1012.4,4.3,180,126,252.5
2019-01-29T10:00,13.2,43,86,1012.7,4.9,339,183,426.7
2019-01-29T11:00,14.2,53,84,1012.7,8.4,340,256,175.1
2019-01-29T12:00,15,52,79,1012.1,7.6,413,278,246.1
2019-01-29T13:00,15.1,35,79,1011.2,6.7,396,327,121.6
2019-01-29T14:00,16.5,28,76,1010.6,9.5,457,202,476.8
2019-01-29T15:00,16.5,0,75,1010.3,10.8,393,171,490
2019-01-29T16:00,15.9,16,74,1010.7,11.5,240,153,265.3
2019-01-29T17:00,14.5,13,78,1010.5,11.5,83,73,59.6
2019-01-29T18:00,12.7,18,84,1010,6.9,0,0,0
2019-01-29T19:00,11.5,24,89,1010.4,7,0,0,0
2019-01-29T20:00,10.6,29,91,1010.7,6.2,0,0,0
2019-01-29T21:00,10,27,92,1010.6,6.4,0,0,0
2019-01-29T22:00,9.4,25,93,1010.5,5.5,0,0,0
2019-01-29T23:00,8.8,50,92,1010.6,7,0,0,0
2019-01-30T00:00,9.5,61,94,1010.8,7.9,0,0,0
2019-01-30T01:00,10.1,54,94,1010.5,6.6,0,0,0
2019-01-30T02:00,10.4,58,93,1010.2,8.6,0,0,0
2019-01-30T03:00,10.2,44,94,1010.1,6.3,0,0,0
2019-01-30T04:00,9.9,72,93,1010,4.4,0,0,0
2019-01-30T05:00,10.1,49,91,1010.2,2.2,0,0,0
2019-01-30T06:00,9.7,60,90,1010.1,2.6,0,0,0
2019-01-30T07:00,10,64,91,1010.1,3.8,0,0,0
2019-01-30T08:00,10,52,92,1010.4,5.4,23,23,0
2019-01-30T09:00,10.7,66,92,1010.5,4.1,113,113,0
2019-01-30T10:00,11.6,68,91,1010.5,4,216,216,0
2019-01-30T11:00,12.2,26,90,1010.4,4.6,332,330,4.1
2019-01-30T12:00,13.5,9,87,1009.6,3.9,446,372,134
2019-01-30T13:00,15.3,0,75,1008.7,5.1,579,161,731.6
2019-01-30T14:00,16.5,1,68,1008.1,5.9,546,114,801.7
2019-01-30T15:00,17.2,0,64,1007.1,4.6,436,130,669.3
2019-01-30T16:00,17.7,12,59,1006.7,6.1,251,170,244.1
2019-01-30T17:00,16.6,0,61,1006.5,4.8,106,60,268.2
2019-01-30T18:00,14.5,16,71,1006.3,3.4,0,0,0
2019-01-30T19:00,13.6,30,75,1006.6,3.2,0,0,0
2019-01-30T20:00,13.4,18,79,1006.7,10.8,0,0,0
2019-01-30T21:00,12.4,47,88,1006.6,9.5,0,0,0
2019-01-30T22:00,12.2,64,91,1007,10.3,0,0,0
2019-01-30T23:00,11.8,17,90,1006.9,8.2,0,0,0
2019-01-31T00:00,11.9,45,90,1007.5,7.8,0,0,0
2019-01-31T01:00,11.3,37,94,1007.4,2.5,0,0,0
2019-01-31T02:00,11.2,38,93,1007,0.4,0,0,0
2019-01-31T03:00,11.1,31,93,1007.2,13.6,0,0,0
2019-01-31T04:00,11,17,92,1006.8,7.2,0,0,0
2019-01-31T05:00,11.2,19,93,1006.7,6.6,0,0,0
2019-01-31T06:00,10,29,92,1007.1,4.3,0,0,0
2019-01-31T07:00,9.7,60,87,1007.1,3,0,0,0
2019-01-31T08:00,10.6,60,93,1007.7,2.3,4,4,0
2019-01-31T09:00,11.3,70,95,1008.2,5.9,16,16,0
2019-01-31T10:00,12.5,49,91,1008.7,2.5,214,196,48.4
2019-01-31T11:00,13.5,52,87,1009.4,1.4,346,297,100.6
2019-01-31T12:00,14.7,27,82,1009.8,3.2,293,293,0
2019-01-31T13:00,15.1,33,81,1009.4,8,434,217,377.2
2019-01-31T14:00,15.6,39,80,1008.8,8.6,423,237,342.6
2019-01-31T15:00,15.4,17,81,1008.4,7.3,362,188,377.2
2019-01-31T16:00,16,0,75,1008,4.1,279,98,538.9
2019-01-31T17:00,15.4,0,78,1007.7,2.4,111,58,302.3
2019-01-31T18:00,13.6,3,80,1007.3,3.8,0,0,0
2019-01-31T19:00,12.3,6,81,1007.6,2.1,0,0,0
2019-01-31T20:00,11.7,2,78,1007.9,4.2,0,0,0
2019-01-31T21:00,11.2,16,81,1008.6,7.4,0,0,0
2019-01-31T22:00,11,25,80,1009.2,8.2,0,0,0
2019-01-31T23:00,11,54,84,1009.3,1.1,0,0,0
2019-02-01T00:00,11.1,78,89,1009.3,4.7,0,0,0
2019-02-01T01:00,11.2,84,91,1009.6,5.5,0,0,0
2019-02-01T02:00,10.7,91,93,1009.7,7.8,0,0,0
2019-02-01T03:00,10.3,86,95,1009.6,7.7,0,0,0
2019-02-01T04:00,10.5,49,92,1008.4,6.9,0,0,0
2019-02-01T05:00,9.9,98,89,1008.1,9.1,0,0,0
2019-02-01T06:00,9,0,91,1007.4,7.1,0,0,0
2019-02-01T07:00,8.6,16,89,1007.6,6.5,0,0,0
2019-02-01T08:00,9.3,16,91,1007.8,5.8,43,35,76.4
2019-02-01T09:00,11.8,15,87,1007.5,5.2,174,114,269.2
2019-02-01T10:00,13.4,50,80,1007.7,8.5,331,272,157.1
2019-02-01T11:00,14.5,62,72,1007.8,11.7,385,374,22.4
2019-02-01T12:00,15,57,66,1007.1,14.5,486,415,126.7
2019-02-01T13:00,15.1,40,64,1005.9,16.3,489,460,50
2019-02-01T14:00,14.3,57,66,1004.6,18.8,373,372,1.8
2019-02-01T15:00,13.5,84,70,1003.6,16.8,49,49,0
2019-02-01T16:00,12.9,92,80,1002.8,8.2,15,15,0
2019-02-01T17:00,12.9,100,78,1001.8,8.9,7,7,0
2019-02-01T18:00,12.5,100,82,1000.9,15,0,0,0
2019-02-01T19:00,12.5,28,79,1000.5,15.3,0,0,0
2019-02-01T20:00,12.3,22,82,1000.2,21,0,0,0
2019-02-01T21:00,11.6,25,87,999.5,24.3,0,0,0
2019-02-01T22:00,11.8,75,86,998.3,26.7,0,0,0
2019-02-01T23:00,11.8,37,82,997.3,21.4,0,0,0
2019-02-02T00:00,11.5,39,85,996.6,21.3,0,0,0
2019-02-02T01:00,11.7,77,84,995.3,22.6,0,0,0
2019-02-02T02:00,11.3,52,89,994.8,22.7,0,0,0
2019-02-02T03:00,11.4,73,92,993.3,20.5,0,0,0
2019-02-02T04:00,11.4,72,91,993.1,11.4,0,0,0
2019-02-02T05:00,11,79,90,994.1,6.5,0,0,0
2019-02-02T06:00,10.9,35,90,994,16.6,0,0,0
2019-02-02T07:00,10.2,54,93,994.1,9.3,0,0,0
2019-02-02T08:00,10.5,42,95,995,2,30,27,28.2
2019-02-02T09:00,11.8,38,88,995.7,10.8,180,132,212.3
2019-02-02T10:00,12.8,71,83,996.3,14.2,347,185,427.3
2019-02-02T11:00,12.9,56,82,996.7,16.5,431,228,410.6
2019-02-02T12:00,13.6,46,80,996.4,17.5,375,375,0
2019-02-02T13:00,14.3,41,69,995.8,13.8,506,272,401
2019-02-02T14:00,14.5,17,62,995.2,17.1,469,241,413.6
2019-02-02T15:00,13.6,57,64,995.2,18.4,463,127,715.5
2019-02-02T16:00,12.8,47,68,994.9,15.9,244,138,308.2
2019-02-02T17:00,11.9,42,71,994.2,14.7,123,88,191.2
2019-02-02T18:00,11.2,54,74,994,16,0,0,0
2019-02-02T19:00,10.4,48,79,993.9,23.7,0,0,0
2019-02-02T20:00,9.6,45,85,993.5,22.2,0,0,0
2019-02-02T21:00,9.5,67,88,993.1,27.4,0,0,0
2019-02-02T22:00,9.4,77,88,993.4,21.5,0,0,0
2019-02-02T23:00,9.1,80,91,993.3,13.3,0,0,0
2019-02-03T00:00,9.4,58,94,993.4,12.6,0,0,0
2019-02-03T01:00,9.5,71,94,993.8,9.2,0,0,0
2019-02-03T02:00,10,76,93,994.4,14.3,0,0,0
2019-02-03T03:00,10.4,48,94,994.9,9.2,0,0,0
2019-02-03T04:00,10.3,52,94,995.5,2.8,0,0,0
2019-02-03T05:00,10.5,48,91,996.7,2.5,0,0,0
2019-02-03T06:00,10.6,61,94,997.6,4.9,0,0,0
2019-02-03T07:00,10.7,84,95,998.7,6.6,0,0,0
2019-02-03T08:00,11.1,17,93,999.8,4.8,14,14,0
2019-02-03T09:00,12.2,81,88,1001.1,15.9,203,74,562.6
2019-02-03T10:00,12.4,83,93,1002.1,12.9,251,213,99.3
2019-02-03T11:00,12.2,82,88,1002.9,11.1,47,47,0
2019-02-03T12:00,12.5,90,84,1003.3,12.8,395,355,70.4
2019-02-03T13:00,12.5,79,85,1003.1,12.2,143,143,0
2019-02-03T14:00,12,82,80,1002.8,8.8,44,44,0
2019-02-03T15:00,12,50,80,1002.8,5.3,29,29,0
2019-02-03T16:00,12,40,76,1002.9,6.9,62,62,0
2019-02-03T17:00,11.6,34,75,1002.8,7.9,127,75,278.2
2019-02-03T18:00,10.1,32,77,1002.7,5.2,0,0,0
2019-02-03T19:00,9.5,14,77,1002.6,11.2,0,0,0
2019-02-03T20:00,9.3,17,79,1002.1,12.7,0,0,0
2019-02-03T21:00,9,34,81,1001.4,13.4,0,0,0
2019-02-03T22:00,9.1,55,82,1000.8,15.4,0,0,0
2019-02-03T23:00,9.3,76,85,999.8,15,0,0,0
2019-02-04T00:00,9.7,38,84,999.1,23.5,0,0,0
2019-02-04T01:00,9.4,36,88,998.8,16.5,0,0,0
