,NWP_GHI,NWP_DNI,NWP_DHI,NWP_Temp,NWP_Wind,NWP_Humidity,NWP_Press,NWP_Cloud,NWP_Precip
2018-01-01 15:30:00+00:00,0.09817440666065365,0.08871228133787067,0.10223090271778668,7.779379880973971,0.24868261544396028,94.94636055691711,102228.8151948719,96.46590267498817,0.0
2018-01-01 15:45:00+00:00,2.913607030033734,1.5361988779742584,2.2423728957336744,7.652336750232021,0.24834970117613367,95.60481815876506,102237.45019605134,96.56356339554117,0.0
2018-01-01 16:00:00+00:00,12.680044915348084,5.241854536390553,7.438190378957531,7.584691479295145,0.26307914337494204,96.28866475433253,102247.62801488134,96.66122411609417,0.0
2018-01-01 16:15:00+00:00,29.21281370298847,16.018406159217882,15.395758226315147,7.597833944502031,0.30186650404025744,96.97988797717707,102259.58993242009,97.33645644179268,0.0
2018-01-01 16:30:00+00:00,52.082990005141994,30.84251143482833,24.901360472873364,7.691003251925721,0.3508012968056489,97.4883349475522,102272.13892582367,98.01168876749118,0.0
2018-01-01 16:45:00+00:00,80.60603292723586,48.28214158479295,35.43912011974297,7.857900815072859,0.39024652321311015,97.58081765738571,102283.71839627298,98.68692109318968,0.0
2018-01-01 17:00:00+00:00,114.12040423813174,67.39527261074632,46.72513162738541,8.092228047450078,0.40056518480463427,97.0241480986052,102292.77174494864,99.36215341888818,0.0
2018-01-01 17:15:00+00:00,144.53149235573346,87.52855430997231,57.424227071947755,8.386579158556804,0.3703169551482841,95.66530021328073,102298.16544737802,88.38333358765811,0.0
2018-01-01 17:30:00+00:00,176.26297017259375,108.3393371826141,68.38630588842884,8.729119541863572,0.3208481959163985,93.67189574405151,102300.45827647451,77.40451375642806,0.0
2018-01-01 17:45:00+00:00,208.8455444597546,129.56427001922805,79.53868598263422,9.106907386833708,0.28170194080738575,91.29171838369919,102300.63207949817,66.42569392519799,0.0
2018-01-01 18:00:00+00:00,241.82657088556533,151.0153330722265,90.81123781333883,9.507000882930527,0.2824212235196539,88.77255182500531,102299.66870370891,55.44687409396792,0.0
2018-01-01 18:15:00+00:00,269.1063519386067,169.42571428425612,98.2111516438205,9.920069532299326,0.34691118720643455,86.31358199550083,102298.00102026979,45.47937680252697,0.0
2018-01-01 18:30:00+00:00,295.09630838436647,187.66278652828808,105.3293236837185,10.351228087813274,0.4765254128402533,83.91960376171416,102293.86599595554,35.511879511086015,0.0
2018-01-01 18:45:00+00:00,319.5068072542681,205.67257144455272,112.15166399778992,10.809202615027525,0.6669795908484593,81.54681422492308,102284.95162144407,25.544382219645062,0.0
2018-01-01 19:00:00+00:00,342.05930688307825,223.40284809858335,118.65645878449493,11.302719179497217,0.9139894116584011,79.15141048640535,102268.94588741311,15.57688492820411,0.0
2018-01-01 19:15:00+00:00,366.8353610477768,242.68083231650536,121.88757294909492,11.835315835161811,1.2091638307328167,76.71946226622939,102244.50627563565,12.485312743198083,0.0
2018-01-01 19:30:00+00:00,389.46539837599556,261.59897383741963,124.66669303640448,12.389778589497995,1.5276848636759983,74.35652975962583,102214.16823226475,9.393740558192057,0.0
2018-01-01 19:45:00+00:00,409.5985092700476,280.0794290047064,126.9921097726541,12.943705438366772,1.8406277911276265,72.19804578061611,102181.43669454865,6.30216837318603,0.0
2018-01-01 20:00:00+00:00,426.8948454833817,298.0368722119638,128.8579732714179,13.474694377629135,2.1190678937273817,70.37944314322145,102149.81659973552,3.210596188180004,0.0
2018-01-01 20:15:00+00:00,442.64479371056456,316.25389162554825,122.67204544465125,13.964169360474498,2.3390207043995503,68.98626292166814,102122.0604595091,2.626920787999941,0.0
2018-01-01 20:30:00+00:00,454.9039201488765,333.73773619842734,116.04211336560897,14.408858169405855,2.4962627652068408,67.90447923100191,102097.91108329475,2.043245387819878,0.0
2018-01-01 20:45:00+00:00,463.3423985902052,350.3513359829871,109.03640210982206,14.809314544254626,2.591510870496565,66.97017444647351,102076.3588549535,1.4595699876398154,0.0
2018-01-01 21:00:00+00:00,467.65213271128744,365.9313690642712,101.72076364701616,15.166092224852207,2.6254818146160366,66.0194309433335,102056.39415834627,0.8758945874597523,0.0
2018-01-01 21:15:00+00:00,466.83905871261044,365.2144002425973,96.74449341249674,15.479793783856278,2.602559364708629,64.93994483861532,102037.27436472493,0.8285901759418914,0.0
2018-01-01 21:30:00+00:00,461.4146372827563,363.3825022840339,91.48998823604698,15.751217125229562,2.541795179101952,63.82586721648293,102019.32479490511,0.7812857644240306,0.0
2018-01-01 21:45:00+00:00,451.1745082600536,360.2794328809232,85.98527740559877,15.981208985761059,2.4659078889196784,62.822962902883035,102003.13775709338,0.7339813529061698,0.0
2018-01-01 22:00:00+00:00,435.95202042291663,355.69727211226916,80.25474831064747,16.170616102239762,2.397616125285477,62.07699672376228,101989.30555949626,0.6866769413883089,0.0
2018-01-01 22:15:00+00:00,419.4655281602211,334.21432446042206,79.46310612099522,16.32032978303087,2.3556105183860527,61.69085665076101,101978.36950036453,0.6630247356293778,0.0
2018-01-01 22:30:00+00:00,397.1584099098394,311.5417573731899,78.05506931907543,16.43141962280443,2.3424696946602386,61.59592323829415,101970.66683812547,0.6393725298704467,0.0
2018-01-01 22:45:00+00:00,368.93844392024414,287.50143572106276,75.93404512778758,16.5049997878067,2.3567442796099023,61.680700186470304,101966.4838212507,0.6157203241115156,0.0
2018-01-01 23:00:00+00:00,334.8135669314499,261.8431146987869,72.97045223266298,16.54218444428392,2.396984898736909,61.833691195398046,101966.10669821168,0.5920681183525844,0.0
2018-01-01 23:15:00+00:00,317.2686676382587,230.11582668443057,75.18168122620696,16.532377331461774,2.4567876728893445,62.04480863599762,101969.37669407197,0.5447637068347235,0.0
2018-01-01 23:30:00+00:00,286.3769443578443,196.66782331755056,74.92321675600815,16.418140480483615,2.509930704300159,62.70959956243579,101974.3549402631,0.4974592953168627,0.0
2018-01-01 23:45:00+00:00,242.52802310693076,161.1658195727235,71.48609302230739,16.130325495472253,2.525237590548525,64.325019699691,101978.65754480868,0.45015488379900187,0.0
2018-01-02 00:00:00+00:00,187.1816154170419,123.30838766558615,63.87322775145577,15.599783980550455,2.47153192921361,67.38802477274163,101979.90061573224,0.402850472281141,0.0
2018-01-02 00:15:00+00:00,86.36428296280235,67.74933598038965,35.32235340747539,14.801307585388978,2.327697973533262,72.10551924523453,101976.55168300311,0.37538339462560855,0.0
2018-01-02 00:30:00+00:00,26.323689024460933,25.50081335404209,13.58079907428989,13.885448141850361,2.112862599380029,77.5242025354901,101970.48396437342,0.3479163169700761,0.0
2018-01-02 00:45:00+00:00,2.8091583450406534,3.572493839861533,1.938035388391815,13.046697527345131,1.8562133382851367,82.40072280049726,101964.42209954117,0.3204492393145436,0.0
2018-01-02 01:00:00+00:00,0.0,0.0,0.0,12.479547619283778,1.58693772177981,85.49172819724477,101961.0907282042,0.29298216165901114,0.0
2018-01-02 01:15:00+00:00,0.0,0.0,0.0,12.317808625596493,1.3314499049896784,85.95122994199674,101962.46790619666,0.26856698152075975,0.0
2018-01-02 01:30:00+00:00,0.0,0.0,0.0,12.452564076292147,1.105070537417986,84.52269148811816,101967.54535389748,0.24415180138250836,0.0
2018-01-02 01:45:00+00:00,0.0,0.0,0.0,12.714215831899295,0.9203468921623823,82.34693934824928,101974.56820782191,0.21973662124425697,0.0
2018-01-02 02:00:00+00:00,0.0,0.0,0.0,12.93316575294648,0.7898262423205158,80.5648000350303,101981.78160448505,0.19532144110600558,0.0
2018-01-02 02:15:00+00:00,0.0,0.0,0.0,12.974484434412817,0.7228853316274518,80.052746686346,101987.88054148719,0.1724322097263961,0.0
2018-01-02 02:30:00+00:00,0.0,0.0,0.0,12.841917409079649,0.7162187863679228,80.62983894105906,101993.35946076865,0.14954297834678665,0.0
2018-01-02 02:45:00+00:00,0.0,0.0,0.0,12.573878944178894,0.7633507034640785,81.85078306327681,101999.16266535496,0.12665374696717718,0.0
2018-01-02 03:00:00+00:00,0.0,0.0,0.0,12.20878330694245,0.8578051798380674,83.27028531710644,102006.2344582715,0.10376451558756772,0.0
2018-01-02 03:15:00+00:00,0.0,0.0,0.0,11.783039126955654,0.991386407126255,84.52328439121061,102015.2402305646,0.09003097675980148,0.0
2018-01-02 03:30:00+00:00,0.0,0.0,0.0,11.325032483217498,1.1490189558218697,85.56564867247353,102025.72972536397,0.07629743793203525,0.0
2018-01-02 03:45:00+00:00,0.0,0.0,0.0,10.861143817080402,1.3139074911323563,86.43347897233481,102036.9737738203,0.06256389910426902,0.0
2018-01-02 04:00:00+00:00,0.0,0.0,0.0,10.417753569896774,1.4692566782651588,87.162876102234,102048.24320708412,0.04883036027650278,0.0
2018-01-02 04:15:00+00:00,0.0,0.0,0.0,10.024522195472839,1.5991153582931075,87.752540579834,102058.86724051952,0.047304411517862244,0.0
2018-01-02 04:30:00+00:00,0.0,0.0,0.0,9.72423019743001,1.6909090757505734,88.05157174769066,102068.40862634413,0.045778462759221705,0.0
2018-01-02 04:45:00+00:00,0.0,0.0,0.0,9.562938091843513,1.732907551037314,87.87166865458317,102076.48850098911,0.04425251400058117,0.0
2018-01-02 05:00:00+00:00,0.0,0.0,0.0,9.586706394788564,1.7133805045530859,87.02453034929069,102082.72800088553,0.04272656524194063,0.0
2018-01-02 05:15:00+00:00,0.0,0.0,0.0,9.81643384629421,1.6260751925743444,85.41845942720254,102086.92099620345,0.045778462759221705,0.0
2018-01-02 05:30:00+00:00,0.0,0.0,0.0,10.172372082204763,1.4866490148843365,83.34817267014886,102089.55229206869,0.04883036027650278,0.0
2018-01-02 05:45:00+00:00,0.0,0.0,0.0,10.549610962318372,1.316236907143008,81.20499040657005,102091.27942734612,0.05188225779378386,0.0
2018-01-02 06:00:00+00:00,0.0,0.0,0.0,10.843240346433163,1.1359738050103034,79.38023296490636,102092.75994090048,0.054934155311064936,0.0
2018-01-02 06:15:00+00:00,0.0,0.0,0.0,10.981725674489962,0.9645693060686767,78.14308632312316,102094.48986141264,0.05417118093174467,0.0
2018-01-02 06:30:00+00:00,0.0,0.0,0.0,11.027034707000292,0.8110316555906135,77.27419905728547,102096.31917682756,0.0534082065524244,0.0
2018-01-02 06:45:00+00:00,0.0,0.0,0.0,11.074510784618367,0.681943760771108,76.43208539298337,102097.93636490629,0.05264523217310413,0.0
2018-01-02 07:00:00+00:00,0.0,0.0,0.0,11.21949724799839,0.5838885288051541,75.27525955580678,102099.02990340983,0.05188225779378386,0.0
2018-01-02 07:15:00+00:00,0.0,0.0,0.0,11.519206187126814,0.5238063476310477,73.60032502326187,102099.25808035342,0.038911693345337894,0.0
2018-01-02 07:30:00+00:00,0.0,0.0,0.0,11.87832468931905,0.5100675281602916,71.75624228051893,102098.15842476916,0.02594112889689193,0.0
2018-01-02 07:45:00+00:00,0.0,0.0,0.0,12.163408591222758,0.5513998620476904,70.23006106466443,102095.23827594338,0.012970564448445965,0.0
2018-01-02 08:00:00+00:00,0.0,0.0,0.0,12.241013729485587,0.6565311409480485,69.50883111278475,102090.00497316237,0.0,0.0
2018-01-02 08:15:00+00:00,0.0,0.0,0.0,12.026811491452712,0.823727951844554,69.88265196160944,102082.31895930083,0.0,0.0
2018-01-02 08:30:00+00:00,0.0,0.0,0.0,11.632935467259346,1.0094120630339283,70.85382234644034,102073.45309158665,0.0,0.0
2018-01-02 08:45:00+00:00,0.0,0.0,0.0,11.220634797738235,1.1595440381412754,71.72769080222251,102065.03333083619,0.0,0.0
2018-01-02 09:00:00+00:00,0.0,0.0,0.0,10.951158623722108,1.2200844407916998,71.80960586390093,102058.68563786565,0.0,0.0
2018-01-02 09:15:00+00:00,0.0,0.0,0.0,10.940353413915675,1.1552916896924532,70.62354463653979,102055.54210720262,0.0,0.0
2018-01-02 09:30:00+00:00,0.0,0.0,0.0,11.12245494851153,1.0026156238793733,68.56799850568005,102054.75936821975,0.0,0.0
2018-01-02 09:45:00+00:00,0.0,0.0,0.0,11.386296335574249,0.8178039374704454,66.26008742698197,102055.00018400094,0.0,0.0
2018-01-02 10:00:00+00:00,0.0,0.0,0.0,11.620710683168397,0.6566043245836539,64.31693135610567,102054.92731763005,0.0,0.0
2018-01-02 10:15:00+00:00,0.0,0.0,0.0,11.738576568088913,0.564122425816751,63.22143209963059,102053.3911542356,0.0,0.0
2018-01-02 10:30:00+00:00,0.0,0.0,0.0,11.748954442052193,0.5428956676865552,62.919618867812886,102049.99256712447,0.0,0.0
2018-01-02 10:45:00+00:00,0.0,0.0,0.0,11.684950225505007,0.5848194231896524,63.223302721828006,102044.52005164811,0.0,0.0
2018-01-02 11:00:00+00:00,0.0,0.0,0.0,11.57966983889412,0.6817890653226282,63.944294722851325,102036.76210315795,0.0,0.0
2018-01-02 11:15:00+00:00,0.0,0.0,0.0,11.464414185919816,0.8201919654284899,64.88657489857631,102026.77910889896,0.0,0.0
2018-01-02 11:30:00+00:00,0.0,0.0,0.0,11.363264103296453,0.9643834882359326,65.82279914276876,102015.71902369004,0.0,0.0
2018-01-02 11:45:00+00:00,0.0,0.0,0.0,11.29849541099191,1.0732109968200736,66.51779231571254,102005.00169424368,0.0,0.0
2018-01-02 12:00:00+00:00,0.0,0.0,0.0,11.292383928974061,1.1055218542560288,66.73637927769147,101996.04696727221,0.0,0.0
2018-01-02 12:15:00+00:00,0.0,0.0,0.0,11.356426271274616,1.0360822597173083,66.3325439736897,101989.93907992846,0.0,0.0
2018-01-02 12:30:00+00:00,0.0,0.0,0.0,11.459002228180585,0.90333375677099,65.51690668749224,101986.41983112643,0.0,0.0
2018-01-02 12:45:00+00:00,0.0,0.0,0.0,11.55771238404282,0.761636725082546,64.58924678758446,101984.89541022063,0.0,0.0
2018-01-02 13:00:00+00:00,0.0,0.0,0.0,11.61015732321215,0.6653515443174463,63.84934364245163,101984.7720065654,0.0,0.0
2018-01-02 13:15:00+00:00,0.0,0.0,0.0,11.58448776345088,0.6537228440418003,63.52418855128814,101985.50847746321,0.0,0.0
2018-01-02 13:30:00+00:00,0.0,0.0,0.0,11.491054956167101,0.7055322534242672,63.54962053612463,101986.77435200865,0.0,0.0
2018-01-02 13:45:00+00:00,0.0,0.0,0.0,11.350760286180366,0.7844456515341447,63.788690549700846,101988.29182724433,0.0,0.0
2018-01-02 14:00:00+00:00,0.0,0.0,0.0,11.184505138310215,0.8541289174407297,64.10444954475648,101989.78310021287,0.0,0.0
2018-01-02 14:15:00+00:00,0.0,0.0,0.0,11.010937883990087,0.8863009143474861,64.37676490985093,101991.05615655529,0.0,0.0
2018-01-02 14:30:00+00:00,0.0,0.0,0.0,10.839694841108946,0.8848924419945424,64.55276977682236,101992.26213630625,0.0,0.0
2018-01-02 14:45:00+00:00,0.0,0.0,0.0,10.678159314169651,0.8618872842561939,64.59641371332857,101993.6379680989,0.0,0.0
2018-01-02 15:00:00+00:00,0.0,0.0,0.0,10.533714607675051,0.8292692250067353,64.47164628702738,101995.42058056628,0.0,0.0
2018-01-02 15:15:00+00:00,0.0,0.0,0.0,10.412627347787044,0.7988963798742883,64.18075003276742,101997.9208700293,0.0,0.0
2018-01-02 15:30:00+00:00,0.08560435712223201,0.024650830319975593,0.13228598879470527,10.316697447303682,0.7821241915022786,63.87933935416046,102001.74560355979,0.0,0.0
2018-01-02 15:45:00+00:00,2.6278993426204917,0.4368999402840241,3.000964996030314,10.246608140682065,0.7901824342879592,63.76136162200914,102007.57551591753,0.0,0.0
2018-01-02 16:00:00+00:00,11.518211927684026,1.5003030534233484,10.017908874260677,10.20304266237929,0.834300882628582,64.02076420711602,102016.09134186212,0.0,0.0
2018-01-02 16:15:00+00:00,26.4387706823711,5.852326227170924,22.40295597994137,10.193990271377753,0.9168982689559951,64.7384643183353,102027.60194409607,0.0,0.0
2018-01-02 16:30:00+00:00,46.984076584086104,12.120827747820815,37.84397939145046,10.25666432476108,1.0051491578404268,65.5432585167275,102040.92869709308,0.0,0.0
2018-01-02 16:45:00+00:00,72.52098531099774,19.6529577932509,55.379881843939025,10.4355842041382,1.057417071886702,65.95091320140477,102054.52110326984,0.0,0.0
2018-01-02 17:00:00+00:00,102.45146398835196,28.005656997237566,74.44580699111438,10.775269291118036,1.0320655336996447,65.47719477147925,102066.8286650428,0.0,0.0
2018-01-02 17:15:00+00:00,129.16786866919384,43.026790762937836,86.37053453636749,11.301310772094528,0.9050337453030548,63.80602632824249,102076.50078112683,0.0,0.0
2018-01-02 17:30:00+00:00,156.8789733690613,59.169519895580905,97.93980618845734,11.963587052601657,0.7225636263966361,61.293957781703746,102082.98643542956,0.0,0.0
2018-01-02 17:45:00+00:00,185.18215243065163,76.08386612543528,109.20174413498059,12.693048342958416,0.5484727760990683,58.465695744051764,102085.93450815696,0.0,0.0
2018-01-02 18:00:00+00:00,213.6931423425664,93.51889033006299,120.17425201250343,13.420644853483793,0.44657879352903057,55.84594682747523,102084.9938795149,0.0,0.0
2018-01-02 18:15:00+00:00,237.27363699775316,103.01045374805099,127.76621621221955,14.084447111502197,0.46349068334854243,53.8655377939575,102080.16869995602,0.0,0.0
2018-01-02 18:30:00+00:00,259.63974320615944,112.3063359021526,134.8401358014738,14.65100691235967,0.576983072392983,52.57977600466056,102072.88420091975,0.0,0.0
2018-01-02 18:45:00+00:00,280.5507652859887,121.39879127719921,141.4116239111761,15.093996368407677,0.7476219930410714,51.95008897054105,102064.92088409228,0.0,0.0
2018-01-02 19:00:00+00:00,299.7766209599976,130.27631513893812,147.48325445880357,15.38708759199767,0.9359734776715264,51.93790420255557,102058.05925115972,0.0,0.0
2018-01-02 19:15:00+00:00,282.7823540591141,109.85095597094387,150.01175489234924,15.519060772849993,1.1078052548606616,52.46651750622176,102053.32989553612,0.0,0.0
2018-01-02 19:30:00+00:00,261.7892780848169,88.7030607378707,151.9410234230976,15.539128410160501,1.249691837975165,53.306697865301174,102048.7637775471,0.0,0.0
2018-01-02 19:45:00+00:00,237.42904404360473,67.03088062971443,153.28653812876655,15.511611080493935,1.3534094365793203,54.19108255811637,102041.64194924616,0.0,0.0
2018-01-02 20:00:00+00:00,210.35892310034174,45.009091602703556,154.05824692673366,15.500829360415025,1.4107342602374096,54.85230886298987,102029.24546268674,0.0,0.0
2018-01-02 20:15:00+00:00,208.55285247568037,41.75129318931253,154.2615533741764,15.5596525683861,1.4153731427479794,55.08300007138738,102009.88482953791,0.0,0.0
2018-01-02 20:30:00+00:00,205.1301688565428,38.40115015296686,153.89784474439443,15.69514499045982,1.3687554148466305,54.91572352734703,101985.98839993056,0.0,0.0
2018-01-02 20:45:00+00:00,200.15207972705633,34.979666583508475,152.96462651789284,15.902919654586434,1.2742410315032273,54.44303258805016,101961.0139836112,0.0,0.0
2018-01-02 21:00:00+00:00,193.68782688922042,31.506364121892386,151.45528038506518,16.178589588716193,1.1351899476876324,53.75748061067803,101938.41939032625,0.0,0.0
2018-01-02 21:15:00+00:00,214.50875257148004,42.152934866930245,149.3584155558491,16.510795143774075,0.9613223735888416,52.949309703354594,101920.93706854795,0.0,0.0
2018-01-02 21:30:00+00:00,231.8282822199188,52.45207197450479,146.65673384213733,16.860285962583998,0.7877995402723723,52.09951697797429,101908.39802165178,0.0,0.0
2018-01-02 21:45:00+00:00,245.07214866369907,62.28663182562342,143.3252618493393,17.180839010944634,0.6561429340228727,51.286788297374244,101899.907891739,0.0,0.0
2018-01-02 22:00:00+00:00,253.70377324925946,71.5144455465188,139.3287054964867,17.426231254654624,0.6078740411249912,50.58980952439151,101894.57232091084,0.0,0.0
2018-01-02 22:15:00+00:00,250.9169103695471,68.41778154577175,134.61753838613356,17.56248367541179,0.6698097733924756,50.08915957828875,101891.46041475523,0.0,0.0
2018-01-02 22:30:00+00:00,243.64990389661324,65.01198691634032,129.12219956191393,17.60459331851057,0.8099487447554709,49.872989604030664,101889.49513280668,0.0,0.0
2018-01-02 22:45:00+00:00,231.69117541019122,61.23729992255215,122.74440148527873,17.57980124514458,0.9815849946732225,50.03134380300755,101887.56289808651,0.0,0.0
2018-01-02 23:00:00+00:00,214.90558570337586,57.01151603009242,115.3439735748903,17.5153485165074,1.1380125626049742,50.65426637660963,101884.55013361589,0.0,0.0
2018-01-02 23:15:00+00:00,205.17605124244508,48.0586291060232,106.7188376615062,17.425036501963973,1.243786543325155,51.822460282161565,101879.62753220678,0.0,0.0
2018-01-02 23:30:00+00:00,186.52586869515582,39.098846120699285,96.5749510940098,17.26890780356448,1.3085062528689297,53.57926350072547,101873.10286583411,0.0,0.0
2018-01-02 23:45:00+00:00,159.16238336086525,30.202831840150765,84.48450286088465,16.993565331530448,1.3530320625866479,55.95867276929786,101865.56817626354,0.0,0.0
2018-01-03 00:00:00+00:00,123.97233364270896,21.50434376573604,69.84582749940452,16.54561199608338,1.3982243438286575,58.99468482487521,101857.6155052607,0.0,0.0
2018-01-03 00:15:00+00:00,57.81458118322068,11.923248090612331,38.95225473567196,15.905891702084975,1.4554252877416551,62.59327682544593,101849.93040159988,0.0,0.0
2018-01-03 00:30:00+00:00,18.03568561840018,4.58397804129768,15.28298061358201,15.192212332957597,1.4979043646577266,66.148347612966,101843.5724420895,0.0,0.0
2018-01-03 00:45:00+00:00,2.0587574210311836,0.6830505220256077,2.3272295881601397,14.556622766763807,1.4894128647053069,68.92577645038337,101839.69471054674,0.0,0.0
2018-01-03 01:00:00+00:00,0.0,0.0,0.0,14.151171881566142,1.3937020780128277,70.19144260064586,101839.4502907886,0.0,0.0
2018-01-03 01:15:00+00:00,0.0,0.0,0.0,14.076040849925846,1.1930732459852604,69.50425191431383,101843.46120360687,0.0,0.0
2018-01-03 01:30:00+00:00,0.0,0.0,0.0,14.223940022398875,0.944027415133717,67.59521659239718,101850.22521769164,0.0,0.0
2018-01-03 01:45:00+00:00,0.0,0.0,0.0,14.435712044039898,0.7216155832458473,65.48837542351832,101857.70903870779,0.0,0.0
2018-01-03 02:00:00+00:00,0.0,0.0,0.0,14.552199559903556,0.6008887481092999,64.20776719629954,101863.87937232005,0.0,0.0
2018-01-03 02:15:00+00:00,0.0,0.0,0.0,14.458214704751063,0.6320200309897973,64.48192627294974,101867.2068516905,0.0,0.0
2018-01-03 02:30:00+00:00,0.0,0.0,0.0,14.214447572169815,0.7656710470653542,65.8573693100238,101868.17781997008,0.0,0.0
2018-01-03 02:45:00+00:00,0.0,0.0,0.0,13.925557745453776,0.9276255349920596,67.58510853766315,101867.7825478071,0.0,0.0
2018-01-03 03:00:00+00:00,0.0,0.0,0.0,13.69620480789689,1.0436672334260009,68.91615618600918,101867.01130584972,0.0,0.0
2018-01-03 03:15:00+00:00,0.0,0.0,0.0,13.60357568254022,1.0577814519477118,69.2964892531081,101866.62249119452,0.0,0.0
2018-01-03 03:30:00+00:00,0.0,0.0,0.0,13.61496665141322,0.9867597838355058,68.95194380862533,101866.44700673115,0.0,0.0
2018-01-03 03:45:00+00:00,0.0,0.0,0.0,13.670201336292461,0.8655953932921419,68.30332069013106,101866.08388179763,0.0,0.0
2018-01-03 04:00:00+00:00,0.0,0.0,0.0,13.709103358954508,0.7292814445203782,67.77142073519546,101865.13214573193,0.0,0.0
2018-01-03 04:15:00+00:00,0.0,0.0,0.0,13.681627594795597,0.6095815095743012,67.69152940680337,101863.22290289043,0.0,0.0
2018-01-03 04:30:00+00:00,0.0,0.0,0.0,13.57825393369068,0.525340791913306,68.05687066959807,101860.115557703,0.0,0.0
