,x_cs,sigma_1m,sigma_5m
2019-10-02T17:00:00-0700,0.9254561516789052,0.00048507047636494363,6.535151110666184e-05
2019-10-02T18:00:00-0700,0.9433896315975103,0.0003737600873294186,4.9397631024914906e-05
2019-10-02T19:00:00-0700,0.483425925661161,0.0005696691799402547,0.0001857677972723848
2019-10-02T20:00:00-0700,0.0,0.0003058017724408307,3.143715623687324e-05
2019-10-02T21:00:00-0700,0.0,5.305144966305206e-06,1.1085694622234488e-06
2019-10-02T22:00:00-0700,0.0,7.2211691216816274e-06,1.944406801952125e-06
2019-10-02T23:00:00-0700,0.0,9.378920235180921e-06,2.1015010048642065e-06
2019-10-03T00:00:00-0700,0.0,9.17780897291539e-06,1.24465303957617e-06
2019-10-03T01:00:00-0700,0.0,8.832161488087094e-06,1.5728787253009726e-06
2019-10-03T02:00:00-0700,0.0,9.136125590496384e-06,1.3169928326707087e-06
2019-10-03T03:00:00-0700,0.0,8.992493281769404e-06,1.728154013234883e-06
2019-10-03T04:00:00-0700,0.0,1.0621804826805982e-05,1.2668611064704114e-06
2019-10-03T05:00:00-0700,0.0,1.1486847098343487e-05,1.7650768129148974e-06
2019-10-03T06:00:00-0700,0.0,9.900464861136064e-06,8.514485727432842e-07
2019-10-03T07:00:00-0700,0.0,1.2699835592642177e-05,1.7385335040288848e-05
2019-10-03T08:00:00-0700,0.28334186523048654,9.182790648698198e-05,2.960152768672457e-05
2019-10-03T09:00:00-0700,0.7738570992449275,0.0007519069806878776,0.00010165777302207382
2019-10-03T10:00:00-0700,0.8670667100443966,0.0007788920387068901,0.000194753912094787
2019-10-03T11:00:00-0700,0.8765108203384503,0.0007806730814395258,0.00015875362477084926
2019-10-03T12:00:00-0700,0.8708786379783524,0.0007686102713305192,0.0002070775875247166
2019-10-03T13:00:00-0700,0.8736185781569216,0.001039638707472159,0.00022617548732844714
2019-10-03T14:00:00-0700,0.8745836377012407,0.0008144172673042045,0.000250942750766675
2019-10-03T15:00:00-0700,0.8807798695519414,0.0008732684979758714,0.00025778065830022037
2019-10-03T16:00:00-0700,0.9032748953566395,0.0007501453274137926,0.00016610409829739776
2019-10-03T17:00:00-0700,0.9218613907857479,0.0005533682793056979,0.00010963492647072802
2019-10-03T18:00:00-0700,0.9572127302496217,0.0004045655822880482,9.479887133215424e-05
2019-10-03T19:00:00-0700,0.4407773961555958,0.0005229420137311989,0.00013298439619217642
2019-10-03T20:00:00-0700,0.0,0.0004391218695353789,4.04315080772919e-05
2019-10-03T21:00:00-0700,0.0,6.765505869528218e-06,1.6085465069780968e-06
2019-10-03T22:00:00-0700,0.0,7.761610324735887e-06,8.054290467868264e-07
2019-10-03T23:00:00-0700,0.0,7.992609424987392e-06,1.0995708926458841e-06
2019-10-04T00:00:00-0700,0.0,8.770399542718164e-06,1.8239401516172573e-06
2019-10-04T01:00:00-0700,0.0,7.380147396681639e-06,1.111712439440565e-06
2019-10-04T02:00:00-0700,0.0,7.853853866053329e-06,1.6424029534945647e-06
2019-10-04T03:00:00-0700,0.0,7.3450279653899855e-06,1.0486511045555366e-06
2019-10-04T04:00:00-0700,0.0,7.043481777423297e-06,1.21975093693307e-06
2019-10-04T05:00:00-0700,0.0,6.802901491316625e-06,1.1111478611686889e-06
2019-10-04T06:00:00-0700,0.0,6.991704339004479e-06,1.6762984596800448e-06
2019-10-04T07:00:00-0700,0.0,1.1268762250617426e-05,8.27783898242642e-06
2019-10-04T08:00:00-0700,0.27152951941131603,0.0002158986814219781,5.336799143701345e-05
2019-10-04T09:00:00-0700,0.7914987787196258,0.00042834140701228336,0.00013313562190781517
2019-10-04T10:00:00-0700,0.8890742356638933,0.00065241782380847,0.00016954187218919437
2019-10-04T11:00:00-0700,0.9079555909410343,0.0007330683498787404,0.00013158755374334289
2019-10-04T12:00:00-0700,0.90789554371654,0.0008018455398975292,0.0001475864626177583
