Regime,Model,Absolute Ramp Rate (kW)
Clear Sky,PiT-Net(Proposed),0.7380546712182685
Clear Sky,PiT-Net(Proposed),0.41812013470563514
Clear Sky,PiT-Net(Proposed),0.3985617877800607
Clear Sky,PiT-Net(Proposed),0.7060178041709602
Clear Sky,PiT-Net(Proposed),0.8410938794956824
Clear Sky,PiT-Net(Proposed),0.9925692164538287
Clear Sky,PiT-Net(Proposed),1.1041058935484536
Clear Sky,PiT-Net(Proposed),1.2161372890966753
Clear Sky,PiT-Net(Proposed),1.283868261872776
Clear Sky,PiT-Net(Proposed),1.6676003829264037
Clear Sky,PiT-Net(Proposed),1.8108365017235801
Clear Sky,PiT-Net(Proposed),2.0183222913018444
Clear Sky,PiT-Net(Proposed),1.9274345234098975
Clear Sky,PiT-Net(Proposed),1.5100741216850009
Clear Sky,PiT-Net(Proposed),1.527034032504785
Clear Sky,PiT-Net(Proposed),2.0328766535805762
Clear Sky,PiT-Net(Proposed),2.150000015835472
Clear Sky,PiT-Net(Proposed),2.089399077392322
Clear Sky,PiT-Net(Proposed),2.0720271509822297
Clear Sky,PiT-Net(Proposed),1.69976395420049
Clear Sky,PiT-Net(Proposed),1.6939101857332641
Clear Sky,PiT-Net(Proposed),1.2713605297595283
Clear Sky,PiT-Net(Proposed),0.8749728638550671
Clear Sky,PiT-Net(Proposed),1.0539753880299685
Clear Sky,PiT-Net(Proposed),1.3022683675475832
Clear Sky,PiT-Net(Proposed),0.7321607235884358
Clear Sky,PiT-Net(Proposed),0.23427403449487727
Clear Sky,PiT-Net(Proposed),0.7004091291860277
Clear Sky,PiT-Net(Proposed),0.5317955346545311
Clear Sky,PiT-Net(Proposed),0.49184637635005046
Clear Sky,PiT-Net(Proposed),0.004247106417331281
Clear Sky,PiT-Net(Proposed),0.07227142529152886
Clear Sky,PiT-Net(Proposed),0.05721376868191541
Clear Sky,PiT-Net(Proposed),0.11739338692106216
Clear Sky,PiT-Net(Proposed),0.5155690874036978
Clear Sky,PiT-Net(Proposed),0.5492788127390718
Clear Sky,PiT-Net(Proposed),0.06990223065021794
Clear Sky,PiT-Net(Proposed),0.01837417165497257
Clear Sky,PiT-Net(Proposed),0.31598641932045624
Clear Sky,PiT-Net(Proposed),0.39743734353432814
Clear Sky,PiT-Net(Proposed),0.9211647402015828
Clear Sky,PiT-Net(Proposed),0.7121371262279901
Clear Sky,PiT-Net(Proposed),0.8881659454843991
Clear Sky,PiT-Net(Proposed),0.9876969602593206
Clear Sky,PiT-Net(Proposed),1.2047980279152632
Clear Sky,PiT-Net(Proposed),1.1836220455285602
Clear Sky,PiT-Net(Proposed),1.4570918940640052
Clear Sky,PiT-Net(Proposed),1.7098708708436536
Clear Sky,PiT-Net(Proposed),2.077796161939423
Clear Sky,PiT-Net(Proposed),2.2369973435650756
Clear Sky,PiT-Net(Proposed),2.51800080680433
Clear Sky,PiT-Net(Proposed),2.3458145363122935
Clear Sky,PiT-Net(Proposed),1.7399118490340058
Clear Sky,PiT-Net(Proposed),1.4656046604044337
Clear Sky,PiT-Net(Proposed),1.9914796171348796
Clear Sky,PiT-Net(Proposed),2.1314364850404806
Clear Sky,PiT-Net(Proposed),2.0930044764809885
Clear Sky,PiT-Net(Proposed),2.114521651353657
Clear Sky,PiT-Net(Proposed),1.7688505241365515
Clear Sky,PiT-Net(Proposed),1.725900048593962
Clear Sky,PiT-Net(Proposed),1.3790542145055742
Clear Sky,PiT-Net(Proposed),0.9665469483542513
Clear Sky,PiT-Net(Proposed),1.1279653790163309
Clear Sky,PiT-Net(Proposed),1.4071973266249636
Clear Sky,PiT-Net(Proposed),0.845779322521885
Clear Sky,PiT-Net(Proposed),0.31311954299829026
Clear Sky,PiT-Net(Proposed),0.6879913633729835
Clear Sky,PiT-Net(Proposed),0.6243924238544807
Clear Sky,PiT-Net(Proposed),0.5022654436239868
Clear Sky,PiT-Net(Proposed),0.08988287251807847
Clear Sky,PiT-Net(Proposed),0.08288659428637857
Clear Sky,PiT-Net(Proposed),0.06289196686507381
Clear Sky,PiT-Net(Proposed),0.08510360362732783
Clear Sky,PiT-Net(Proposed),0.35076013033537023
Clear Sky,PiT-Net(Proposed),0.6240970157483758
Clear Sky,PiT-Net(Proposed),0.0323495455821039
Clear Sky,PiT-Net(Proposed),0.01598117077307748
Clear Sky,PiT-Net(Proposed),0.3262495170758797
Clear Sky,PiT-Net(Proposed),0.4093070825151841
Clear Sky,PiT-Net(Proposed),0.9035587345333305
Clear Sky,PiT-Net(Proposed),0.7262382242649288
Clear Sky,PiT-Net(Proposed),0.8632619705886988
Clear Sky,PiT-Net(Proposed),0.9955126564470547
Clear Sky,PiT-Net(Proposed),1.2984170852685608
Clear Sky,PiT-Net(Proposed),1.2046192529771105
Clear Sky,PiT-Net(Proposed),1.5295179435109922
Clear Sky,PiT-Net(Proposed),1.836105364199664
Clear Sky,PiT-Net(Proposed),2.1942966154628767
Clear Sky,PiT-Net(Proposed),2.3895045355339137
Clear Sky,PiT-Net(Proposed),2.6121236543650994
Clear Sky,PiT-Net(Proposed),2.3274728293403926
Clear Sky,PiT-Net(Proposed),1.621997888957297
Clear Sky,PiT-Net(Proposed),1.6559120129263927
Clear Sky,PiT-Net(Proposed),2.270699102229628
Clear Sky,PiT-Net(Proposed),2.433360825931521
Clear Sky,PiT-Net(Proposed),2.3838847354761814
Clear Sky,PiT-Net(Proposed),2.3650985586430675
Clear Sky,PiT-Net(Proposed),1.8557449300133424
Clear Sky,PiT-Net(Proposed),1.8382330124166284
Clear Sky,PiT-Net(Proposed),1.2901148404042146
Clear Sky,PiT-Net(Proposed),0.8445934854017594
Clear Sky,PiT-Net(Proposed),1.0082248916221275
Clear Sky,PiT-Net(Proposed),1.384750840929076
Clear Sky,PiT-Net(Proposed),0.7427659449492232
Clear Sky,PiT-Net(Proposed),0.21938480406935312
Clear Sky,PiT-Net(Proposed),0.6111900041921317
Clear Sky,PiT-Net(Proposed),0.6650399569686911
Clear Sky,PiT-Net(Proposed),0.44818002599715
Clear Sky,PiT-Net(Proposed),0.15106493973084056
Clear Sky,PiT-Net(Proposed),0.15115485156378838
Clear Sky,PiT-Net(Proposed),0.16575664188854944
Clear Sky,PiT-Net(Proposed),0.3256904279705317
Clear Sky,PiT-Net(Proposed),0.6060186418083546
Clear Sky,PiT-Net(Proposed),0.5460476606990028
Clear Sky,PiT-Net(Proposed),0.020319765110368593
Clear Sky,PiT-Net(Proposed),0.11143307414823411
Clear Sky,PiT-Net(Proposed),0.3117436055818459
Clear Sky,PiT-Net(Proposed),0.4412492836502864
Clear Sky,PiT-Net(Proposed),0.8941928266372088
Clear Sky,PiT-Net(Proposed),0.678453848943338
Clear Sky,PiT-Net(Proposed),0.8978549172180621
Clear Sky,PiT-Net(Proposed),1.0719809705611638
Clear Sky,PiT-Net(Proposed),1.3147606137254364
Clear Sky,PiT-Net(Proposed),1.2278681917844096
Clear Sky,PiT-Net(Proposed),1.6149069123226099
Clear Sky,PiT-Net(Proposed),1.8484123097706586
Clear Sky,PiT-Net(Proposed),2.3369542570553143
Clear Sky,PiT-Net(Proposed),2.5345628366345654
Clear Sky,PiT-Net(Proposed),2.882768112592907
Clear Sky,PiT-Net(Proposed),2.6817561685923144
Clear Sky,PiT-Net(Proposed),1.9969702304518158
Clear Sky,PiT-Net(Proposed),1.6214943264057737
Clear Sky,PiT-Net(Proposed),2.0942704192384065
Clear Sky,PiT-Net(Proposed),2.1756992666554487
Clear Sky,PiT-Net(Proposed),2.1087835162440234
Clear Sky,PiT-Net(Proposed),2.123374512651651
Clear Sky,PiT-Net(Proposed),1.7215627266175382
Clear Sky,PiT-Net(Proposed),1.72336781240071
Clear Sky,PiT-Net(Proposed),1.3341552520572755
Clear Sky,PiT-Net(Proposed),0.9487312059981363
Clear Sky,PiT-Net(Proposed),1.0714675080144644
Clear Sky,PiT-Net(Proposed),1.3531085832514478
Clear Sky,PiT-Net(Proposed),0.7974922850532487
Clear Sky,PiT-Net(Proposed),0.34705814922353184
Clear Sky,PiT-Net(Proposed),0.8014350389367415
Clear Sky,PiT-Net(Proposed),0.8058897641431209
Clear Sky,PiT-Net(Proposed),0.6738367855256584
Clear Sky,PiT-Net(Proposed),0.18325871320987375
Clear Sky,PiT-Net(Proposed),0.02111690719542736
Clear Sky,PiT-Net(Proposed),0.0821823389574412
Clear Sky,PiT-Net(Proposed),0.0014668137698450323
Clear Sky,PiT-Net(Proposed),0.27973706822822564
Clear Sky,PiT-Net(Proposed),0.6795978900084698
Clear Sky,PiT-Net(Proposed),0.0329378811113088
Clear Sky,PiT-Net(Proposed),0.026971986601797227
Clear Sky,PiT-Net(Proposed),0.3503427669977448
Clear Sky,PiT-Net(Proposed),0.41381728984949717
Clear Sky,PiT-Net(Proposed),0.884441487899565
Clear Sky,PiT-Net(Proposed),0.6784056542293335
Clear Sky,PiT-Net(Proposed),0.8984373625058275
Clear Sky,PiT-Net(Proposed),0.9911571733936348
Clear Sky,PiT-Net(Proposed),1.2718321542437714
Clear Sky,PiT-Net(Proposed),1.1829341789835457
Clear Sky,PiT-Net(Proposed),1.5181152468908614
Clear Sky,PiT-Net(Proposed),1.785670338142591
Clear Sky,PiT-Net(Proposed),2.2041929980849915
Clear Sky,PiT-Net(Proposed),2.3935354416998944
Clear Sky,PiT-Net(Proposed),2.673953784657191
Clear Sky,PiT-Net(Proposed),2.439453960877445
Clear Sky,PiT-Net(Proposed),1.7779714095221606
Clear Sky,PiT-Net(Proposed),0.2831177785073067
Clear Sky,PiT-Net(Proposed),0.4914633863193148
Clear Sky,PiT-Net(Proposed),0.7508056131573801
Clear Sky,PiT-Net(Proposed),0.9805315168666322
Clear Sky,PiT-Net(Proposed),1.244088441358166
Clear Sky,PiT-Net(Proposed),1.3643176644580697
Clear Sky,PiT-Net(Proposed),1.4571501015993338
Clear Sky,PiT-Net(Proposed),1.5888728065688236
Clear Sky,PiT-Net(Proposed),1.8075564311382788
Clear Sky,PiT-Net(Proposed),1.4216505114064137
Clear Sky,PiT-Net(Proposed),1.2466349832019787
Clear Sky,PiT-Net(Proposed),1.360645378288897
Clear Sky,PiT-Net(Proposed),1.1169944734527117
Clear Sky,PiT-Net(Proposed),1.3879612715359002
Clear Sky,PiT-Net(Proposed),1.1096623774978056
Clear Sky,PiT-Net(Proposed),0.7892836412350448
Clear Sky,PiT-Net(Proposed),0.9834058243375665
Clear Sky,PiT-Net(Proposed),1.0979721929959823
Clear Sky,PiT-Net(Proposed),0.7717589664899727
Clear Sky,PiT-Net(Proposed),0.3069608117758946
Clear Sky,PiT-Net(Proposed),0.5327693400763245
Clear Sky,PiT-Net(Proposed),0.4333782615614865
Clear Sky,PiT-Net(Proposed),0.5453843323906433
Clear Sky,PiT-Net(Proposed),0.1811839805254749
Clear Sky,PiT-Net(Proposed),0.09924226695360971
Clear Sky,PiT-Net(Proposed),0.11668397177554723
Clear Sky,PiT-Net(Proposed),0.0485954344613404
Clear Sky,PiT-Net(Proposed),0.23134733395736617
Clear Sky,PiT-Net(Proposed),0.36591353900314516
Clear Sky,PiT-Net(Proposed),0.1759808611885454
Clear Sky,PiT-Net(Proposed),0.2909940191362743
Clear Sky,PiT-Net(Proposed),0.6978592054777124
Clear Sky,PiT-Net(Proposed),0.4621044297930297
Clear Sky,PiT-Net(Proposed),0.8184181404365489
Clear Sky,PiT-Net(Proposed),0.6337920427806196
Clear Sky,PiT-Net(Proposed),0.8231657817906033
Clear Sky,PiT-Net(Proposed),0.8917131570492316
Clear Sky,PiT-Net(Proposed),1.173728591223476
Clear Sky,PiT-Net(Proposed),1.035985856707054
Clear Sky,PiT-Net(Proposed),1.1980286457267617
Clear Sky,PiT-Net(Proposed),1.2299825068253831
Clear Sky,PiT-Net(Proposed),1.212147183991533
Clear Sky,PiT-Net(Proposed),1.4136552899881174
Clear Sky,PiT-Net(Proposed),1.5168473846279724
Clear Sky,PiT-Net(Proposed),1.6351365321237985
Clear Sky,PiT-Net(Proposed),1.588750314388638
Clear Sky,PiT-Net(Proposed),1.5924003366243573
Clear Sky,PiT-Net(Proposed),1.5576175978242053
Clear Sky,PiT-Net(Proposed),1.311469747379855
Clear Sky,PiT-Net(Proposed),0.9907875982450609
Clear Sky,PiT-Net(Proposed),0.6484889011591155
Clear Sky,PiT-Net(Proposed),0.3307117971648478
Clear Sky,PiT-Net(Proposed),0.5622884875331884
Clear Sky,PiT-Net(Proposed),0.8346552009472723
Clear Sky,PiT-Net(Proposed),1.0460969314327035
Clear Sky,PiT-Net(Proposed),1.3066761144020673
Clear Sky,PiT-Net(Proposed),1.365859485222913
Clear Sky,PiT-Net(Proposed),1.4134407005016003
Clear Sky,PiT-Net(Proposed),1.5246087769344463
Clear Sky,PiT-Net(Proposed),1.7189391382572126
Clear Sky,PiT-Net(Proposed),1.3718195239440778
Clear Sky,PiT-Net(Proposed),1.2271230549122656
Clear Sky,PiT-Net(Proposed),1.3711947588612148
Clear Sky,PiT-Net(Proposed),1.1425554618576808
Clear Sky,PiT-Net(Proposed),1.3786838697468369
Clear Sky,PiT-Net(Proposed),1.1473792469991153
Clear Sky,PiT-Net(Proposed),0.799826520439396
Clear Sky,PiT-Net(Proposed),0.9303728845841697
Clear Sky,PiT-Net(Proposed),1.0548457279012524
Clear Sky,PiT-Net(Proposed),0.8204181437176601
Clear Sky,PiT-Net(Proposed),0.26841419315842785
Clear Sky,PiT-Net(Proposed),0.5473396185606774
Clear Sky,PiT-Net(Proposed),0.43127523970379045
Clear Sky,PiT-Net(Proposed),0.4910195970346223
Clear Sky,PiT-Net(Proposed),0.09871618563004958
Clear Sky,PiT-Net(Proposed),0.07920182925908037
Clear Sky,PiT-Net(Proposed),0.10604457845397874
Clear Sky,PiT-Net(Proposed),0.058838858678420536
Clear Sky,PiT-Net(Proposed),0.25258917517097146
Clear Sky,PiT-Net(Proposed),0.33400069546148003
Clear Sky,PiT-Net(Proposed),0.11818075900867342
Clear Sky,PiT-Net(Proposed),0.20875391596274895
Clear Sky,PiT-Net(Proposed),0.5600434535669336
Clear Sky,PiT-Net(Proposed),0.4257381884993521
Clear Sky,PiT-Net(Proposed),0.7075361005044485
Clear Sky,PiT-Net(Proposed),0.6038892163605425
Clear Sky,PiT-Net(Proposed),0.7978702761167717
Clear Sky,PiT-Net(Proposed),0.9061107082948006
Clear Sky,PiT-Net(Proposed),1.143467289878405
Clear Sky,PiT-Net(Proposed),1.0748452230566485
Clear Sky,PiT-Net(Proposed),1.1671528541908334
Clear Sky,PiT-Net(Proposed),1.2217273367858024
Clear Sky,PiT-Net(Proposed),1.2014932970212513
Clear Sky,PiT-Net(Proposed),1.4162290666248367
Clear Sky,PiT-Net(Proposed),1.5792264268128928
Clear Sky,PiT-Net(Proposed),1.743201153379351
Clear Sky,PiT-Net(Proposed),1.740433311173092
Clear Sky,PiT-Net(Proposed),1.6880691123112497
Clear Sky,PiT-Net(Proposed),1.6116703737755942
Clear Sky,PiT-Net(Proposed),1.3276941620665248
Clear Sky,PiT-Net(Proposed),0.9872966201299012
Clear Sky,PiT-Net(Proposed),0.6428230635135722
Clear Sky,PiT-Net(Proposed),0.2768244891651775
Clear Sky,PiT-Net(Proposed),0.49039571132724863
Clear Sky,PiT-Net(Proposed),0.7608820164469768
Clear Sky,PiT-Net(Proposed),1.0027692447838505
Clear Sky,PiT-Net(Proposed),1.2769123518323315
Clear Sky,PiT-Net(Proposed),1.3487613475977431
Clear Sky,PiT-Net(Proposed),1.4572298455313843
Clear Sky,PiT-Net(Proposed),1.5795114611814833
Clear Sky,PiT-Net(Proposed),1.820044269813014
Clear Sky,PiT-Net(Proposed),1.4230787154473354
Clear Sky,PiT-Net(Proposed),1.3003738361652797
Clear Sky,PiT-Net(Proposed),1.4168630877102188
Clear Sky,PiT-Net(Proposed),1.2084508679090735
Clear Sky,PiT-Net(Proposed),1.4302216366875964
Clear Sky,PiT-Net(Proposed),1.2035944050003131
Clear Sky,PiT-Net(Proposed),0.7739661097542445
Clear Sky,PiT-Net(Proposed),0.9324758991269633
Clear Sky,PiT-Net(Proposed),1.0831847833872388
Clear Sky,PiT-Net(Proposed),0.8101604919307057
Clear Sky,PiT-Net(Proposed),0.2794809351933232
Clear Sky,PiT-Net(Proposed),0.5222689058909502
Clear Sky,PiT-Net(Proposed),0.39986979687970603
Clear Sky,PiT-Net(Proposed),0.46291818852882827
Clear Sky,PiT-Net(Proposed),0.1057884055095748
Clear Sky,PiT-Net(Proposed),0.08504119500118179
Clear Sky,PiT-Net(Proposed),0.15053483045841887
Clear Sky,PiT-Net(Proposed),0.10380429643285183
Clear Sky,PiT-Net(Proposed),0.21550080263351745
Clear Sky,PiT-Net(Proposed),0.3700392178165295
Clear Sky,PiT-Net(Proposed),0.11603343714916647
Clear Sky,PiT-Net(Proposed),0.25243474840058155
Clear Sky,PiT-Net(Proposed),0.567474773616631
Clear Sky,PiT-Net(Proposed),0.43238200536506
Clear Sky,PiT-Net(Proposed),0.6947330110518095
Clear Sky,PiT-Net(Proposed),0.5677871702584625
Clear Sky,PiT-Net(Proposed),0.7528234317430176
Clear Sky,PiT-Net(Proposed),0.8940559848257905
Clear Sky,PiT-Net(Proposed),1.1612238512747624
Clear Sky,PiT-Net(Proposed),1.0732415327349472
Clear Sky,PiT-Net(Proposed),1.1836223464825455
Clear Sky,PiT-Net(Proposed),1.2475837219282333
Clear Sky,PiT-Net(Proposed),1.2062332048240236
Clear Sky,PiT-Net(Proposed),1.4348207720050912
Clear Sky,PiT-Net(Proposed),1.5480326768636452
Clear Sky,PiT-Net(Proposed),1.6832769402501917
Clear Sky,PiT-Net(Proposed),1.6264842324533353
Clear Sky,PiT-Net(Proposed),1.587769325412264
Clear Sky,PiT-Net(Proposed),1.5506831047657812
Clear Sky,PiT-Net(Proposed),1.3298387725083503
Clear Sky,PiT-Net(Proposed),1.067208669391505
Clear Sky,PiT-Net(Proposed),0.7647175161682501
Clear Sky,PiT-Net(Proposed),0.33950133270710914
Clear Sky,PiT-Net(Proposed),0.5651578783422264
Clear Sky,PiT-Net(Proposed),0.8034522922428537
Clear Sky,PiT-Net(Proposed),1.014387906388432
Clear Sky,PiT-Net(Proposed),1.268415826352737
Clear Sky,PiT-Net(Proposed),1.36335609486893
Clear Sky,PiT-Net(Proposed),1.4360916128995944
Clear Sky,PiT-Net(Proposed),1.5371475456988621
Clear Sky,PiT-Net(Proposed),1.7755697795431828
Clear Sky,PiT-Net(Proposed),1.437735944813971
Clear Sky,PiT-Net(Proposed),1.2552372807726666
Clear Sky,PiT-Net(Proposed),1.3285775437924698
Clear Sky,PiT-Net(Proposed),1.2091678614174004
Clear Sky,PiT-Net(Proposed),1.3385758357622297
Clear Sky,PiT-Net(Proposed),1.1429741966955866
Clear Sky,PiT-Net(Proposed),0.7241194035807119
Clear Sky,PiT-Net(Proposed),0.9098756877565854
Clear Sky,PiT-Net(Proposed),0.9685170881152594
Clear Sky,PiT-Net(Proposed),0.7482115187651246
Clear Sky,PiT-Net(Proposed),0.21247694781451187
Clear Sky,PiT-Net(Proposed),0.5036653837378111
Clear Sky,PiT-Net(Proposed),0.3214911570370198
Clear Sky,PiT-Net(Proposed),0.3807556594813377
Clear Sky,PiT-Net(Proposed),0.08161679156115298
Clear Sky,PiT-Net(Proposed),0.017994853238761266
Clear Sky,PiT-Net(Proposed),0.2046257680121144
Clear Sky,PiT-Net(Proposed),0.20897853485169549
Clear Sky,PiT-Net(Proposed),0.19286233827171984
Clear Sky,PiT-Net(Proposed),0.41444650417443896
Clear Sky,PiT-Net(Proposed),0.11783892099987625
Clear Sky,PiT-Net(Proposed),0.29189456922721035
Clear Sky,PiT-Net(Proposed),0.6034964305430996
Clear Sky,PiT-Net(Proposed),0.5394916243385204
Clear Sky,PiT-Net(Proposed),0.8736851510564243
Clear Sky,PiT-Net(Proposed),0.708520397464298
Clear Sky,PiT-Net(Proposed),0.8703622086617955
Clear Sky,PiT-Net(Proposed),0.8930333036104656
Clear Sky,PiT-Net(Proposed),1.0965432672652824
Clear Sky,PiT-Net(Proposed),0.9880652392461808
Clear Sky,PiT-Net(Proposed),1.0124349335984082
Clear Sky,PiT-Net(Proposed),1.1359515538861835
Clear Sky,PiT-Net(Proposed),1.0880053315545641
Clear Sky,PiT-Net(Proposed),1.3409165692348655
Clear Sky,PiT-Net(Proposed),1.4544358528899188
Clear Sky,PiT-Net(Proposed),1.5503454729133175
Clear Sky,PiT-Net(Proposed),1.4897055989755623
Clear Sky,PiT-Net(Proposed),1.4609343776336807
Clear Sky,PiT-Net(Proposed),1.4263622698514355
Clear Sky,PiT-Net(Proposed),1.2285713936373721
Clear Sky,PiT-Net(Proposed),0.9932498590381496
Clear Sky,PiT-Net(Proposed),0.707918671514399
Clear Sky,PiT-Net(Proposed),0.20867480751689987
Clear Sky,PiT-Net(Proposed),0.3675812601654505
Clear Sky,PiT-Net(Proposed),0.5720381292082447
Clear Sky,PiT-Net(Proposed),0.7680602724389536
Clear Sky,PiT-Net(Proposed),1.010485229612915
Clear Sky,PiT-Net(Proposed),1.1012446899901285
Clear Sky,PiT-Net(Proposed),1.2252392618183485
Clear Sky,PiT-Net(Proposed),1.3793465728177958
Clear Sky,PiT-Net(Proposed),1.6330663054677714
Clear Sky,PiT-Net(Proposed),1.4060331403517932
Clear Sky,PiT-Net(Proposed),1.2471379066443387
Clear Sky,PiT-Net(Proposed),1.387420685874492
Clear Sky,PiT-Net(Proposed),1.2532528317128673
Clear Sky,PiT-Net(Proposed),1.3841164178080039
Clear Sky,PiT-Net(Proposed),1.260590506545837
Clear Sky,PiT-Net(Proposed),0.877006156235737
Clear Sky,PiT-Net(Proposed),1.0781062301796247
Clear Sky,PiT-Net(Proposed),1.1279510326270348
Clear Sky,PiT-Net(Proposed),0.9477301640472149
Clear Sky,PiT-Net(Proposed),0.39249421126407924
Clear Sky,PiT-Net(Proposed),0.6398177009137314
Clear Sky,PiT-Net(Proposed),0.4735672533258253
Clear Sky,PiT-Net(Proposed),0.48756730165068873
Clear Sky,PiT-Net(Proposed),0.22910019612189814
Clear Sky,PiT-Net(Proposed),0.1666900273680021
Clear Sky,PiT-Net(Proposed),0.07755062552100256
Clear Sky,PiT-Net(Proposed),0.12182520173851685
Clear Sky,PiT-Net(Proposed),0.234655390628717
Clear Sky,PiT-Net(Proposed),0.2999729605690753
Clear Sky,PiT-Net(Proposed),0.07366032184787485
Clear Sky,PiT-Net(Proposed),0.17202699917051234
Clear Sky,PiT-Net(Proposed),0.4759252463356276
Clear Sky,PiT-Net(Proposed),0.3432448887899753
Clear Sky,PiT-Net(Proposed),0.6302057560820948
Clear Sky,PiT-Net(Proposed),0.555837590302648
Clear Sky,PiT-Net(Proposed),0.6682815542572129
Clear Sky,PiT-Net(Proposed),0.8299811386479483
Clear Sky,PiT-Net(Proposed),1.1208220901366133
Clear Sky,PiT-Net(Proposed),1.0599005436076716
Clear Sky,PiT-Net(Proposed),1.1342145432530977
Clear Sky,PiT-Net(Proposed),1.2678934665394674
Clear Sky,PiT-Net(Proposed),1.172345694350275
Clear Sky,PiT-Net(Proposed),1.4242319676273834
Clear Sky,PiT-Net(Proposed),1.469987445378063
Clear Sky,PiT-Net(Proposed),1.5789636993894405
Clear Sky,PiT-Net(Proposed),1.5438932117873998
Clear Sky,PiT-Net(Proposed),1.4947474933780613
Clear Sky,PiT-Net(Proposed),1.4875166415828671
Clear Sky,PiT-Net(Proposed),1.3125139024060672
Clear Sky,PiT-Net(Proposed),1.0905136246190188
Clear Sky,PiT-Net(Proposed),0.836568839243204
Clear Sky,PiT-Net(Proposed),0.3814433843024189
Clear Sky,PiT-Net(Proposed),0.5742028411471635
Clear Sky,PiT-Net(Proposed),0.7690598782826543
Clear Sky,PiT-Net(Proposed),1.0238014453962578
Clear Sky,PiT-Net(Proposed),1.1179090002056098
Clear Sky,PiT-Net(Proposed),1.2684559829100452
Clear Sky,PiT-Net(Proposed),1.3992150537475823
Clear Sky,PiT-Net(Proposed),1.665160738040055
Clear Sky,PiT-Net(Proposed),1.4312139389476606
Clear Sky,PiT-Net(Proposed),1.2749225683795444
Clear Sky,PiT-Net(Proposed),1.3939998170720163
Clear Sky,PiT-Net(Proposed),1.2468544146904676
Clear Sky,PiT-Net(Proposed),1.3902494452281822
Clear Sky,PiT-Net(Proposed),1.2548497687680893
Clear Sky,PiT-Net(Proposed),0.9014968569505797
Clear Sky,PiT-Net(Proposed),1.1375147561272243
Clear Sky,PiT-Net(Proposed),1.213293112311927
Clear Sky,PiT-Net(Proposed),0.9881523974825903
Clear Sky,PiT-Net(Proposed),0.47061203843951915
Clear Sky,PiT-Net(Proposed),0.6454576751147485
Clear Sky,PiT-Net(Proposed),0.4734432490659337
Clear Sky,PiT-Net(Proposed),0.4900693618654408
Clear Sky,PiT-Net(Proposed),0.1839967217280929
Clear Sky,PiT-Net(Proposed),0.13940995125888378
Clear Sky,PiT-Net(Proposed),0.15808990104033782
Clear Sky,PiT-Net(Proposed),0.17041217340519665
Clear Sky,PiT-Net(Proposed),0.2099356055262085
Clear Sky,PiT-Net(Proposed),0.3074327063240929
Clear Sky,PiT-Net(Proposed),0.12535559802324414
Clear Sky,PiT-Net(Proposed),0.2515869107788191
Clear Sky,PiT-Net(Proposed),0.5525305393178179
Clear Sky,PiT-Net(Proposed),0.4132285657021768
Clear Sky,PiT-Net(Proposed),0.6915184290888519
Clear Sky,PiT-Net(Proposed),0.6282912632612536
Clear Sky,PiT-Net(Proposed),0.7269966835951358
Clear Sky,PiT-Net(Proposed),0.851510911138611
Clear Sky,PiT-Net(Proposed),1.1296050579519203
Clear Sky,PiT-Net(Proposed),1.0545990194283377
Clear Sky,PiT-Net(Proposed),1.1142573037908061
Clear Sky,PiT-Net(Proposed),1.2734809677702508
Clear Sky,PiT-Net(Proposed),1.1975813294004531
Clear Sky,PiT-Net(Proposed),1.4105453535426165
Clear Sky,PiT-Net(Proposed),1.4506254082470331
Clear Sky,PiT-Net(Proposed),1.5314632855448505
Clear Sky,PiT-Net(Proposed),1.495623985360802
Clear Sky,PiT-Net(Proposed),1.4258113703447544
Clear Sky,PiT-Net(Proposed),1.450293866917289
Clear Sky,PiT-Net(Proposed),1.3003486510163227
Clear Sky,PiT-Net(Proposed),1.0992986019809063
Clear Sky,PiT-Net(Proposed),0.8633924269208776
Clear Sky,PiT-Net(Proposed),0.3818341332704194
Clear Sky,PiT-Net(Proposed),0.5893516187639707
Clear Sky,PiT-Net(Proposed),0.7866284813795776
Clear Sky,PiT-Net(Proposed),1.0296910217573116
Clear Sky,PiT-Net(Proposed),1.1200486269116645
Clear Sky,PiT-Net(Proposed),1.2525721098870495
Clear Sky,PiT-Net(Proposed),1.3871115198725432
Clear Sky,PiT-Net(Proposed),1.6523928177910365
Clear Sky,PiT-Net(Proposed),1.4111392042893858
Clear Sky,PiT-Net(Proposed),1.269703461498402
Clear Sky,PiT-Net(Proposed),1.3767160845542623
Clear Sky,PiT-Net(Proposed),1.2220926010186854
Clear Sky,PiT-Net(Proposed),1.3759487055875095
Clear Sky,PiT-Net(Proposed),1.2243492358895214
Clear Sky,PiT-Net(Proposed),0.8666374707190734
Clear Sky,PiT-Net(Proposed),1.0536472589534895
Clear Sky,PiT-Net(Proposed),1.0987484256548719
Clear Sky,PiT-Net(Proposed),0.9496101313970016
Clear Sky,PiT-Net(Proposed),0.3882241820308039
Clear Sky,PiT-Net(Proposed),0.6311983228939901
Clear Sky,PiT-Net(Proposed),0.4406559148807361
Clear Sky,PiT-Net(Proposed),0.47857797455670337
Clear Sky,PiT-Net(Proposed),0.18076098514012529
Clear Sky,PiT-Net(Proposed),0.11817718655040821
Clear Sky,PiT-Net(Proposed),0.12773447389099957
Clear Sky,PiT-Net(Proposed),0.14854347501592002
