Regime,Actual_Power_Fixed,Pred_Ridge,Pred_RandomForest,Pred_XGBoost,Pred_MLP,Pred_LSTM,Pred_CNN,Pred_PiT-Net(Proposed)
Clear Sky,0.5094919105333333,0.4242398531785478,0.5823263717214455,0.5011274,0.63190275,1.028836,0.0,1.3755966003849365
Clear Sky,0.5157156062666667,0.535351053744715,0.7344314825045748,0.7548984,1.130044,0.78584146,1.9173821,1.1418524001027188
Clear Sky,0.5174933958666667,0.6346714132391394,0.4391585690037924,0.7945326,0.4618055,0.6531884,1.8386538,0.9461416312968016
Clear Sky,0.5203614733333333,1.497024694023721,0.3894284165716023,0.5214543,0.37071174,0.30306005,0.64207727,1.438972530514527
Clear Sky,0.5410976746,0.7150888843397821,0.7344314825045748,0.5563385,1.2954264,0.66110516,1.7609776,1.299897812557191
Clear Sky,0.5611894152666667,0.8314633710579727,1.042994642460219,0.58204836,0.43893084,0.5662666,0.8409138,1.6525436482833256
Clear Sky,0.5696052073333333,1.8098165348807012,0.7038299730899424,1.0454699,0.9365349,0.8177355,0.8540888,2.222762668103692
Clear Sky,0.5844412485333333,1.993607994697844,0.7038299730899424,1.062725,1.0382776,0.8781644,0.7673971,2.239291282787716
Clear Sky,0.5936464674,0.765995578575441,1.170845125176459,1.0176234,0.5633878,1.2457237,1.6861563,1.7001553231909214
Clear Sky,0.5992089094666667,0.0572516662376101,0.7038299730899424,0.47594118,0.76286894,0.32219288,1.4603056,0.8558394719421943
Clear Sky,0.6068235674000001,1.8467938376264068,0.7814456258202278,1.2501193,0.71161324,0.86572707,1.353175,2.2716093804311424
Clear Sky,0.6283290276666667,1.151601818959626,0.43194292990278,0.48588935,0.2271533,0.4608982,1.6340818,1.3640530503089745
Clear Sky,0.6325693125333333,1.3585451278005176,0.4328972957953246,0.59750396,0.35411754,0.38704538,0.7202854,1.558465647062255
Clear Sky,0.6472740456,1.6425694035744014,0.7038299730899424,1.1519676,0.9689711,0.5815153,4.558958,2.0961348916205766
Clear Sky,0.6534203550666667,1.1713341387839338,0.7038299730899424,1.0174218,0.7083719,0.631247,1.5846268,2.020803642345299
Clear Sky,0.6794526421999999,1.6570869666113743,0.7038299730899424,1.015854,1.1245621,0.7213491,0.6906585,2.1318491036418163
Clear Sky,0.6945077878,1.6840999157582404,0.7450003838853927,1.4804252,1.1105367,0.9479979,1.7906498,2.145465753381913
Clear Sky,0.7006897932215748,0.2425672257492402,0.6448585113648339,0.37746787,1.3129663,0.9211746,0.9969069,0.967990008833804
Clear Sky,0.7144717765999999,0.0,0.1864706353767588,0.44001922,0.10410463,0.17942247,0.42240953,0.5379063132010913
Clear Sky,0.7181616670666666,0.0,0.4796740638372944,0.3905822,0.0,0.19559681,0.0,0.6960999425906447
Clear Sky,0.7276755719333333,2.0589578530416413,0.7038299730899424,1.0979025,0.9236489,0.8127316,1.2410015,2.226419055693245
Clear Sky,0.7361291879333334,1.6502224630950846,0.6075021540540324,0.93071693,1.1471235,1.2108874,2.6377497,1.866787537213279
Clear Sky,0.7392375944666667,1.494304116673258,0.5897954484010669,0.8808151,1.0686604,1.2371922,2.876726,1.8146371508180883
Clear Sky,0.7641277122724305,0.7227226151572588,0.6943068394971675,0.57284945,1.7038956,0.94367313,0.5472206,1.070581562391698
Clear Sky,0.7642899312,2.217857441917665,1.1708027117682367,1.2006332,2.0942645,1.5633612,2.1180837,1.873937912262344
Clear Sky,0.8000328398,1.6820582978645089,0.6328963139657181,1.142503,1.3098656,1.3770354,1.8442196,1.9498496951910933
Clear Sky,0.8121914182666666,1.479255722502879,0.5468070845948841,0.8623753,1.6564754,1.4494594,2.1246746,1.9500231513157145
Clear Sky,0.823575407,0.2752057738213137,1.1371301010688466,0.9607415,0.94446,1.1560934,1.1517278,1.626503353438843
Clear Sky,0.8244650623333335,1.2746327373551385,0.6148931934823244,1.0370139,1.5063198,1.3696393,1.4890784,1.771636057345426
Clear Sky,0.8539679066,1.720936551006609,0.7643197261321636,1.1086112,0.84334,0.9072254,2.097841,2.114402277400348
Clear Sky,0.8541934388666667,1.1988627461920436,0.7344314825045748,1.0827236,1.2140969,1.2488279,2.1615677,1.948468988744609
Clear Sky,0.8601608848,1.315454675771075,0.7344314825045748,1.1399932,1.3289922,1.263304,2.2255921,1.910017102471491
Clear Sky,0.8808810581333333,0.3231342426968492,0.4497702930669131,0.57414144,0.11632865,0.26608646,2.035009,0.7796860923403212
Clear Sky,0.8938782327934303,0.83305438034776,0.703196868993463,0.57380533,2.4847617,1.0169553,0.75099754,1.1672223648670197
Clear Sky,0.9104707963333332,0.9689269880462094,0.7762726327965583,0.7101919,0.74600136,0.40950665,1.728489,1.5434240500669094
Clear Sky,0.9355331322,1.4493944707565207,0.7344314825045748,1.0390018,3.0661337,1.5336468,1.3562273,2.0026530145366177
Clear Sky,0.9369086664221508,0.9623899725997128,0.7582476482916328,0.8865688,1.9196634,0.86945534,2.5272753,1.2440733054398627
Clear Sky,0.9385854218666668,1.2730722931802805,0.7344314825045748,1.0596093,2.2361164,1.1541406,0.37011677,1.9687763068159887
Clear Sky,0.9387258198,0.9674552386737516,1.2562362477604454,0.8070765,2.269233,1.1538569,1.9487556,1.7537128983460626
Clear Sky,0.9399149484,0.8990068337810847,1.1649523404934383,1.0256947,1.2451547,2.1368408,1.9227468,1.788825103015301
Clear Sky,0.9438472078,0.5773020048447555,1.170845125176459,1.1564142,0.9414451,0.56555593,1.8602225,1.5128843172069018
Clear Sky,0.9540473753333334,1.9361489249059889,0.7675541219718007,1.1945566,0.982387,0.8432424,1.210796,2.3951382809300177
Clear Sky,0.9749487244666666,1.233722139434786,0.7344314825045748,0.9483409,1.258464,1.2913717,2.196499,2.037976483512414
Clear Sky,0.9920451959333332,1.581630098164811,0.618589060711114,0.840135,1.1650857,1.3283042,2.4871583,1.746817982016352
Clear Sky,1.0128624491333331,1.3538316158381178,1.2032939994230345,0.87874204,1.7986082,1.6325291,2.3963711,1.7960487603415554
Clear Sky,1.0282454550792182,1.5069992539764914,1.5896714278248183,0.87778705,2.354588,1.6043239,1.3191698,1.5754763623260073
Clear Sky,1.030313128395574,0.9423016774849688,0.6292253266612358,1.1106321,1.3136388,1.837465,0.32619178,1.3160583141979114
Clear Sky,1.0706049005333331,0.0,0.83732806972096,0.7055286,0.45064154,0.49700737,0.12301116,1.3477987269949656
Clear Sky,1.0713995994424648,0.5005467784951053,0.2426525990833291,0.40965843,0.6420541,0.587385,1.3135707,1.112527578193027
Clear Sky,1.1280108880666668,0.1337944755135734,0.3959847293950195,0.88975954,0.081456795,0.28987998,0.666609,1.1076578198033384
Clear Sky,1.1304788044666665,0.7391123540098997,1.006135085866961,1.2811326,0.8926952,1.765403,0.008194531,2.1765563622600657
Clear Sky,1.146381543147469,0.3984839697447285,0.7922384840239539,0.8389779,0.9619703,0.92708015,1.6204513,1.3008180508216989
Clear Sky,1.1560480122666668,2.499997700552111,1.170845125176459,1.3535286,1.3902981,1.3425806,1.5052806,3.108386309607965
Clear Sky,1.206769907133333,2.6619862711816404,1.170845125176459,1.354985,1.5510532,1.4293728,1.4710523,3.124488523809901
Clear Sky,1.2122008617150433,0.8357612640551041,0.7910085185480211,1.0954691,1.621878,1.2970895,0.93428236,1.555266743631204
Clear Sky,1.2349339112,2.226250305163634,1.4374157953342537,1.1798912,2.3042793,1.6234846,1.7834451,2.0516523392047934
Clear Sky,1.2567945914,2.6058828464908608,1.281909709596003,1.5396581,1.3126848,1.4090142,2.025962,3.1965177838353025
Clear Sky,1.2594260852,1.8037224718505789,1.170845125176459,1.6750412,1.3448005,1.0480566,2.2805839,2.866288827892226
Clear Sky,1.2722712822666666,1.2432686248853566,1.8464477472097736,0.0,0.9856002,1.7718489,2.1359787,2.480853487088094
Clear Sky,1.2800893038666663,2.3236601106751293,1.170845125176459,1.577707,1.819858,1.022073,5.0621037,2.950915986489523
Clear Sky,1.2905645910666663,2.383339826085567,1.170845125176459,1.3661786,1.4724686,1.1918191,1.4176447,3.010958799192275
Clear Sky,1.3433188260421014,1.2812901534059558,0.8102351300414891,0.9412434,1.4916195,1.0160073,1.6216094,1.4204506241036128
