Actual_Power_Fixed,Pred_Ridge,Pred_RandomForest,Pred_XGBoost,Pred_MLP,Pred_LSTM,Pred_CNN,Pred_Transformer(Baseline),Pred_PiT-Net(Proposed)
0.1238656141333333,0.862830849489574,0.1834926284766817,0.44206944,0.55973136,0.609083,2.0271828,0.9921797412129012,0.4349031052115622
0.1562347894,0.0,0.3894284165716023,0.2579536,0.0,0.4438125,0.87979686,0.411831440154648,0.1147921383712691
0.1698103209999999,0.5762714542082338,0.2426525990833291,0.4190193,0.6859235,0.6220076,1.5172287,1.0529675841599384,0.4812784571736985
0.1837947631333333,0.9866694385567542,0.4855933353815868,0.59495914,1.1745918,0.73448426,1.6384397,0.903239568425325,0.5075723136599138
0.1869108457333333,0.4156531452095595,0.5254518102784161,0.3474514,1.3473916,0.46084598,1.4057766,0.809685706647383,0.3680673058318576
0.1938264319333333,0.9616620275216314,0.1993622278033086,0.42972538,0.62966806,1.1892188,1.1768571,1.0658510929833378,0.4307344919769212
0.1973072041333333,0.4869689266447823,0.2426525990833291,0.37124956,0.6074327,0.65532684,1.4799112,1.0651661956788114,0.4939596377457424
0.2115639009333333,0.708265893981844,0.1687630864568812,0.36515012,0.9765706,0.8281944,1.4393679,1.0262758361733144,0.4524994736501715
0.2197958216,0.5824617503773412,0.2426525990833291,0.43943843,1.4256942,0.53997314,0.3798153,1.0988908980060164,0.5161593649815289
0.2320428501333333,0.0696596476380354,0.2388035831177704,0.6080193,0.81786585,0.71571237,0.8814065,0.8749635373856384,0.4457600268783102
0.2396085482666666,0.898088590985632,0.2135072845717676,0.39836162,0.15015452,0.08071084,0.3747991,0.7289717375860095,0.2290432966094954
0.2412761291999999,0.909891716786734,0.1744123136531103,0.39204043,0.45905998,0.0,0.0,0.7370214082278865,0.227128110763598
0.2457728435999999,1.111879096250334,0.1744123136531103,0.39417982,0.49431315,0.018622143,0.0,0.7536732358410041,0.2289748087172776
0.2606756168666666,0.6053659550293293,0.5033000410345524,0.4022489,1.0222625,0.8506297,1.7845703,0.8443460429907597,0.3860034397811348
0.2644001421999999,0.8063681528119273,0.1865736217608728,0.24060121,0.5892604,0.6692566,1.8340878,0.9069494553240568,0.3718011052215189
0.272064165,0.806055775368549,0.2426525990833291,0.38014546,2.1959398,0.7841039,0.8923636,1.0971670588548417,0.5435850704024959
0.2780723246666667,0.3602926541649294,0.1744123136531103,0.47207206,0.13947883,0.071529485,0.5333363,0.6656206616259716,0.2392874647462472
0.2997415445333333,0.1476635553129496,0.2816827679611773,0.59030044,0.7871079,0.5387009,0.0,0.7327648404775727,0.2868032209618014
0.3201519609333332,0.9012333313462766,0.1951901970258714,0.55617213,0.5647381,0.23228964,0.87604576,0.6828911606640189,0.2251846934737078
0.3226783068,0.8308575530507567,0.1744123136531103,0.39202765,0.6906101,0.014296192,0.0,0.7063437421225014,0.202739707847879
0.3259310558,0.5014847359995264,0.1744123136531103,0.5380524,0.07642827,0.10843711,3.9749334,0.691569355494616,0.2531785910210458
0.3414479286666667,1.0788877655598224,0.1744123136531103,0.39284223,0.4506553,0.032079324,0.20319189,0.7411189981320178,0.2163280331217826
0.3448089003333333,0.0,0.4852597558842754,0.52839077,0.6293582,1.5536207,1.320544,0.8819040627880989,0.4724645391113196
0.3489960316666666,0.4857600184280712,0.2426525990833291,0.3800123,0.6028637,0.6594417,1.5314049,1.1159390202052586,0.4926044963751689
0.3521819717333334,0.1136856638121109,0.7038299730899424,0.37597534,0.37970632,0.6976743,1.2764187,0.9939296773581257,0.323466945888169
0.3715160233333334,0.0,0.6788995651575817,0.7677447,0.6835141,0.65085435,0.80345094,0.9307550867853625,0.3584183533589
0.3901808218666667,1.2835412802206787,0.3894284165716023,0.5214543,0.39130712,0.30624124,0.25934732,1.4478491332990997,0.5095524761090832
0.3937373557333333,1.4932982184775,0.3894284165716023,0.4742752,0.47579405,0.3084888,0.12705337,1.4601520152911456,0.5142699543510186
0.3951085106666667,1.2890837944774567,0.4439151339157128,0.47546571,0.17926075,0.35635623,0.7993462,1.469779945969785,0.5181608390193845
0.4190043319333333,0.7636540978223508,0.6617822448223866,0.78200096,1.3135078,0.8037892,1.2237201,1.0665170861236608,0.6300658133840386
0.4397818715333333,0.6531062605994857,0.3894284165716023,0.5093117,0.114806905,0.2765717,0.99570644,1.318611313478845,0.5244820068867048
0.443933965,0.7538947655876578,0.2034292739325228,0.45671722,0.22775535,0.18007007,1.2732614,0.6808776495140237,0.23863579052109
0.4684724601333332,0.9091201008425588,0.2021535968056655,0.4933741,0.3942759,0.0,0.3700474,0.7960039338838847,0.2864471007150921
0.4695817482666666,1.2258970785662149,0.4192632197283322,0.66075015,0.46437725,0.46479815,1.2070794,1.3837573627200008,0.491992228772634
0.4722548237999999,1.0227214826214053,0.3894284165716023,0.39419746,0.093714215,0.24112514,4.26561,1.3734587413419486,0.5370677363739421
0.4730712208,0.4756762329110779,0.4370905828924653,0.5669692,0.21120693,0.11958538,1.1827826,0.8370582415605531,0.2078430874058983
0.4860520064,1.200697573265772,0.3894284165716023,0.49668378,0.5222677,0.26130626,0.05608751,1.378150491021731,0.4663107284704473
0.504328194,0.8337644655879282,0.702670583509992,0.8901952,1.3893502,0.67163855,1.6330887,1.302446961208055,0.7292580464550383
0.5094919105333333,0.4242398531785478,0.5823263717214456,0.5011274,0.63190275,1.028836,0.0,1.3755966003849365,0.6714587068101964
0.5157156062666667,0.535351053744715,0.7344314825045748,0.7548984,1.130044,0.78584146,1.9173821,1.1418524001027188,0.6710802389825083
0.5174933958666667,0.6346714132391394,0.4391585690037924,0.7945326,0.4618055,0.6531884,1.8386538,0.9461416312968016,0.2953425816323306
0.5203614733333333,1.497024694023721,0.3894284165716023,0.5214543,0.37071174,0.30306005,0.64207727,1.438972530514527,0.4933087883981693
0.5410976746,0.7150888843397821,0.7344314825045748,0.5563385,1.2954264,0.66110516,1.7609776,1.299897812557191,0.731140374146543
0.5611894152666667,0.8314633710579727,1.0429946424602192,0.58204836,0.43893084,0.5662666,0.8409138,1.6525436482833256,0.5995670876585278
0.5696052073333333,1.8098165348807012,0.7038299730899424,1.0454699,0.9365349,0.8177355,0.8540888,2.222762668103692,0.93372898614194
0.5844412485333333,1.993607994697844,0.7038299730899424,1.062725,1.0382776,0.8781644,0.7673971,2.239291282787716,0.9393683563404966
0.5936464674,0.765995578575441,1.170845125176459,1.0176234,0.5633878,1.2457237,1.6861563,1.7001553231909214,0.6910482060536195
0.5992089094666667,0.0572516662376101,0.7038299730899424,0.47594118,0.76286894,0.32219288,1.4603056,0.8558394719421943,0.3182359991167052
0.6068235674000001,1.8467938376264068,0.7814456258202278,1.2501193,0.71161324,0.86572707,1.353175,2.2716093804311424,0.95517476505916
0.6283290276666667,1.151601818959626,0.43194292990278,0.48588935,0.2271533,0.4608982,1.6340818,1.3640530503089745,0.52679595594789
0.6325693125333333,1.3585451278005176,0.4328972957953246,0.59750396,0.35411754,0.38704538,0.7202854,1.558465647062255,0.616254980819746
0.6472740456,1.6425694035744014,0.7038299730899424,1.1519676,0.9689711,0.5815153,4.558958,2.0961348916205766,0.949416937688504
0.6534203550666667,1.1713341387839338,0.7038299730899424,1.0174218,0.7083719,0.631247,1.5846268,2.020803642345299,0.9497211963458634
0.6794526421999999,1.6570869666113743,0.7038299730899424,1.015854,1.1245621,0.7213491,0.6906585,2.1318491036418163,0.8682534132235088
0.6945077878,1.6840999157582404,0.7450003838853926,1.4804252,1.1105367,0.9479979,1.7906498,2.145465753381913,0.883190276210692
0.7006897932215748,0.2425672257492402,0.6448585113648337,0.37746787,1.3129663,0.9211746,0.9969069,0.967990008833804,0.5496734517052388
0.7144717765999999,0.0,0.1864706353767589,0.44001922,0.10410463,0.17942247,0.42240953,0.5379063132010913,0.2196876280512796
0.7181616670666666,0.0,0.4796740638372944,0.3905822,0.0,0.19559681,0.0,0.6960999425906447,0.2141746879034049
0.7276755719333333,2.0589578530416413,0.7038299730899424,1.0979025,0.9236489,0.8127316,1.2410015,2.226419055693245,0.9129370094058238
0.7361291879333334,1.6502224630950846,0.6075021540540324,0.93071693,1.1471235,1.2108874,2.6377497,1.866787537213279,1.0651879363526384
0.7392375944666667,1.494304116673258,0.5897954484010668,0.8808151,1.0686604,1.2371922,2.876726,1.8146371508180883,1.0072216782861754
0.7641277122724305,0.7227226151572588,0.6943068394971674,0.57284945,1.7038956,0.94367313,0.5472206,1.070581562391698,0.5814210095342008
0.7642899312,2.217857441917665,1.170802711768237,1.2006332,2.0942645,1.5633612,2.1180837,1.873937912262344,1.272289829828164
0.8000328398,1.6820582978645089,0.6328963139657181,1.142503,1.3098656,1.3770354,1.8442196,1.9498496951910933,1.0602176481234644
0.8121914182666666,1.479255722502879,0.546807084594884,0.8623753,1.6564754,1.4494594,2.1246746,1.9500231513157145,1.126541880326234
0.823575407,0.2752057738213137,1.1371301010688468,0.9607415,0.94446,1.1560934,1.1517278,1.626503353438843,0.7398617376613189
0.8244650623333335,1.2746327373551385,0.6148931934823244,1.0370139,1.5063198,1.3696393,1.4890784,1.771636057345426,1.1103701656634508
0.8539679066,1.720936551006609,0.7643197261321636,1.1086112,0.84334,0.9072254,2.097841,2.114402277400348,0.9536102587090656
0.8541934388666667,1.1988627461920436,0.7344314825045748,1.0827236,1.2140969,1.2488279,2.1615677,1.948468988744609,1.1602600954289128
0.8601608848,1.315454675771075,0.7344314825045748,1.1399932,1.3289922,1.263304,2.2255921,1.910017102471491,1.1412211712207188
0.8808810581333333,0.3231342426968492,0.449770293066913,0.57414144,0.11632865,0.26608646,2.035009,0.7796860923403212,0.2422878175317008
0.8938782327934303,0.83305438034776,0.703196868993463,0.57380533,2.4847617,1.0169553,0.75099754,1.1672223648670197,0.6212416880662772
0.9104707963333332,0.9689269880462094,0.7762726327965583,0.7101919,0.74600136,0.40950665,1.728489,1.5434240500669094,0.4846675765710758
0.9355331322,1.4493944707565207,0.7344314825045748,1.0390018,3.0661337,1.5336468,1.3562273,2.0026530145366177,1.262791547382797
0.9369086664221508,0.9623899725997128,0.7582476482916325,0.8865688,1.9196634,0.86945534,2.5272753,1.2440733054398627,0.662840847220349
0.9385854218666668,1.2730722931802805,0.7344314825045748,1.0596093,2.2361164,1.1541406,0.37011677,1.9687763068159887,1.2403451458544152
0.9387258198,0.9674552386737516,1.2562362477604456,0.8070765,2.269233,1.1538569,1.9487556,1.7537128983460626,1.016556206990973
0.9399149484,0.8990068337810847,1.1649523404934383,1.0256947,1.2451547,2.1368408,1.9227468,1.788825103015301,1.1803832106257186
0.9438472078,0.5773020048447555,1.170845125176459,1.1564142,0.9414451,0.56555593,1.8602225,1.5128843172069018,0.7000701323871246
