Regime,Model,Absolute Error (kW)
Clear Sky,Transformer(Baseline),0.6362341858558409
Clear Sky,Transformer(Baseline),0.08722947534317882
Clear Sky,Transformer(Baseline),0.02991807955118375
Clear Sky,Transformer(Baseline),0.549987439975741
Clear Sky,Transformer(Baseline),0.37966802163568225
Clear Sky,Transformer(Baseline),0.25528028595818597
Clear Sky,Transformer(Baseline),0.7190550916720113
Clear Sky,Transformer(Baseline),0.02152473832756563
Clear Sky,Transformer(Baseline),0.285369554990778
Clear Sky,Transformer(Baseline),0.30831234690920084
Clear Sky,Transformer(Baseline),0.1807879012600413
Clear Sky,Transformer(Baseline),0.12803417791017058
Clear Sky,Transformer(Baseline),0.18895887201029105
Clear Sky,Transformer(Baseline),0.17907360967243546
Clear Sky,Transformer(Baseline),0.20609748729431399
Clear Sky,Transformer(Baseline),0.07713179806151138
Clear Sky,Transformer(Baseline),0.8385677325051616
Clear Sky,Transformer(Baseline),1.3438979499469743
Clear Sky,Transformer(Baseline),1.9691834558432673
Clear Sky,Transformer(Baseline),2.4298966035059557
Clear Sky,Transformer(Baseline),2.975387877936101
Clear Sky,Transformer(Baseline),2.763191660507804
Clear Sky,Transformer(Baseline),3.0432397092918304
Clear Sky,Transformer(Baseline),2.6525434255470666
Clear Sky,Transformer(Baseline),3.4915522355343196
Clear Sky,Transformer(Baseline),2.720292899412165
Clear Sky,Transformer(Baseline),3.0412631715847223
Clear Sky,Transformer(Baseline),3.6167698994758535
Clear Sky,Transformer(Baseline),2.0179829478429685
Clear Sky,Transformer(Baseline),2.6141904911276423
Clear Sky,Transformer(Baseline),2.685015828150508
Clear Sky,Transformer(Baseline),3.327711868917863
Clear Sky,Transformer(Baseline),2.548470097579642
Clear Sky,Transformer(Baseline),1.7223796265384408
Clear Sky,Transformer(Baseline),2.6199065731609927
Clear Sky,Transformer(Baseline),1.4877229666528038
Clear Sky,Transformer(Baseline),1.0914508875249176
Clear Sky,Transformer(Baseline),0.3138308051204426
Clear Sky,Transformer(Baseline),0.16255161070608537
Clear Sky,Transformer(Baseline),0.7053988689705193
Clear Sky,Transformer(Baseline),0.05809765371616393
Clear Sky,Transformer(Baseline),0.07607058836295622
Clear Sky,Transformer(Baseline),0.1350890865720622
Clear Sky,Transformer(Baseline),1.0269223570697505
Clear Sky,Transformer(Baseline),0.22264733782606072
Clear Sky,Transformer(Baseline),0.6659314012131397
Clear Sky,Transformer(Baseline),1.659260062161966
Clear Sky,Transformer(Baseline),1.5238424167523554
Clear Sky,Transformer(Baseline),1.7602617040231188
Clear Sky,Transformer(Baseline),0.7407860302640223
Clear Sky,Transformer(Baseline),1.5270330347090386
Clear Sky,Transformer(Baseline),1.0718599146686927
Clear Sky,Transformer(Baseline),1.434256744496059
Clear Sky,Transformer(Baseline),1.2966456571475735
Clear Sky,Transformer(Baseline),0.8020073522332254
Clear Sky,Transformer(Baseline),0.6780754073851618
Clear Sky,Transformer(Baseline),0.7659223361602798
Clear Sky,Transformer(Baseline),0.7858785293390778
Clear Sky,Transformer(Baseline),1.2642076901327828
Clear Sky,Transformer(Baseline),1.0330228831522215
Clear Sky,Transformer(Baseline),0.7068510278961231
Clear Sky,Transformer(Baseline),0.6253567425028423
Clear Sky,Transformer(Baseline),0.38908565176360943
Clear Sky,Transformer(Baseline),0.3430658819161607
Clear Sky,Transformer(Baseline),0.8084266002775705
Clear Sky,Transformer(Baseline),1.2629448858888979
Clear Sky,Transformer(Baseline),1.6613411268968696
Clear Sky,Transformer(Baseline),2.1699736295558996
Clear Sky,Transformer(Baseline),2.1464488399776966
Clear Sky,Transformer(Baseline),2.7946268460237933
Clear Sky,Transformer(Baseline),2.780810959545909
Clear Sky,Transformer(Baseline),2.8905343891396607
Clear Sky,Transformer(Baseline),3.044570888132771
Clear Sky,Transformer(Baseline),3.0995841732232368
Clear Sky,Transformer(Baseline),2.9948556653663605
Clear Sky,Transformer(Baseline),3.169971191710461
Clear Sky,Transformer(Baseline),2.508664380709062
Clear Sky,Transformer(Baseline),2.4748840056413677
Clear Sky,Transformer(Baseline),1.4084490720855207
Clear Sky,Transformer(Baseline),2.8723767348332636
Clear Sky,Transformer(Baseline),3.4121546698412075
Clear Sky,Transformer(Baseline),2.5986977918972585
Clear Sky,Transformer(Baseline),3.0848226008602637
Clear Sky,Transformer(Baseline),3.3199567835253383
Clear Sky,Transformer(Baseline),2.261319043671566
Clear Sky,Transformer(Baseline),1.4313150368898917
Clear Sky,Transformer(Baseline),2.1678447354326558
Clear Sky,Transformer(Baseline),0.9111693387097759
Clear Sky,Transformer(Baseline),2.9256326465948383
Clear Sky,Transformer(Baseline),1.3567415511286782
Clear Sky,Transformer(Baseline),1.473500782462402
Clear Sky,Transformer(Baseline),0.26773726338125314
Clear Sky,Transformer(Baseline),0.838790744163223
Clear Sky,Transformer(Baseline),0.9055504663109097
Clear Sky,Transformer(Baseline),1.1139696463251916
Clear Sky,Transformer(Baseline),0.09317850632730185
Clear Sky,Transformer(Baseline),0.6354483969626727
Clear Sky,Transformer(Baseline),1.0988215297074788
Clear Sky,Transformer(Baseline),0.7193987408493783
Clear Sky,Transformer(Baseline),1.3630501246310338
Clear Sky,Transformer(Baseline),0.042896954232624296
Clear Sky,Transformer(Baseline),0.4806250342289129
Clear Sky,Transformer(Baseline),0.11955054429839684
Clear Sky,Transformer(Baseline),0.6479399216473656
Clear Sky,Transformer(Baseline),0.038350865862282646
Clear Sky,Transformer(Baseline),0.3133056513256083
Clear Sky,Transformer(Baseline),0.059493508944464146
Clear Sky,Transformer(Baseline),0.2577490416622261
Clear Sky,Transformer(Baseline),0.20349299695134082
Clear Sky,Transformer(Baseline),0.04361885290813827
Clear Sky,Transformer(Baseline),0.30833813434016033
Clear Sky,Transformer(Baseline),0.15443650767422978
Clear Sky,Transformer(Baseline),0.954581501676553
Clear Sky,Transformer(Baseline),1.6250610451606684
Clear Sky,Transformer(Baseline),2.4334607474030494
Clear Sky,Transformer(Baseline),2.391555022893236
Clear Sky,Transformer(Baseline),3.260115102748993
Clear Sky,Transformer(Baseline),3.6126108364664464
Clear Sky,Transformer(Baseline),4.27573826581341
Clear Sky,Transformer(Baseline),4.523420669334962
Clear Sky,Transformer(Baseline),4.1899283068789055
Clear Sky,Transformer(Baseline),4.70297618863672
Clear Sky,Transformer(Baseline),5.578163675348039
Clear Sky,Transformer(Baseline),5.024603422209982
Clear Sky,Transformer(Baseline),4.994760554932588
Clear Sky,Transformer(Baseline),4.670255168403218
Clear Sky,Transformer(Baseline),4.668729648965016
Clear Sky,Transformer(Baseline),6.024964061096211
Clear Sky,Transformer(Baseline),2.987522820543667
Clear Sky,Transformer(Baseline),3.6944599287758564
Clear Sky,Transformer(Baseline),4.22368631023355
Clear Sky,Transformer(Baseline),2.933347610108992
Clear Sky,Transformer(Baseline),3.2136111010563084
Clear Sky,Transformer(Baseline),3.2643792236059426
Clear Sky,Transformer(Baseline),2.491022912886624
Clear Sky,Transformer(Baseline),2.635991443613303
Clear Sky,Transformer(Baseline),1.4448450109133546
Clear Sky,Transformer(Baseline),0.7758793972139486
Clear Sky,Transformer(Baseline),1.1440011776354382
Clear Sky,Transformer(Baseline),0.20030879601933194
Clear Sky,Transformer(Baseline),0.9196994068701088
Clear Sky,Transformer(Baseline),0.009384995922854245
Clear Sky,Transformer(Baseline),0.2802681896524568
Clear Sky,Transformer(Baseline),0.04076072856418378
Clear Sky,Transformer(Baseline),0.7247632260255585
Clear Sky,Transformer(Baseline),1.1044799022964433
Clear Sky,Transformer(Baseline),2.048212421110616
Clear Sky,Transformer(Baseline),0.8959526480406641
Clear Sky,Transformer(Baseline),1.114174925614419
Clear Sky,Transformer(Baseline),0.7949907118020132
Clear Sky,Transformer(Baseline),0.784222226127282
Clear Sky,Transformer(Baseline),1.3902929035170555
Clear Sky,Transformer(Baseline),0.9726146075255304
Clear Sky,Transformer(Baseline),0.817185408452481
Clear Sky,Transformer(Baseline),0.22747518450163273
Clear Sky,Transformer(Baseline),0.7454543414998724
Clear Sky,Transformer(Baseline),0.4343841435934417
Clear Sky,Transformer(Baseline),0.36955791557693907
Clear Sky,Transformer(Baseline),0.24784144434084787
Clear Sky,Transformer(Baseline),0.28574518580233743
Clear Sky,Transformer(Baseline),0.6218953138195285
Clear Sky,Transformer(Baseline),1.0174244560774552
Clear Sky,Transformer(Baseline),1.162822869334684
Clear Sky,Transformer(Baseline),1.502727552962169
Clear Sky,Transformer(Baseline),1.537832442955331
Clear Sky,Transformer(Baseline),1.417386486752834
Clear Sky,Transformer(Baseline),1.8870782831057245
Clear Sky,Transformer(Baseline),1.8729761333659862
Clear Sky,Transformer(Baseline),1.7092416968368358
Clear Sky,Transformer(Baseline),1.2355214604171376
Clear Sky,Transformer(Baseline),1.9999673106546734
Clear Sky,Transformer(Baseline),2.121599709684684
Clear Sky,Transformer(Baseline),1.4731409648771923
Clear Sky,Transformer(Baseline),1.2082617432563332
Clear Sky,Transformer(Baseline),1.7224691483753851
Clear Sky,Transformer(Baseline),0.9104601328823954
Clear Sky,Transformer(Baseline),0.8894873079182304
Clear Sky,Transformer(Baseline),0.6716455149021634
Clear Sky,Transformer(Baseline),1.4641931983302676
Clear Sky,Transformer(Baseline),2.1080967115866898
Clear Sky,Transformer(Baseline),0.7437777562582255
Clear Sky,Transformer(Baseline),0.5535164093908378
Clear Sky,Transformer(Baseline),0.1644910882271482
Clear Sky,Transformer(Baseline),1.0491612352952977
Clear Sky,Transformer(Baseline),1.2931248951599486
Clear Sky,Transformer(Baseline),0.6664544747809025
Clear Sky,Transformer(Baseline),0.5048719844935867
Clear Sky,Transformer(Baseline),0.1295596182565042
Clear Sky,Transformer(Baseline),0.10237450378145496
Clear Sky,Transformer(Baseline),0.3648075445640231
Clear Sky,Transformer(Baseline),0.3806417523655483
Clear Sky,Transformer(Baseline),0.019387547855167497
Clear Sky,Transformer(Baseline),0.3947612642008771
Clear Sky,Transformer(Baseline),0.7179792920181178
Clear Sky,Transformer(Baseline),0.20476473625692293
Clear Sky,Transformer(Baseline),0.922256414178916
Clear Sky,Transformer(Baseline),1.3310881427046013
Clear Sky,Transformer(Baseline),1.192100637719312
Clear Sky,Transformer(Baseline),0.6199699407656958
Clear Sky,Transformer(Baseline),1.1109390666180126
Clear Sky,Transformer(Baseline),0.6459428789890023
Clear Sky,Transformer(Baseline),1.0710067869474909
Clear Sky,Transformer(Baseline),0.795127542022712
Clear Sky,Transformer(Baseline),0.7468494251617477
Clear Sky,Transformer(Baseline),0.22744665697393263
Clear Sky,Transformer(Baseline),0.4576321043951279
Clear Sky,Transformer(Baseline),0.41336259045358004
Clear Sky,Transformer(Baseline),0.30716463901771196
Clear Sky,Transformer(Baseline),0.678725034143135
Clear Sky,Transformer(Baseline),0.9802985758478351
Clear Sky,Transformer(Baseline),1.50260642706698
Clear Sky,Transformer(Baseline),1.375048423066847
Clear Sky,Transformer(Baseline),1.8166483715548631
Clear Sky,Transformer(Baseline),1.5366742454711648
Clear Sky,Transformer(Baseline),1.9487391583968847
Clear Sky,Transformer(Baseline),1.3509308998348963
Clear Sky,Transformer(Baseline),1.8357125640086522
Clear Sky,Transformer(Baseline),1.2605096725242557
Clear Sky,Transformer(Baseline),1.6216562318825662
Clear Sky,Transformer(Baseline),1.1296484460110605
Clear Sky,Transformer(Baseline),0.3550477727272092
Clear Sky,Transformer(Baseline),0.7470822712227552
Clear Sky,Transformer(Baseline),0.9794205440599093
Clear Sky,Transformer(Baseline),0.8828609916754573
Clear Sky,Transformer(Baseline),1.0109452178699065
Clear Sky,Transformer(Baseline),0.7634541021669747
Clear Sky,Transformer(Baseline),1.5616245391056012
Clear Sky,Transformer(Baseline),0.5476340574973761
Clear Sky,Transformer(Baseline),0.02722976989440795
Clear Sky,Transformer(Baseline),0.5692944094229127
Clear Sky,Transformer(Baseline),0.21749862045595947
Clear Sky,Transformer(Baseline),0.04695955554490894
Clear Sky,Transformer(Baseline),0.141235675143502
Clear Sky,Transformer(Baseline),0.3612983770457596
Clear Sky,Transformer(Baseline),0.4739525835751479
Clear Sky,Transformer(Baseline),0.6204569948523222
Clear Sky,Transformer(Baseline),0.3895057035262077
Clear Sky,Transformer(Baseline),0.2794481715301451
Clear Sky,Transformer(Baseline),0.7431450073921013
Clear Sky,Transformer(Baseline),1.1974312674956984
Clear Sky,Transformer(Baseline),0.888349350586136
Clear Sky,Transformer(Baseline),0.9651494198582817
Clear Sky,Transformer(Baseline),0.9697686229282603
Clear Sky,Transformer(Baseline),0.49856739469539235
Clear Sky,Transformer(Baseline),0.4540051878328999
Clear Sky,Transformer(Baseline),1.5969539906060515
Clear Sky,Transformer(Baseline),0.7654022787166834
Clear Sky,Transformer(Baseline),1.029416948797195
Clear Sky,Transformer(Baseline),0.7341258506716866
Clear Sky,Transformer(Baseline),0.6857825978752583
Clear Sky,Transformer(Baseline),1.169736447237974
Clear Sky,Transformer(Baseline),0.775377325852876
Clear Sky,Transformer(Baseline),0.7417433073172743
Clear Sky,Transformer(Baseline),0.6109980488503739
Clear Sky,Transformer(Baseline),0.34470032434786546
Clear Sky,Transformer(Baseline),0.27334413207358943
Clear Sky,Transformer(Baseline),0.6635402683153143
Clear Sky,Transformer(Baseline),0.8172294786640932
Clear Sky,Transformer(Baseline),1.2205744363007685
Clear Sky,Transformer(Baseline),1.3982910348505881
Clear Sky,Transformer(Baseline),1.3602225707507083
Clear Sky,Transformer(Baseline),1.1065856569498909
Clear Sky,Transformer(Baseline),1.0698474425346323
Clear Sky,Transformer(Baseline),0.9073452905756056
Clear Sky,Transformer(Baseline),1.3142371339139292
Clear Sky,Transformer(Baseline),1.346598477332007
Clear Sky,Transformer(Baseline),0.9016787027258424
Clear Sky,Transformer(Baseline),0.7684093907535985
Clear Sky,Transformer(Baseline),1.0686718751501658
Clear Sky,Transformer(Baseline),0.3365317225658053
Clear Sky,Transformer(Baseline),1.0604277182974862
Clear Sky,Transformer(Baseline),0.38984801121202395
Clear Sky,Transformer(Baseline),1.2626848907523502
Clear Sky,Transformer(Baseline),0.3172776095405361
Clear Sky,Transformer(Baseline),1.6044905464110357
Clear Sky,Transformer(Baseline),0.37914805305142707
Clear Sky,Transformer(Baseline),0.5824053849320272
Clear Sky,Transformer(Baseline),1.0569481551291595
Clear Sky,Transformer(Baseline),0.8534374333686401
Clear Sky,Transformer(Baseline),0.5783688883459384
Clear Sky,Transformer(Baseline),0.5195515286754002
Clear Sky,Transformer(Baseline),0.6558143534198422
Clear Sky,Transformer(Baseline),0.36784574883964893
Clear Sky,Transformer(Baseline),1.1256863700693849
Clear Sky,Transformer(Baseline),0.7998238892473779
Clear Sky,Transformer(Baseline),0.43386624076743985
Clear Sky,Transformer(Baseline),0.9219509556403729
Clear Sky,Transformer(Baseline),0.8091933249291792
Clear Sky,Transformer(Baseline),0.5332305951956613
Clear Sky,Transformer(Baseline),0.04890649421711046
Clear Sky,Transformer(Baseline),0.5876205601060001
Clear Sky,Transformer(Baseline),0.35429689503797945
Clear Sky,Transformer(Baseline),0.6649268834731679
Clear Sky,Transformer(Baseline),0.8484996563893699
Clear Sky,Transformer(Baseline),0.22279910849742635
Clear Sky,Transformer(Baseline),0.1082101239283233
Clear Sky,Transformer(Baseline),0.36055626835848464
Clear Sky,Transformer(Baseline),1.0229911498349562
Clear Sky,Transformer(Baseline),0.7124817149056861
Clear Sky,Transformer(Baseline),0.8729454535039114
Clear Sky,Transformer(Baseline),0.5520794690741537
Clear Sky,Transformer(Baseline),0.5885420967030299
Clear Sky,Transformer(Baseline),0.48325156055323837
Clear Sky,Transformer(Baseline),0.3064538501192676
Clear Sky,Transformer(Baseline),0.7397849302070628
Clear Sky,Transformer(Baseline),1.006520668070894
Clear Sky,Transformer(Baseline),1.3695163463172086
Clear Sky,Transformer(Baseline),1.3495377682506002
Clear Sky,Transformer(Baseline),1.8016012237494996
Clear Sky,Transformer(Baseline),1.6022886621616523
Clear Sky,Transformer(Baseline),2.180051142890732
Clear Sky,Transformer(Baseline),1.7371423145052383
Clear Sky,Transformer(Baseline),1.6718548655243204
Clear Sky,Transformer(Baseline),1.7264750365534596
Clear Sky,Transformer(Baseline),2.3533924852133055
Clear Sky,Transformer(Baseline),1.7672512052471987
Clear Sky,Transformer(Baseline),1.8000282741827611
Clear Sky,Transformer(Baseline),1.0476741591442114
Clear Sky,Transformer(Baseline),0.7380689629822932
Clear Sky,Transformer(Baseline),1.6153084108834328
Clear Sky,Transformer(Baseline),1.7443298362608424
Clear Sky,Transformer(Baseline),0.695256210418016
Clear Sky,Transformer(Baseline),0.8455179331280078
Clear Sky,Transformer(Baseline),0.7845257722162415
Clear Sky,Transformer(Baseline),1.8469002806353814
Clear Sky,Transformer(Baseline),0.9175539745936909
Clear Sky,Transformer(Baseline),0.34690149586343466
Clear Sky,Transformer(Baseline),0.15780363959943955
Clear Sky,Transformer(Baseline),0.19412227662864723
Clear Sky,Transformer(Baseline),0.19278234144146822
Clear Sky,Transformer(Baseline),0.40192968091152537
Clear Sky,Transformer(Baseline),0.9079796380290546
Clear Sky,Transformer(Baseline),1.1487244151181137
Clear Sky,Transformer(Baseline),0.6869466022090975
Clear Sky,Transformer(Baseline),0.43237396898256364
Clear Sky,Transformer(Baseline),0.047126563189621606
Clear Sky,Transformer(Baseline),0.7859748400524786
Clear Sky,Transformer(Baseline),0.5121059466811602
Clear Sky,Transformer(Baseline),0.22230972054247644
Clear Sky,Transformer(Baseline),0.850841157219973
Clear Sky,Transformer(Baseline),0.36521263821413363
Clear Sky,Transformer(Baseline),0.28917511395137296
Clear Sky,Transformer(Baseline),0.4423290157847468
Clear Sky,Transformer(Baseline),0.029700688750958548
Clear Sky,Transformer(Baseline),0.15213802515734187
Clear Sky,Transformer(Baseline),0.6666935358765524
Clear Sky,Transformer(Baseline),0.7434053146809436
Clear Sky,Transformer(Baseline),0.781070310002117
Clear Sky,Transformer(Baseline),0.44083066861806675
Clear Sky,Transformer(Baseline),0.3869150909148371
Clear Sky,Transformer(Baseline),0.3941223272031611
Clear Sky,Transformer(Baseline),0.2673002156122293
Clear Sky,Transformer(Baseline),0.6208145130283698
Clear Sky,Transformer(Baseline),0.8945249455719204
Clear Sky,Transformer(Baseline),1.0141676281397696
Clear Sky,Transformer(Baseline),0.7306824928107742
Clear Sky,Transformer(Baseline),1.196192462612066
Clear Sky,Transformer(Baseline),0.4677163789453047
Clear Sky,Transformer(Baseline),0.7418008015284681
Clear Sky,Transformer(Baseline),0.4504876079018345
Clear Sky,Transformer(Baseline),0.37447859183072474
Clear Sky,Transformer(Baseline),0.9238328066638424
Clear Sky,Transformer(Baseline),0.36640738741311374
Clear Sky,Transformer(Baseline),0.03880075284948781
Clear Sky,Transformer(Baseline),0.236283735614208
Clear Sky,Transformer(Baseline),0.3651969725551325
Clear Sky,Transformer(Baseline),1.2107764244163626
Clear Sky,Transformer(Baseline),1.195094097670534
Clear Sky,Transformer(Baseline),0.2630916038667799
Clear Sky,Transformer(Baseline),1.4855509182452131
Clear Sky,Transformer(Baseline),0.2601837386560746
Clear Sky,Transformer(Baseline),1.1209634473957308
Clear Sky,Transformer(Baseline),1.112423435768374
Clear Sky,Transformer(Baseline),0.3853250260101717
Clear Sky,Transformer(Baseline),0.23852579160194765
Clear Sky,Transformer(Baseline),0.20890898166713612
Clear Sky,Transformer(Baseline),0.15460039622328736
Clear Sky,Transformer(Baseline),0.9864303379734203
Clear Sky,Transformer(Baseline),0.559669359120889
Clear Sky,Transformer(Baseline),1.289319357188301
Clear Sky,Transformer(Baseline),0.6989320783572985
Clear Sky,Transformer(Baseline),2.374223591116273
Clear Sky,Transformer(Baseline),0.8155752861095102
Clear Sky,Transformer(Baseline),1.5767315153542363
Clear Sky,Transformer(Baseline),1.5664604125078085
Clear Sky,Transformer(Baseline),2.039680237634485
Clear Sky,Transformer(Baseline),1.244747816015284
Clear Sky,Transformer(Baseline),2.054847752565024
Clear Sky,Transformer(Baseline),1.4456456374524365
Clear Sky,Transformer(Baseline),0.9590829130214118
Clear Sky,Transformer(Baseline),1.701106422222992
Clear Sky,Transformer(Baseline),1.5128163197383628
Clear Sky,Transformer(Baseline),1.1025609505740466
Clear Sky,Transformer(Baseline),1.3773390593680057
Clear Sky,Transformer(Baseline),1.0947990584079452
Clear Sky,Transformer(Baseline),0.836478111790981
Clear Sky,Transformer(Baseline),0.8180407019487088
Clear Sky,Transformer(Baseline),0.5472309072467891
Clear Sky,Transformer(Baseline),0.9314906784995864
Clear Sky,Transformer(Baseline),0.9177605354348781
Clear Sky,Transformer(Baseline),0.9114181118521572
Clear Sky,Transformer(Baseline),0.8551222700062073
Clear Sky,Transformer(Baseline),0.7663697484358476
Clear Sky,Transformer(Baseline),0.20995559702401145
Clear Sky,Transformer(Baseline),0.1311287044146212
Clear Sky,Transformer(Baseline),0.044050681787103585
Clear Sky,Transformer(Baseline),0.12322602450388587
Clear Sky,Transformer(Baseline),0.17434658908961964
Clear Sky,Transformer(Baseline),0.0762552042613791
Clear Sky,Transformer(Baseline),0.2222295074637124
Clear Sky,Transformer(Baseline),0.08903818528111174
Clear Sky,Transformer(Baseline),0.42359984640495085
Clear Sky,Transformer(Baseline),0.3249516378693542
Clear Sky,Transformer(Baseline),0.2366104522093906
Clear Sky,Transformer(Baseline),0.6094497453344658
Clear Sky,Transformer(Baseline),0.6594591133013097
Clear Sky,Transformer(Baseline),0.36068576975889854
Clear Sky,Transformer(Baseline),0.4176500523529896
Clear Sky,Transformer(Baseline),0.3572516711103013
Clear Sky,Transformer(Baseline),0.2515535653976073
Clear Sky,Transformer(Baseline),0.6152535585689485
Clear Sky,Transformer(Baseline),0.46907432075999367
Clear Sky,Transformer(Baseline),0.2114446186999679
Clear Sky,Transformer(Baseline),0.4872068322262244
Clear Sky,Transformer(Baseline),1.0291232674110802
Clear Sky,Transformer(Baseline),0.951339713212823
Clear Sky,Transformer(Baseline),1.189699220125874
Clear Sky,Transformer(Baseline),1.5823443110539603
Clear Sky,Transformer(Baseline),1.5948399793994508
Clear Sky,Transformer(Baseline),1.78737043705482
Clear Sky,Transformer(Baseline),1.4927551373507084
Clear Sky,Transformer(Baseline),1.1371848511355735
Clear Sky,Transformer(Baseline),0.30312037966135597
Clear Sky,Transformer(Baseline),0.6273670013050796
Clear Sky,Transformer(Baseline),0.143217851270673
Clear Sky,Transformer(Baseline),0.01804410715258875
Clear Sky,Transformer(Baseline),0.040545603178701484
Clear Sky,Transformer(Baseline),0.019001031410770253
Clear Sky,Transformer(Baseline),0.09213880286793064
Clear Sky,Transformer(Baseline),0.4722912226989795
Clear Sky,Transformer(Baseline),0.5533103255488143
Clear Sky,Transformer(Baseline),0.9589397010911664
Clear Sky,Transformer(Baseline),0.7942393229535192
Clear Sky,Transformer(Baseline),0.5753846523702215
Clear Sky,Transformer(Baseline),1.100623735927016
Clear Sky,Transformer(Baseline),0.6462864732494467
Clear Sky,Transformer(Baseline),1.3452707596408793
Clear Sky,Transformer(Baseline),1.524673928985706
Clear Sky,Transformer(Baseline),1.5281297125551916
Clear Sky,Transformer(Baseline),1.7529445737154496
Clear Sky,Transformer(Baseline),1.8410042377100773
Clear Sky,Transformer(Baseline),1.7748582926527696
Clear Sky,Transformer(Baseline),1.5262747481537815
Clear Sky,Transformer(Baseline),1.3836770364511644
Clear Sky,Transformer(Baseline),1.1907546259063153
Clear Sky,Transformer(Baseline),0.8549715750131668
Clear Sky,Transformer(Baseline),1.2693330279607906
Clear Sky,Transformer(Baseline),0.7809830660405339
Clear Sky,Transformer(Baseline),0.7177533952898365
Clear Sky,Transformer(Baseline),0.4570539067193309
Clear Sky,Transformer(Baseline),0.15819051087798286
Clear Sky,Transformer(Baseline),0.044853181714412216
Clear Sky,Transformer(Baseline),0.3153792389184993
Clear Sky,Transformer(Baseline),1.131325758180374
Clear Sky,Transformer(Baseline),0.7610656970587826
Clear Sky,Transformer(Baseline),1.3914486017822973
Clear Sky,Transformer(Baseline),1.4131798874299797
Clear Sky,Transformer(Baseline),1.9297389549022412
Clear Sky,Transformer(Baseline),2.134087506135968
Clear Sky,Transformer(Baseline),1.9222612516544242
Clear Sky,Transformer(Baseline),1.9326016889075026
Clear Sky,Transformer(Baseline),1.3402529137332522
Clear Sky,Transformer(Baseline),0.06331735259345805
Clear Sky,Transformer(Baseline),0.3002886520728807
Clear Sky,Transformer(Baseline),0.00722817280621868
Clear Sky,Transformer(Baseline),0.043721407388560785
Clear Sky,Transformer(Baseline),0.002347227401565455
Clear Sky,Transformer(Baseline),0.023842558948915737
Clear Sky,Transformer(Baseline),0.06550565032731193
Clear Sky,Transformer(Baseline),0.3575444718593168
Clear Sky,Transformer(Baseline),0.504796126545596
Clear Sky,Transformer(Baseline),0.7834251559553689
Clear Sky,Transformer(Baseline),0.739109848377332
Clear Sky,Transformer(Baseline),0.5554114807315251
Clear Sky,Transformer(Baseline),1.157350558888389
Clear Sky,Transformer(Baseline),0.835312495421519
Clear Sky,Transformer(Baseline),1.3397989970240545
Clear Sky,Transformer(Baseline),1.691789093576535
Clear Sky,Transformer(Baseline),1.655283945720253
Clear Sky,Transformer(Baseline),2.074336628903552
Clear Sky,Transformer(Baseline),2.402454582824589
Clear Sky,Transformer(Baseline),2.7350785071021484
Clear Sky,Transformer(Baseline),2.227060261025944
Clear Sky,Transformer(Baseline),2.395023003683118
Clear Sky,Transformer(Baseline),2.2038036274458648
Clear Sky,Transformer(Baseline),2.2784447087470205
Clear Sky,Transformer(Baseline),2.0745727276592376
Clear Sky,Transformer(Baseline),1.9677445199748682
Clear Sky,Transformer(Baseline),2.034239114206713
Clear Sky,Transformer(Baseline),1.3758473233769344
Clear Sky,Transformer(Baseline),1.267742831388663
Clear Sky,Transformer(Baseline),1.2598299033893205
Clear Sky,Transformer(Baseline),0.7848482724914909
Clear Sky,Transformer(Baseline),0.12839987247239293
Clear Sky,Transformer(Baseline),0.36955985598004304
Clear Sky,Transformer(Baseline),1.0561024600703348
Clear Sky,Transformer(Baseline),1.310232685729364
Clear Sky,Transformer(Baseline),1.4731984674826641
Clear Sky,Transformer(Baseline),1.650043489359902
Clear Sky,Transformer(Baseline),1.507186926873871
Clear Sky,Transformer(Baseline),1.516874793652101
Clear Sky,Transformer(Baseline),1.0614419787985532
Clear Sky,Transformer(Baseline),0.04311844343997495
Clear Sky,Transformer(Baseline),0.19777444472411365
Clear Sky,Transformer(Baseline),0.09844808715223774
Clear Sky,Transformer(Baseline),0.07612483520968016
Clear Sky,Transformer(Baseline),0.12932475353836903
Clear Sky,Transformer(Baseline),1.0943013981106855
Clear Sky,Transformer(Baseline),0.5990753130675852
Clear Sky,Transformer(Baseline),0.4726073984109753
Clear Sky,Transformer(Baseline),0.34885570947193933
Clear Sky,Transformer(Baseline),0.7927473954137056
Clear Sky,Transformer(Baseline),0.5537010699832763
Clear Sky,Transformer(Baseline),0.13243466770217083
Clear Sky,Transformer(Baseline),0.7215813314544874
Clear Sky,Transformer(Baseline),0.35108300307194185
Clear Sky,Transformer(Baseline),0.9854901455340546
Clear Sky,Transformer(Baseline),0.9944144589628685
Clear Sky,Transformer(Baseline),1.1991012811357855
Clear Sky,Transformer(Baseline),1.1588121637679762
Clear Sky,Transformer(Baseline),1.1684837084362876
Clear Sky,Transformer(Baseline),1.3976641021175986
Clear Sky,Transformer(Baseline),1.1526758151596894
Clear Sky,Transformer(Baseline),0.9494973012987771
Clear Sky,Transformer(Baseline),0.964091704541076
Clear Sky,Transformer(Baseline),0.7905859987809762
Clear Sky,Transformer(Baseline),1.165545846500116
Clear Sky,Transformer(Baseline),0.5761578283452948
Clear Sky,Transformer(Baseline),0.08116196960764555
Clear Sky,Transformer(Baseline),0.04339687405790471
Clear Sky,Transformer(Baseline),0.7496685879191247
