,Px_clearsky,sigma_cloud,I_F_PV
2019-01-01 07:00:00-08:00,0.9624955536411508,0.4299862632840783,0.44674103860264786
2019-01-01 08:00:00-08:00,5.092631103587414,0.5462076496580548,0.10725450922084037
2019-01-01 09:00:00-08:00,9.310893794057503,0.6780772203500863,0.07282622220251894
2019-01-01 10:00:00-08:00,12.375183124973542,0.5791997710454744,0.04680332930804308
2019-01-01 11:00:00-08:00,13.937176046761271,0.33811710431229436,0.024260087063395185
2019-01-01 12:00:00-08:00,13.857171415868146,0.5464644007383489,0.039435494036869655
2019-01-01 13:00:00-08:00,12.141979718738359,0.14909810076886787,0.012279554423795419
2019-01-01 14:00:00-08:00,8.946719726909553,1.2200624003394809,0.13636980229411128
2019-01-01 15:00:00-08:00,4.651724228835351,2.1054817114380127,0.4526239320866105
2019-01-01 16:00:00-08:00,0.7138447342446148,0.8141614941568354,1.1405302233102204
2019-01-02 07:00:00-08:00,0.95383846648655,0.3687770701535948,0.38662423786700456
2019-01-02 08:00:00-08:00,5.082832547692879,0.7064282416041402,0.13898318210872226
2019-01-02 09:00:00-08:00,9.31159208270301,0.4649060896523013,0.049927669245294765
2019-01-02 10:00:00-08:00,12.38898607140621,0.3012860451088302,0.02431886220327575
2019-01-02 11:00:00-08:00,13.9647003165036,0.2658205332452721,0.019035176353274345
2019-01-02 12:00:00-08:00,13.897785960755543,0.2384006983666451,0.017153861704291538
2019-01-02 13:00:00-08:00,12.19393210937309,0.2023193370949961,0.016591804454896025
2019-01-02 14:00:00-08:00,9.006959269755663,0.05551098329236852,0.0061631213853456665
2019-01-02 15:00:00-08:00,4.713799914484336,0.407161207278481,0.08637642977322303
2019-01-02 16:00:00-08:00,0.743795868310347,2.227209579054311,2.9943828326362967
2019-01-03 07:00:00-08:00,0.9467670207600298,0.40171553013926564,0.4243024116078559
2019-01-03 08:00:00-08:00,5.076072623771557,0.6349397567249356,0.12508484487622853
2019-01-03 09:00:00-08:00,9.315605379196919,0.44487193259588903,0.0477555579575485
2019-01-03 10:00:00-08:00,12.40616043028731,0.996983144772379,0.08036194198637252
2019-01-03 11:00:00-08:00,13.995538656767488,0.3270436009856528,0.023367703738041704
2019-01-03 12:00:00-08:00,13.941569074299572,1.6551471166261162,0.11872028950294257
2019-01-03 13:00:00-08:00,12.248832651377578,2.7682507786974684,0.22600119190836804
2019-01-03 14:00:00-08:00,9.069859194092155,2.9331095392768862,0.3233908571797266
2019-01-03 15:00:00-08:00,4.7781826850587015,2.036258549716933,0.42615753392692163
2019-01-03 16:00:00-08:00,0.7753881815661761,1.8212255536043238,2.3487919946441562
2019-01-04 07:00:00-08:00,0.9412721102650627,0.4059791691411753,0.431309038814346
2019-01-04 08:00:00-08:00,5.0723654979530135,1.1996033003741526,0.23649780380736768
2019-01-04 09:00:00-08:00,9.322938670349165,1.9475663337610887,0.2089004768373262
2019-01-04 10:00:00-08:00,12.426696766114183,2.133401179715924,0.17167886364889842
2019-01-04 11:00:00-08:00,14.029666456253711,2.2399677676368532,0.15965937427103905
2019-01-04 12:00:00-08:00,13.988482003921645,2.42062907525199,0.17304444289047025
2019-01-04 13:00:00-08:00,12.306631018823767,0.2536067156406947,0.020607322609476734
2019-01-04 14:00:00-08:00,9.135362385317853,0.10276482427405495,0.011249124001825723
2019-01-04 15:00:00-08:00,4.844821283505538,0.26805575544853805,0.05532830619803226
2019-01-04 16:00:00-08:00,0.808656880931099,2.2096961998701143,2.7325510386133596
2019-01-05 07:00:00-08:00,0.9373477615514607,0.8641884241120245,0.9219506991531661
2019-01-05 08:00:00-08:00,5.071724161297884,1.1675115086189563,0.23020011962168369
2019-01-05 09:00:00-08:00,9.333594962637067,3.1476830705071244,0.3372423040754914
2019-01-05 10:00:00-08:00,12.450583477753902,3.7587089460112892,0.3018901847232435
2019-01-05 11:00:00-08:00,14.06705696803799,1.3729538324005393,0.09760064493376631
2019-01-05 12:00:00-08:00,14.038484031920468,0.4738547972874236,0.03375398627159318
2019-01-05 13:00:00-08:00,12.367275194168919,1.1131655721350007,0.0900089595046652
2019-01-05 14:00:00-08:00,9.203410348630714,3.0125814843315775,0.32733317001124373
2019-01-05 15:00:00-08:00,4.913662980010593,3.5304385801108893,0.7184942464457093
2019-01-05 16:00:00-08:00,0.8436383165194757,0.7180943056783406,0.851187400592376
2019-01-06 07:00:00-08:00,0.9349911065970586,0.8625197723410615,0.9224898143472617
2019-01-06 08:00:00-08:00,5.074160206541381,1.2613217649800972,0.2485774421063918
2019-01-06 09:00:00-08:00,9.347575090179538,0.892621603155046,0.09549231694247899
2019-01-06 10:00:00-08:00,12.4778066927508,1.0329291511892973,0.08278130737426759
2019-01-06 11:00:00-08:00,14.107681300997525,0.8151839198693055,0.05778298378569592
2019-01-06 12:00:00-08:00,14.091532563006346,0.5877766511832893,0.041711336120128194
2019-01-06 13:00:00-08:00,12.430711640499567,0.43855186253047856,0.03527970684330459
2019-01-06 14:00:00-08:00,9.273943443051287,0.9742627506812024,0.10505377315096642
2019-01-06 15:00:00-08:00,4.984653818998031,1.6301348638068696,0.32703070724669586
2019-01-06 16:00:00-08:00,0.880367439913621,0.8039817421949755,0.9132342993896501
2019-01-07 07:00:00-08:00,0.9342023826827486,0.8597761382840158,0.9203317763063257
2019-01-07 08:00:00-08:00,5.079683662387395,0.5871430917470942,0.11558654648016871
2019-01-07 09:00:00-08:00,9.3648775638297,3.551683685837924,0.379255752318185
2019-01-07 10:00:00-08:00,12.50835017070586,3.6472856345685503,0.2915880659553625
