X_Curve,Y_Normal_Fit
0.3241152287166901,0.00020105368671542305
0.32921432382782745,0.00014246711539795884
0.3343134189389647,0.00010038142385490298
0.339412514050102,7.03279896218636e-05
0.34451160916123935,4.899358114864314e-05
0.3496107042723766,3.3938004105451594e-05
0.354709799383514,2.337596462845306e-05
0.35980889449465125,1.600991092937071e-05
0.3649079896057885,1.0902960050515296e-05
0.3700070847169259,7.383054198895826e-06
0.37510617982806316,4.971229614827081e-06
0.38020527493920053,3.32834027598254e-06
0.3853043700503378,2.2157856651365815e-06
0.39040346516147506,1.466776378014452e-06
0.39550256027261244,9.654642492491424e-07
0.4006016553837497,6.318945605520727e-07
0.4057007504948871,4.112341456534214e-07
0.41079984560602434,2.66115303105804e-07
0.4158989407171616,1.7123268319614871e-07
0.420998035828299,1.0955686726534538e-07
0.42609713093943624,6.969934217527414e-08
0.4311962260505735,4.4091399498535746e-08
0.4362953211617109,2.7734172941834467e-08
0.44139441627284814,1.734653295500469e-08
0.4464935113839855,1.078813276370769e-08
0.4515926064951228,6.6713850914463595e-09
0.45669170160626005,4.102247589526994e-09
0.4617907967173974,2.508209784157887e-09
0.4668898918285347,1.5249021526989444e-09
0.47198898693967206,9.218414418093989e-10
0.4770880820508093,5.541235520798575e-10
0.4821871771619466,3.3120213037036203e-10
0.48728627227308396,1.968410914484777e-10
0.49238536738422123,1.1632539556877895e-10
0.4974844624953586,6.8354866961027e-11
0.5025835576064959,3.993930262526268e-11
0.5076826527176331,2.3204255738149065e-11
0.5127817478287705,1.3405127215238538e-11
0.5178808429399078,7.700348257534511e-12
0.5229799380510451,4.398310904032982e-12
0.5280790331621824,2.498029794152153e-12
0.5331781282733197,1.4107349747499588e-12
0.538277223384457,7.921900507225299e-13
0.5433763184955943,4.4233312613609226e-13
0.5484754136067316,2.45587171058145e-13
0.553574508717869,1.355807459270385e-13
0.5586736038290062,7.442631079515066e-14
0.5637726989401436,4.062478692546179e-14
0.5688717940512809,2.204914892804218e-14
0.5739708891624181,1.189949953333071e-14
0.5790699842735555,6.38559973629236e-15
0.5841690793846928,3.407303500611912e-15
0.5892681744958301,1.8078237064973455e-15
0.5943672696069674,9.537564006938507e-16
0.5994663647181047,5.003282034391669e-16
0.604565459829242,2.60980845994734e-16
0.6096645549403793,1.3536251512445066e-16
0.6147636500515167,6.981107516120326e-17
0.6198627451626539,3.580027550017718e-17
0.6249618402737913,1.825511367386204e-17
0.6300609353849285,9.255904078201747e-18
