P_phys,I_F
0.5408851704659148,0.010754169714396597
0.5719528339200386,0.014073249234118384
0.5988365178555399,0.00713688641824606
0.621385909775365,0.0090091087464366
0.6398402548124397,0.005402445831633993
0.6539269443614245,0.003570178780414584
0.663548895575776,0.013004590078678697
0.668741672915052,0.009890424654038932
0.6694213485856649,0.0019390579214480423
0.6657837235869309,0.006655298538563077
0.6579527577464569,0.00994346138781178
0.6456727879654308,0.01054826645209931
0.628902842015279,0.015816306773680164
0.607622256037568,0.026172966702023567
0.5818082834292295,0.032992708300840806
0.5511845524756046,0.060799225770290746
0.5157441396312465,0.03847348817842293
0.47523547648806314,0.032649425966325085
0.4296141007692155,0.018905674767486055
0.3786243661589724,0.06818272672280432
0.2599727468095967,0.0055068480725503416
0.21430840270937002,0.039592523975032
0.5023083051514495,0.00894632163567427
0.5951150579268474,0.010797427280048134
0.617799024168342,0.00438576009591913
0.6361894135346564,0.005612282923150917
0.6505357004826985,0.0020489277766464918
0.6604212190698282,0.005736658426859174
0.6660246132972766,0.0018361508150354687
0.6674605922559704,0.012878026261947341
0.6644906979758662,0.004062122655082331
0.6573013964636774,0.016030090004955193
0.6458178086883656,0.004780937667040373
0.6298822348286759,0.0075924510165471465
0.609212836920763,0.0019191293664193685
0.5839187945247172,0.010749420464541077
0.5539280443940764,0.009440963600506357
0.5189270749599049,0.005730659500461715
0.4788727881356127,0.0015713195167596315
0.43350141699694317,0.044930994948222655
0.38262861059515024,0.048108838782135566
0.3262457143081869,0.02623801760292402
0.2642195659664636,0.04712066337423535
0.1962367102048931,0.06150256854635715
0.1591177012835157,0.06130223725438798
0.21575549370222272,0.12245243381984526
0.2716110055212817,0.039219690478118255
0.3253990998105709,0.067649084913359
0.37626562637684025,0.03247062922042487
0.4236240104771475,0.043434228081876095
0.4672548030866077,0.04561667162537499
0.50688814792631,0.04603690285773494
0.542471828110564,0.06546083373338828
0.5739004259651029,0.00981431238628972
0.6009920119128016,0.0161819940379167
0.6238270492477307,0.011281593139455882
0.6423199030204775,0.018766655628447357
0.6568131617803404,0.027298615124027058
0.6667008753865883,0.010005352605131296
0.6721114366985803,0.05290423362019588
0.6732416314437298,0.11898675201959302
0.6700836924326067,0.13640126558453017
0.6623676461405967,0.05052254305116616
0.6502314213610548,0.08455186349426153
0.6336076995585957,0.014444449654540493
0.612447213739467,0.029059025771109786
0.5867367445078265,0.0034285247666738057
0.5563093135115903,0.004412281379426533
0.521055560340246,0.004814829665805484
0.4807333954950064,0.04098798165533109
0.4354820988577232,0.036567800074620654
0.3849810479335261,0.024190442321999326
0.32894173571021357,0.015648651669557537
0.267376372952357,0.042346399020085676
0.19987666036955098,0.03944067575960019
0.15837283482851086,0.04911171841575291
0.2145212125437363,0.10530987319566612
0.2699506125901583,0.363995110375239
0.32312591497096116,0.20728766033061866
0.37335314079635695,0.19062723516763772
0.420141462193994,0.05012783324886751
0.46301823733803393,0.07660763261788311
0.5019146484582354,0.19174017198378163
0.5364752268204817,0.034089956120940235
0.566948180880075,0.34720528029649994
0.593192744765325,0.38901851694441114
0.6152539045112554,0.13883969180794162
0.6330100578210529,0.22943500635991043
0.6465945044760696,0.09713989266893742
0.6561232789534474,0.06243244081714633
0.6618351509865105,0.12556132224458222
0.6634742899168038,0.035410396772809494
0.6607787478387571,0.3216756987999863
0.653774296874444,0.05731912866983603
0.6428934661435339,0.017598226702794338
0.6273564840330342,0.05451826352216453
0.6072175320697177,0.30215276764793636
0.5825187639502725,0.04035372668659098
